c,q,alpha_h,s,v,lam_max,N_half
0.80,0.010,0.004333009937,0.008665992757,0.002508562701,0.9993672993,1095.1907
0.80,0.011,0.004766315116,0.009532594139,0.00275941891,0.9992343328,904.9386
0.80,0.012,0.005199614569,0.01039918228,0.003010271094,0.9990886624,760.2356
0.80,0.013,0.005632923534,0.01126578749,0.003261128011,0.9989302691,647.6174
0.80,0.014,0.006066234423,0.01213239443,0.003511985203,0.9987591441,558.2574
0.80,0.015,0.006499547379,0.01299900324,0.003762842689,0.9985752743,486.1661
0.80,0.016,0.00693286255,0.01386561402,0.004013700489,0.9983786432,427.1639
0.80,0.017,0.007366180079,0.01473222693,0.004264558623,0.9981692364,378.2643
0.80,0.018,0.007799500115,0.01559884208,0.004515417111,0.9979470354,337.2856
0.80,0.019,0.008232822803,0.0164654596,0.004766275973,0.9977120229,302.6053
0.80,0.020,0.008666148291,0.01733207963,0.00501713523,0.9974641801,272.9957
0.80,0.021,0.009099476724,0.0181987023,0.005267994902,0.9972034849,247.5143
0.80,0.022,0.009532808249,0.01906532774,0.00551885501,0.9969299171,225.4280
0.80,0.023,0.009966143015,0.01993195607,0.005769715575,0.9966434534,206.1593
0.80,0.024,0.01039948117,0.02079858744,0.006020576616,0.9963440706,189.2486
0.80,0.025,0.01083282285,0.02166522196,0.006271438155,0.9960317415,174.3261
0.80,0.026,0.01126616822,0.02253185978,0.006522300212,0.9957064412,161.0920
0.80,0.027,0.01169951741,0.02339850102,0.006773162808,0.9953681434,149.3010
0.80,0.028,0.01213287058,0.02426514582,0.007024025964,0.9950168175,138.7504
0.80,0.029,0.01256622787,0.02513179431,0.007274889701,0.9946524355,129.2723
0.80,0.030,0.01299958943,0.02599844661,0.007525754038,0.9942749636,120.7261
0.80,0.031,0.0134329543,0.02686510065,0.007776618357,0.9938843720,112.9934
0.80,0.032,0.01386632485,0.027731761,0.008027483963,0.9934806244,105.9741
0.80,0.033,0.01429970011,0.02859842555,0.008278350233,0.9930636855,99.5832
0.80,0.034,0.01473308023,0.02946509446,0.008529217187,0.9926335211,93.7478
0.80,0.035,0.01516646535,0.03033176784,0.008780084845,0.9921900903,88.4052
0.80,0.036,0.01559985562,0.03119844582,0.00903095323,0.9917333557,83.5016
0.80,0.037,0.01603325119,0.03206512854,0.009281822361,0.9912632762,78.9901
0.80,0.038,0.01646665221,0.03293181613,0.00953269226,0.9907798089,74.8300
0.80,0.039,0.01690005883,0.03379850873,0.009783562947,0.9902829122,70.9857
0.80,0.040,0.01733347119,0.03466520646,0.01003443444,0.9897725365,67.4260
0.80,0.041,0.01776688943,0.03553190945,0.01028530677,0.9892486419,64.1235
0.80,0.042,0.01820031371,0.03639861784,0.01053617995,0.9887111711,61.0539
0.80,0.043,0.01863374418,0.03726533175,0.010787054,0.9881600809,58.1960
0.80,0.044,0.01906718098,0.03813205133,0.01103792894,0.9875953152,55.5306
0.80,0.045,0.01950062426,0.0389987767,0.0112888048,0.9870168250,53.0408
0.80,0.046,0.01993407416,0.03986550799,0.01153968159,0.9864245509,50.7115
0.80,0.047,0.02036753084,0.04073224533,0.01179055934,0.9858184387,48.5292
0.80,0.048,0.02080099443,0.04159898886,0.01204143807,0.9851984267,46.4819
0.80,0.049,0.0212344651,0.04246573871,0.01229231779,0.9845644569,44.5584
0.80,0.050,0.02166794298,0.04333249501,0.01254319853,0.9839164674,42.7492
0.80,0.051,0.02210142823,0.04419925789,0.01279408032,0.9832543898,41.0452
0.80,0.052,0.02253492099,0.04506602749,0.01304496316,0.9825781601,39.4385
0.80,0.053,0.0229684214,0.04593280392,0.01329584709,0.9818877076,37.9218
0.80,0.054,0.02340192962,0.04679958734,0.01354673212,0.9811829663,36.4885
0.80,0.055,0.0238354458,0.04766637786,0.01379761828,0.9804638557,35.1325
0.80,0.056,0.02426897008,0.04853317563,0.01404850558,0.9797303040,33.8485
0.80,0.057,0.0247025026,0.04939998076,0.01429939405,0.9789822333,32.6313
0.80,0.058,0.02513604353,0.0502667934,0.0145502837,0.9782195662,31.4765
0.80,0.059,0.02556959299,0.05113361367,0.01480117457,0.9774422173,30.3797
0.80,0.060,0.02600315115,0.05200044171,0.01505206666,0.9766501019,29.3373
0.80,0.061,0.02643671815,0.05286727765,0.01530296001,0.9758431314,28.3456
0.80,0.062,0.02687029414,0.05373412161,0.01555385463,0.9750212174,27.4014
0.80,0.063,0.02730387926,0.05460097374,0.01580475055,0.9741842635,26.5017
0.80,0.064,0.02773747366,0.05546783417,0.01605564778,0.9733321734,25.6438
0.80,0.065,0.0281710775,0.05633470301,0.01630654635,0.9724648535,24.8250
0.80,0.066,0.02860469091,0.05720158042,0.01655744628,0.9715821936,24.0431
0.80,0.067,0.02903831405,0.05806846651,0.01680834758,0.9706840950,23.2958
0.80,0.068,0.02947194706,0.05893536143,0.01705925029,0.9697704444,22.5811
0.80,0.069,0.0299055901,0.0598022653,0.01731015442,0.9688411344,21.8972
0.80,0.070,0.0303392433,0.06066917825,0.01756105999,0.9678960407,21.2422
0.80,0.071,0.03077290682,0.06153610041,0.01781196703,0.9669350551,20.6147
0.80,0.072,0.03120658081,0.06240303193,0.01806287556,0.9659580443,20.0130
0.80,0.073,0.03164026521,0.06326997253,0.01831378548,0.9649648854,19.4357
0.80,0.074,0.03207396057,0.06413692313,0.01856469705,0.9639554455,18.8816
0.80,0.075,0.03250766684,0.06500388348,0.01881561016,0.9629295919,18.3494
0.80,0.076,0.03294138417,0.0658708537,0.01906652485,0.9618871835,17.8379
0.80,0.077,0.0333751127,0.06673783393,0.01931744114,0.9608280738,17.3461
0.80,0.078,0.03380885258,0.0676048243,0.01956835904,0.9597521191,16.8730
0.80,0.079,0.03424260397,0.06847182493,0.01981927857,0.9586591580,16.4176
0.80,0.080,0.034676367,0.06933883597,0.02007019977,0.9575490326,15.9791
0.80,0.081,0.03511014184,0.07020585755,0.02032112265,0.9564215796,15.5566
0.80,0.082,0.03554392861,0.07107288978,0.02057204723,0.9552766277,15.1493
0.80,0.083,0.03597772748,0.07193993282,0.02082297354,0.9541140029,14.7566
0.80,0.084,0.0364115386,0.07280698678,0.02107390159,0.9529335192,14.3776
0.80,0.085,0.0368453621,0.07367405181,0.02132483141,0.9517349902,14.0118
0.80,0.086,0.03727919814,0.07454112803,0.02157576302,0.9505182197,13.6586
0.80,0.087,0.03771304686,0.07540821557,0.02182669644,0.9492830021,13.3174
0.80,0.088,0.03814690842,0.07627531457,0.0220776317,0.9480291324,12.9876
0.80,0.089,0.03858078296,0.07714242515,0.02232856881,0.9467563961,12.6687
0.80,0.090,0.03901467064,0.07800954746,0.0225795078,0.9454645593,12.3602
0.80,0.091,0.03944857159,0.07887668162,0.02283044869,0.9441533887,12.0617
0.80,0.092,0.03988248597,0.07974382776,0.0230813915,0.9428226479,11.7728
0.80,0.093,0.04031641393,0.08061098602,0.02333233626,0.9414720860,11.4930
0.80,0.094,0.04075035561,0.08147815653,0.02358328298,0.9401014290,11.2219
0.80,0.095,0.04118431116,0.08234533941,0.02383423169,0.9387104213,10.9592
0.80,0.096,0.04161828074,0.08321253481,0.0240851824,0.9372987734,10.7044
0.80,0.097,0.04205226448,0.08407974285,0.02433613515,0.9358661866,10.4574
0.80,0.098,0.04248626255,0.08494696367,0.02458708996,0.9344123588,10.2178
0.80,0.099,0.04292027508,0.08581419739,0.02483804684,0.9329369763,9.9852
0.80,0.100,0.04335430223,0.08668144415,0.02508900582,0.9314397041,9.7594
0.80,0.101,0.04378834414,0.08754870409,0.02533996692,0.9299202035,9.5401
0.80,0.102,0.04422240096,0.08841597732,0.02559093016,0.9283780952,9.3270
0.80,0.103,0.04465647285,0.089283264,0.02584189557,0.9268130188,9.1199
0.80,0.104,0.04509055994,0.09015056423,0.02609286317,0.9252245824,8.9187
0.80,0.105,0.04552466239,0.09101787817,0.02634383298,0.9236123687,8.7229
0.80,0.106,0.04595878036,0.09188520594,0.02659480502,0.9219759505,8.5325
0.80,0.107,0.04639291397,0.09275254767,0.02684577931,0.9203148852,8.3472
0.80,0.108,0.0468270634,0.0936199035,0.02709675589,0.9186286956,8.1668
0.80,0.109,0.04726122878,0.09448727355,0.02734773476,0.9169168862,7.9912
0.80,0.110,0.04769541026,0.09535465796,0.02759871596,0.9151789466,7.8202
0.80,0.111,0.04812960799,0.09622205686,0.0278496995,0.9134143302,7.6535
0.80,0.112,0.04856382212,0.09708947038,0.02810068541,0.9116224723,7.4911
0.80,0.113,0.04899805281,0.09795689866,0.02835167372,0.9098027614,7.3328
0.80,0.114,0.04943230019,0.09882434183,0.02860266443,0.9079545762,7.1783
0.80,0.115,0.04986656442,0.09969180001,0.02885365758,0.9060772505,7.0277
0.80,0.116,0.05030084565,0.1005592734,0.0291046532,0.9041700648,6.8807
0.80,0.117,0.05073514402,0.101426762,0.02935565129,0.9022323062,6.7372
0.80,0.118,0.05116945969,0.102294266,0.02960665189,0.9002631695,6.5971
0.80,0.119,0.05160379281,0.1031617856,0.02985765501,0.8982618285,6.4603
0.80,0.120,0.05203814352,0.1040293208,0.03010866069,0.8962274020,6.3266
0.80,0.121,0.05247251197,0.1048968719,0.03035966894,0.8941589461,6.1959
0.80,0.122,0.05290689831,0.1057644389,0.03061067979,0.8920554858,6.0682
0.80,0.123,0.0533413027,0.106632022,0.03086169326,0.8899159432,5.9432
0.80,0.124,0.05377572527,0.1074996213,0.03111270937,0.8877391992,5.8210
0.80,0.125,0.05421016619,0.108367237,0.03136372814,0.8855240434,5.7014
0.80,0.126,0.0546446256,0.1092348691,0.03161474961,0.8832691856,5.5843
0.80,0.127,0.05507910364,0.1101025178,0.03186577379,0.8809732349,5.4696
0.80,0.128,0.05551360048,0.1109701832,0.0321168007,0.8786347215,5.3572
0.80,0.129,0.05594811625,0.1118378655,0.03236783038,0.8762520147,5.2471
0.80,0.130,0.05638265112,0.1127055649,0.03261886283,0.8738234161,5.1391
0.80,0.131,0.05681720522,0.1135732813,0.0328698981,0.8713470315,5.0332
0.80,0.132,0.05725177871,0.114441015,0.03312093619,0.8688208469,4.9293
0.80,0.133,0.05768637173,0.1153087661,0.03337197713,0.8662426492,4.8273
0.80,0.134,0.05812098444,0.1161765348,0.03362302095,0.8636100557,4.7271
0.80,0.135,0.05855561699,0.1170443211,0.03387406767,0.8609204128,4.6286
0.80,0.136,0.05899026953,0.1179121252,0.03412511732,0.8581708403,4.5318
0.80,0.137,0.0594249422,0.1187799472,0.03437616991,0.8553581645,4.4366
0.80,0.138,0.05985963516,0.1196477873,0.03462722547,0.8524788669,4.3428
0.80,0.139,0.06029434855,0.1205156455,0.03487828403,0.8495290458,4.2505
0.80,0.140,0.06072908253,0.1213835221,0.03512934561,0.8465043239,4.1595
0.80,0.141,0.06116383725,0.1222514172,0.03538041023,0.8433998303,4.0698
0.80,0.142,0.06159861286,0.1231193308,0.03563147791,0.8402100547,3.9812
0.80,0.143,0.0620334095,0.1239872631,0.03588254869,0.8369287305,3.8937
0.80,0.144,0.06246822732,0.1248552143,0.03613362258,0.8335487262,3.8072
0.80,0.145,0.06290306649,0.1257231845,0.03638469961,0.8300618085,3.7215
0.80,0.146,0.06333792714,0.1265911738,0.0366357798,0.8264584150,3.6366
0.80,0.147,0.06377280943,0.1274591824,0.03688686317,0.8227273564,3.5522
0.80,0.148,0.06420771351,0.1283272103,0.03713794976,0.8188553548,3.4684
0.80,0.149,0.06464263952,0.1291952578,0.03738903959,0.8148264838,3.3848
0.80,0.150,0.06507758763,0.1300633248,0.03764013267,0.8106213381,3.3014
0.80,0.151,0.06551255797,0.1309314117,0.03789122903,0.8062158791,3.2179
0.80,0.152,0.0659475507,0.1317995185,0.03814232871,0.8015796925,3.1340
0.80,0.153,0.06638256598,0.1326676453,0.03839343171,0.7966733795,3.0493
0.80,0.154,0.06681760394,0.1335357923,0.03864453807,0.7914442454,2.9635
0.80,0.155,0.06725266475,0.1344039596,0.03889564782,0.7858190647,2.8758
0.80,0.156,0.06768774855,0.1352721473,0.03914676097,0.7796906450,2.7853
0.80,0.157,0.06812285549,0.1361403556,0.03939787755,0.7728905136,2.6906
0.80,0.158,0.06855798572,0.1370085847,0.03964899758,0.7651246897,2.5891
0.80,0.159,0.0689931394,0.1378768345,0.0399001211,0.7557814189,2.4755
0.80,0.160,0.06942831668,0.1387451053,0.04015124812,0.7430195873,2.3336
0.80,0.161,0.0698635177,0.1396133973,0.04040237867,0.7208901646,2.1180
0.80,0.162,0.07029874262,0.1404817104,0.04065351277,0.7208684774,2.1178
0.80,0.163,0.07073399159,0.141350045,0.04090465045,0.7208466480,2.1176
0.80,0.164,0.07116926476,0.142218401,0.04115579174,0.7208246732,2.1174
0.80,0.165,0.07160456224,0.1430867786,0.04140693664,0.7208025585,2.1172
0.80,0.166,0.07203988426,0.143955178,0.04165808521,0.7207802986,2.1170
0.80,0.167,0.07247523094,0.1448235993,0.04190923746,0.7207578941,2.1168
0.80,0.168,0.07291060241,0.1456920426,0.04216039342,0.7207353481,2.1166
0.80,0.169,0.07334599885,0.1465605082,0.04241155311,0.7207126567,2.1164
0.80,0.170,0.07378142039,0.147428996,0.04266271655,0.7206898218,2.1162
0.80,0.171,0.07421686719,0.1482975062,0.04291388377,0.7206668428,2.1160
0.80,0.172,0.0746523394,0.149166039,0.0431650548,0.7206437188,2.1158
0.80,0.173,0.07508783717,0.1500345945,0.04341622967,0.7206204487,2.1156
0.80,0.174,0.07552336066,0.1509031728,0.04366740839,0.7205970378,2.1153
0.80,0.175,0.07595891001,0.151771774,0.04391859099,0.7205734796,2.1151
0.80,0.176,0.07639448538,0.1526403984,0.0441697775,0.7205497772,2.1149
0.80,0.177,0.07683008692,0.153509046,0.04442096795,0.7205259286,2.1147
0.80,0.178,0.07726571477,0.1543777169,0.04467216235,0.7205019340,2.1145
0.80,0.179,0.0777013691,0.1552464113,0.04492336075,0.7204777963,2.1143
0.80,0.180,0.07813705005,0.1561151294,0.04517456315,0.7204535122,2.1141
0.80,0.181,0.07857275778,0.1569838712,0.04542576959,0.7204290798,2.1138
0.80,0.182,0.07900849244,0.1578526368,0.0456769801,0.7204045024,2.1136
0.80,0.183,0.07944425418,0.1587214265,0.0459281947,0.7203797809,2.1134
0.80,0.184,0.07988004315,0.1595902404,0.04617941341,0.7203549099,2.1132
0.80,0.185,0.0803158595,0.1604590785,0.04643063627,0.7203298939,2.1130
0.80,0.186,0.08075170339,0.1613279411,0.0466818633,0.7203047312,2.1127
0.80,0.187,0.08118757497,0.1621968282,0.04693309452,0.7202794194,2.1125
0.80,0.188,0.08162347439,0.16306574,0.04718432996,0.7202539627,2.1123
0.80,0.189,0.08205940181,0.1639346766,0.04743556965,0.7202283583,2.1120
0.80,0.190,0.08249535737,0.1648036381,0.04768681361,0.7202026055,2.1118
0.80,0.191,0.08293134123,0.1656726248,0.04793806188,0.7201767065,2.1116
0.80,0.192,0.08336735354,0.1665416366,0.04818931448,0.7201506574,2.1114
0.80,0.193,0.08380339445,0.1674106738,0.04844057143,0.7201244601,2.1111
0.80,0.194,0.08423946413,0.1682797365,0.04869183276,0.7200981171,2.1109
0.80,0.195,0.08467556271,0.1691488247,0.0489430985,0.7200716234,2.1107
0.80,0.196,0.08511169035,0.1700179388,0.04919436867,0.7200449823,2.1104
0.80,0.197,0.08554784721,0.1708870787,0.04944564331,0.7200181917,2.1102
0.80,0.198,0.08598403344,0.1717562446,0.04969692243,0.7199912514,2.1099
0.80,0.199,0.08642024919,0.1726254367,0.04994820608,0.7199641624,2.1097
0.80,0.200,0.08685649461,0.173494655,0.05019949426,0.7199369237,2.1094
0.80,0.201,0.08729276986,0.1743638997,0.05045078702,0.7199095351,2.1092
0.80,0.202,0.0877290751,0.175233171,0.05070208437,0.7198819979,2.1090
0.80,0.203,0.08816541046,0.176102469,0.05095338635,0.7198543114,2.1087
0.80,0.204,0.08860177611,0.1769717938,0.05120469299,0.7198264733,2.1085
0.80,0.205,0.08903817221,0.1778411455,0.0514560043,0.7197984851,2.1082
0.80,0.206,0.0894745989,0.1787105243,0.05170732033,0.7197703437,2.1080
0.80,0.207,0.08991105633,0.1795799303,0.05195864109,0.7197420555,2.1077
0.80,0.208,0.09034754467,0.1804493636,0.05220996661,0.7197136149,2.1075
0.80,0.209,0.09078406406,0.1813188245,0.05246129692,0.7196850227,2.1072
0.80,0.210,0.09122061466,0.1821883129,0.05271263205,0.7196562780,2.1069
0.80,0.211,0.09165719662,0.1830578291,0.05296397204,0.7196273831,2.1067
0.80,0.212,0.0920938101,0.1839273731,0.05321531689,0.7195983354,2.1064
0.80,0.213,0.09253045524,0.1847969451,0.05346666665,0.7195691353,2.1062
0.80,0.214,0.09296713222,0.1856665453,0.05371802134,0.7195397839,2.1059
0.80,0.215,0.09340384117,0.1865361738,0.05396938099,0.7195102812,2.1056
0.80,0.216,0.09384058225,0.1874058306,0.05422074563,0.7194806228,2.1054
0.80,0.217,0.09427735562,0.1882755161,0.05447211529,0.7194508147,2.1051
0.80,0.218,0.09471416142,0.1891452301,0.05472348999,0.7194208512,2.1049
0.80,0.219,0.09515099983,0.190014973,0.05497486976,0.7193907360,2.1046
0.80,0.220,0.09558787098,0.1908847448,0.05522625464,0.7193604665,2.1043
0.80,0.221,0.09602477503,0.1917545457,0.05547764465,0.7193300429,2.1040
0.80,0.222,0.09646171215,0.1926243758,0.05572903981,0.7192994668,2.1038
0.80,0.223,0.09689868247,0.1934942353,0.05598044017,0.7192687323,2.1035
0.80,0.224,0.09733568617,0.1943641242,0.05623184574,0.7192378486,2.1032
0.80,0.225,0.09777272338,0.1952340427,0.05648325656,0.7192068080,2.1030
0.80,0.226,0.09820979427,0.1961039909,0.05673467266,0.7191756140,2.1027
0.80,0.227,0.098646899,0.1969739691,0.05698609406,0.7191442624,2.1024
0.80,0.228,0.09908403771,0.1978439772,0.05723752079,0.7191127561,2.1021
0.80,0.229,0.09952121056,0.1987140155,0.05748895289,0.7190810966,2.1018
0.80,0.230,0.09995841771,0.199584084,0.05774039038,0.7190492781,2.1016
0.80,0.231,0.1003956593,0.200454183,0.05799183329,0.7190173048,2.1013
0.80,0.232,0.1008329355,0.2013243124,0.05824328166,0.7189851766,2.1010
0.80,0.233,0.1012702465,0.2021944726,0.0584947355,0.7189528930,2.1007
0.80,0.234,0.1017075924,0.2030646636,0.05874619486,0.7189204512,2.1004
0.80,0.235,0.1021449733,0.2039348855,0.05899765975,0.7188878526,2.1001
0.80,0.236,0.1025823895,0.2048051384,0.05924913022,0.7188550967,2.0998
0.80,0.237,0.1030198411,0.2056754226,0.05950060629,0.7188221840,2.0995
0.80,0.238,0.1034573282,0.2065457382,0.05975208799,0.7187891131,2.0993
0.80,0.239,0.103894851,0.2074160852,0.06000357535,0.7187558847,2.0990
0.80,0.240,0.1043324096,0.2082864638,0.0602550684,0.7187224996,2.0987
0.80,0.241,0.1047700043,0.2091568741,0.06050656717,0.7186889549,2.0984
0.80,0.242,0.1052076351,0.2100273163,0.06075807169,0.7186552522,2.0981
0.80,0.243,0.1056453023,0.2108977905,0.061009582,0.7186213902,2.0978
0.80,0.244,0.1060830059,0.2117682969,0.06126109811,0.7185873697,2.0975
0.80,0.245,0.1065207461,0.2126388356,0.06151262007,0.7185531896,2.0972
0.80,0.246,0.1069585232,0.2135094066,0.06176414791,0.7185188518,2.0969
0.80,0.247,0.1073963372,0.2143800102,0.06201568165,0.7184843522,2.0966
0.80,0.248,0.1078341882,0.2152506465,0.06226722132,0.7184496938,2.0963
0.80,0.249,0.1082720766,0.2161213156,0.06251876697,0.7184148767,2.0959
0.80,0.250,0.1087100023,0.2169920176,0.0627703186,0.7183798958,2.0956
0.80,0.251,0.1091479656,0.2178627527,0.06302187627,0.7183447568,2.0953
0.80,0.252,0.1095859667,0.218733521,0.06327344,0.7183094578,2.0950
0.80,0.253,0.1100240056,0.2196043227,0.06352500982,0.7182739958,2.0947
0.80,0.254,0.1104620826,0.2204751578,0.06377658576,0.7182383740,2.0944
0.80,0.255,0.1109001977,0.2213460265,0.06402816786,0.7182025898,2.0941
0.80,0.256,0.1113383513,0.222216929,0.06427975614,0.7181666432,2.0938
0.80,0.257,0.1117765433,0.2230878654,0.06453135064,0.7181305350,2.0934
0.80,0.258,0.112214774,0.2239588358,0.06478295139,0.7180942658,2.0931
0.80,0.259,0.1126530435,0.2248298403,0.06503455842,0.7180578311,2.0928
0.80,0.260,0.113091352,0.2257008792,0.06528617176,0.7180212374,2.0925
0.80,0.261,0.1135296997,0.2265719524,0.06553779145,0.7179844793,2.0922
0.80,0.262,0.1139680866,0.2274430602,0.06578941751,0.7179475561,2.0918
0.80,0.263,0.114406513,0.2283142026,0.06604104999,0.7179104701,2.0915
0.80,0.264,0.114844979,0.2291853799,0.0662926889,0.7178732216,2.0912
0.80,0.265,0.1152834848,0.2300565922,0.06654433429,0.7178358087,2.0909
0.80,0.266,0.1157220305,0.2309278395,0.06679598619,0.7177982306,2.0905
0.80,0.267,0.1161606163,0.231799122,0.06704764463,0.7177604870,2.0902
0.80,0.268,0.1165992423,0.2326704399,0.06729930963,0.7177225825,2.0899
0.80,0.269,0.1170379088,0.2335417933,0.06755098125,0.7176845097,2.0895
0.80,0.270,0.1174766158,0.2344131823,0.0678026595,0.7176462733,2.0892
0.80,0.271,0.1179153635,0.2352846071,0.06805434442,0.7176078699,2.0888
0.80,0.272,0.1183541521,0.2361560677,0.06830603604,0.7175693019,2.0885
0.80,0.273,0.1187929817,0.2370275644,0.0685577344,0.7175305668,2.0882
0.80,0.274,0.1192318526,0.2378990973,0.06880943953,0.7174916647,2.0878
0.80,0.275,0.1196707647,0.2387706664,0.06906115146,0.7174525975,2.0875
0.80,0.276,0.1201097184,0.2396422719,0.06931287024,0.7174133624,2.0871
0.80,0.277,0.1205487138,0.2405139141,0.06956459588,0.7173739594,2.0868
0.80,0.278,0.120987751,0.2413855929,0.06981632842,0.7173343900,2.0865
0.80,0.279,0.1214268302,0.2422573085,0.0700680679,0.7172946540,2.0861
0.80,0.280,0.1218659515,0.2431290611,0.07031981436,0.7172547493,2.0858
0.80,0.281,0.1223051151,0.2440008508,0.07057156782,0.7172146747,2.0854
0.80,0.282,0.1227443212,0.2448726778,0.07082332832,0.7171744318,2.0851
0.80,0.283,0.12318357,0.2457445421,0.07107509589,0.7171340218,2.0847
0.80,0.284,0.1236228615,0.2466164439,0.07132687057,0.7170934454,2.0843
0.80,0.285,0.1240621959,0.2474883833,0.0715786524,0.7170526941,2.0840
0.80,0.286,0.1245015735,0.2483603606,0.0718304414,0.7170117732,2.0836
0.80,0.287,0.1249409943,0.2492323757,0.07208223761,0.7169706888,2.0833
0.80,0.288,0.1253804585,0.2501044288,0.07233404107,0.7169294282,2.0829
0.80,0.289,0.1258199664,0.2509765202,0.07258585181,0.7168879988,2.0826
0.80,0.290,0.1262595179,0.2518486498,0.07283766986,0.7168463995,2.0822
0.80,0.291,0.1266991134,0.2527208179,0.07308949526,0.7168046291,2.0818
0.80,0.292,0.1271387529,0.2535930246,0.07334132806,0.7167626861,2.0815
0.80,0.293,0.1275784367,0.2544652699,0.07359316827,0.7167205745,2.0811
0.80,0.294,0.1280181648,0.2553375541,0.07384501594,0.7166782873,2.0807
0.80,0.295,0.1284579375,0.2562098774,0.07409687109,0.7166358322,2.0804
0.80,0.296,0.1288977549,0.2570822397,0.07434873378,0.7165932020,2.0800
0.80,0.297,0.1293376171,0.2579546412,0.07460060403,0.7165503987,2.0796
0.80,0.298,0.1297775244,0.2588270822,0.07485248188,0.7165074250,2.0792
0.80,0.299,0.1302174769,0.2596995627,0.07510436736,0.7164642770,2.0789
0.80,0.300,0.1306574747,0.2605720828,0.07535626051,0.7164209549,2.0785
0.80,0.301,0.131097518,0.2614446427,0.07560816137,0.7163774576,2.0781
0.80,0.302,0.131537607,0.2623172425,0.07586006997,0.7163337877,2.0777
0.80,0.303,0.1319777418,0.2631898824,0.07611198635,0.7162899448,2.0773
0.80,0.304,0.1324179226,0.2640625625,0.07636391055,0.7162459249,2.0770
0.80,0.305,0.1328581496,0.264935283,0.07661584259,0.7162017295,2.0766
0.80,0.306,0.1332984229,0.2658080438,0.07686778253,0.7161573601,2.0762
0.80,0.307,0.1337387426,0.2666808453,0.07711973039,0.7161128159,2.0758
0.80,0.308,0.134179109,0.2675536876,0.07737168621,0.7160680952,2.0754
0.80,0.309,0.1346195222,0.2684265706,0.07762365003,0.7160231994,2.0750
0.80,0.310,0.1350599824,0.2692994947,0.07787562188,0.7159781269,2.0746
0.80,0.311,0.1355004896,0.27017246,0.07812760181,0.7159328770,2.0742
0.80,0.312,0.1359410442,0.2710454665,0.07837958985,0.7158874512,2.0738
0.80,0.313,0.1363816462,0.2719185144,0.07863158603,0.7158418446,2.0735
0.80,0.314,0.1368222958,0.2727916038,0.0788835904,0.7157960640,2.0731
0.80,0.315,0.1372629932,0.2736647349,0.07913560299,0.7157501053,2.0727
0.80,0.316,0.1377037386,0.2745379079,0.07938762385,0.7157039660,2.0723
0.80,0.317,0.138144532,0.2754111228,0.079639653,0.7156576526,2.0719
0.80,0.318,0.1385853737,0.2762843797,0.07989169048,0.7156111562,2.0715
0.80,0.319,0.1390262638,0.2771576789,0.08014373634,0.7155644817,2.0711
0.80,0.320,0.1394672025,0.2780310205,0.08039579062,0.7155176282,2.0706
0.80,0.321,0.1399081899,0.2789044045,0.08064785334,0.7154705951,2.0702
0.80,0.322,0.1403492263,0.2797778312,0.08089992455,0.7154233822,2.0698
0.80,0.323,0.1407903117,0.2806513006,0.08115200429,0.7153759871,2.0694
0.80,0.324,0.1412314464,0.2815248129,0.0814040926,0.7153284147,2.0690
0.80,0.325,0.1416726305,0.2823983683,0.08165618951,0.7152806604,2.0686
0.80,0.326,0.1421138641,0.2832719668,0.08190829507,0.7152327244,2.0682
0.80,0.327,0.1425551475,0.2841456086,0.08216040931,0.7151846058,2.0678
0.80,0.328,0.1429964808,0.2850192938,0.08241253227,0.7151363053,2.0674
0.80,0.329,0.1434378641,0.2858930226,0.08266466399,0.7150878245,2.0669
0.80,0.330,0.1438792976,0.2867667952,0.08291680451,0.7150391612,2.0665
0.80,0.331,0.1443207816,0.2876406115,0.08316895388,0.7149903107,2.0661
0.80,0.332,0.144762316,0.2885144719,0.08342111212,0.7149412805,2.0657
0.80,0.333,0.1452039012,0.2893883763,0.08367327928,0.7148920705,2.0653
0.80,0.334,0.1456455373,0.290262325,0.0839254554,0.7148426692,2.0648
0.80,0.335,0.1460872244,0.2911363181,0.08417764053,0.7147930892,2.0644
0.80,0.336,0.1465289627,0.2920103558,0.08442983469,0.7147433214,2.0640
0.80,0.337,0.1469707524,0.292884438,0.08468203793,0.7146933747,2.0635
0.80,0.338,0.1474125936,0.2937585651,0.08493425029,0.7146432362,2.0631
0.80,0.339,0.1478544866,0.2946327371,0.08518647182,0.7145929148,2.0627
0.80,0.340,0.1482964314,0.2955069541,0.08543870254,0.7145424106,2.0622
0.80,0.341,0.1487384282,0.2963812164,0.08569094251,0.7144917176,2.0618
0.80,0.342,0.1491804772,0.2972555239,0.08594319176,0.7144408371,2.0614
0.80,0.343,0.1496225786,0.298129877,0.08619545034,0.7143897730,2.0609
0.80,0.344,0.1500647325,0.2990042756,0.08644771828,0.7143385203,2.0605
0.80,0.345,0.1505069392,0.29987872,0.08669999563,0.7142870801,2.0601
0.80,0.346,0.1509491986,0.3007532103,0.08695228242,0.7142354525,2.0596
0.80,0.347,0.1513915111,0.3016277466,0.08720457871,0.7141836383,2.0592
0.80,0.348,0.1518338768,0.302502329,0.08745688452,0.7141316361,2.0587
0.80,0.349,0.1522762959,0.3033769578,0.08770919991,0.7140794439,2.0583
0.80,0.350,0.1527187684,0.3042516329,0.08796152492,0.7140270613,2.0578
0.80,0.351,0.1531612947,0.3051263546,0.08821385958,0.7139744945,2.0574
