s_max,n,exponent,coefficient,r_squared
0.03,21,2.006318712914537,8.665987603211441,0.9999991481986253
0.05,41,2.0134186184611518,8.919077837591328,0.9999925198988993
0.1,92,2.0471943960882872,10.103238589875938,0.9998090111599858
0.15,142,2.151295074565328,14.340778616713903,0.9957518481016004
0.3,294,1.74069524645609,4.280631787504478,0.9434754224097172
0.8,791,0.9773800500082368,0.6757897672763876,0.7566750280239609
