alpha,v,lam_max,lam1_re,lam1_im,lam2_re,lam2_im,lam3_re,lam3_im
0.069231,0.040439,0.949999,9.499986e-01,0.000000e+00,-4.684114e-01,0.000000e+00,-3.568040e-10,0.000000e+00
0.071282,0.041634,0.947024,9.470237e-01,0.000000e+00,-4.689218e-01,0.000000e+00,-3.553764e-10,0.000000e+00
0.073333,0.042829,0.943966,9.439657e-01,0.000000e+00,-4.694493e-01,0.000000e+00,-3.573020e-10,0.000000e+00
0.075385,0.044023,0.940825,9.408251e-01,0.000000e+00,-4.699941e-01,0.000000e+00,-3.589191e-10,0.000000e+00
0.077436,0.045218,0.937602,9.376023e-01,0.000000e+00,-4.705565e-01,0.000000e+00,-3.560357e-10,0.000000e+00
0.079487,0.046412,0.934297,9.342974e-01,0.000000e+00,-4.711366e-01,0.000000e+00,-3.591625e-10,0.000000e+00
0.081538,0.047605,0.930911,9.309111e-01,0.000000e+00,-4.717346e-01,0.000000e+00,-3.572969e-10,0.000000e+00
0.083590,0.048799,0.927444,9.274436e-01,0.000000e+00,-4.723509e-01,0.000000e+00,-3.567913e-10,0.000000e+00
0.085641,0.049992,0.923895,9.238954e-01,0.000000e+00,-4.729855e-01,0.000000e+00,-3.544073e-10,0.000000e+00
0.087692,0.051185,0.920267,9.202668e-01,0.000000e+00,-4.736389e-01,0.000000e+00,-3.534845e-10,0.000000e+00
0.089744,0.052377,0.916558,9.165584e-01,0.000000e+00,-4.743111e-01,0.000000e+00,-3.572887e-10,0.000000e+00
0.091795,0.053569,0.912771,9.127705e-01,0.000000e+00,-4.750026e-01,0.000000e+00,-3.595818e-10,0.000000e+00
0.093846,0.054761,0.908904,9.089037e-01,0.000000e+00,-4.757135e-01,0.000000e+00,-3.571416e-10,0.000000e+00
0.095897,0.055953,0.904958,9.049583e-01,0.000000e+00,-4.764441e-01,0.000000e+00,-3.572895e-10,0.000000e+00
0.097949,0.057144,0.900935,9.009349e-01,0.000000e+00,-4.771947e-01,0.000000e+00,-3.549266e-10,0.000000e+00
0.100000,0.058334,0.896834,8.968340e-01,0.000000e+00,-4.779657e-01,0.000000e+00,-3.558692e-10,0.000000e+00
0.107955,0.062948,0.880208,8.802077e-01,0.000000e+00,-4.811531e-01,0.000000e+00,-3.597797e-10,0.000000e+00
0.115909,0.067556,0.862455,8.624554e-01,0.000000e+00,-4.846697e-01,0.000000e+00,-3.534892e-10,0.000000e+00
0.123864,0.072158,0.843613,8.436126e-01,0.000000e+00,-4.885366e-01,0.000000e+00,-3.525915e-10,0.000000e+00
0.131818,0.076753,0.823718,8.237184e-01,0.000000e+00,-4.927773e-01,0.000000e+00,-3.543789e-10,0.000000e+00
0.139773,0.081341,0.802816,8.028155e-01,0.000000e+00,-4.974178e-01,0.000000e+00,-3.621749e-10,0.000000e+00
0.147727,0.085921,0.780951,7.809512e-01,0.000000e+00,-5.024870e-01,0.000000e+00,-3.570579e-10,0.000000e+00
0.155682,0.090494,0.758177,7.581768e-01,0.000000e+00,-5.080165e-01,0.000000e+00,-3.580368e-10,0.000000e+00
0.163636,0.095058,0.734548,7.345484e-01,0.000000e+00,-5.140411e-01,0.000000e+00,-3.596795e-10,0.000000e+00
0.171591,0.099614,0.710127,7.101271e-01,0.000000e+00,-5.205987e-01,0.000000e+00,-3.531014e-10,0.000000e+00
0.179545,0.104161,0.684979,6.849791e-01,0.000000e+00,-5.277310e-01,0.000000e+00,-3.585571e-10,0.000000e+00
0.187500,0.108699,0.659176,6.591760e-01,0.000000e+00,-5.354828e-01,0.000000e+00,-3.544252e-10,0.000000e+00
0.195455,0.113228,0.632795,6.327947e-01,0.000000e+00,-5.439030e-01,0.000000e+00,-3.625166e-10,0.000000e+00
0.203409,0.117747,0.605918,6.059182e-01,0.000000e+00,-5.530436e-01,0.000000e+00,-3.595034e-10,0.000000e+00
0.211364,0.122256,0.578635,5.786347e-01,0.000000e+00,-5.629606e-01,0.000000e+00,-3.537578e-10,0.000000e+00
0.219318,0.126755,0.573713,-5.737129e-01,0.000000e+00,5.510382e-01,0.000000e+00,-3.556909e-10,0.000000e+00
0.227273,0.131243,0.585363,-5.853625e-01,0.000000e+00,5.232278e-01,0.000000e+00,-3.475182e-10,0.000000e+00
0.235227,0.135721,0.597974,-5.979737e-01,0.000000e+00,4.953073e-01,0.000000e+00,-3.653694e-10,0.000000e+00
0.243182,0.140188,0.611612,-6.116121e-01,0.000000e+00,4.673848e-01,0.000000e+00,-3.523947e-10,0.000000e+00
0.251136,0.144644,0.626344,-6.263437e-01,0.000000e+00,4.395711e-01,0.000000e+00,-3.568833e-10,0.000000e+00
0.259091,0.149088,0.642233,-6.422334e-01,0.000000e+00,4.119791e-01,0.000000e+00,-3.570997e-10,0.000000e+00
0.267045,0.153522,0.659343,-6.593432e-01,0.000000e+00,3.847219e-01,0.000000e+00,-3.399540e-10,0.000000e+00
0.275000,0.157944,0.677731,-6.777306e-01,0.000000e+00,3.579110e-01,0.000000e+00,-3.472836e-10,0.000000e+00
0.282955,0.162354,0.697446,-6.974461e-01,0.000000e+00,3.316543e-01,0.000000e+00,-3.508513e-10,0.000000e+00
0.290909,0.166753,0.718531,-7.185308e-01,0.000000e+00,3.060541e-01,0.000000e+00,-3.478778e-10,0.000000e+00
0.298864,0.171141,0.741014,-7.410143e-01,0.000000e+00,2.812046e-01,0.000000e+00,-3.368473e-10,0.000000e+00
0.306818,0.175516,0.764912,-7.649123e-01,0.000000e+00,2.571903e-01,0.000000e+00,-3.255397e-10,0.000000e+00
0.314773,0.179880,0.790225,-7.902245e-01,0.000000e+00,2.340837e-01,0.000000e+00,-3.281521e-10,0.000000e+00
0.322727,0.184232,0.816933,-8.169333e-01,0.000000e+00,2.119439e-01,0.000000e+00,-3.331868e-10,0.000000e+00
0.330682,0.188573,0.845002,-8.450020e-01,0.000000e+00,1.908159e-01,0.000000e+00,-3.347178e-10,0.000000e+00
0.338636,0.192902,0.874375,-8.743749e-01,0.000000e+00,1.707302e-01,0.000000e+00,-3.117552e-10,0.000000e+00
0.346591,0.197219,0.904977,-9.049768e-01,0.000000e+00,1.517027e-01,0.000000e+00,-2.985288e-10,0.000000e+00
0.354545,0.201525,0.936714,-9.367135e-01,0.000000e+00,1.337355e-01,0.000000e+00,-3.221901e-10,0.000000e+00
0.362500,0.205820,0.969473,-9.694732e-01,0.000000e+00,1.168184e-01,0.000000e+00,-2.777504e-10,0.000000e+00
0.370455,0.210104,1.003127,-1.003127e+00,0.000000e+00,1.009300e-01,0.000000e+00,-2.700352e-10,0.000000e+00
0.378409,0.214377,1.037531,-1.037531e+00,0.000000e+00,8.603942e-02,0.000000e+00,-2.874568e-10,0.000000e+00
0.386364,0.218639,1.072528,-1.072528e+00,0.000000e+00,7.210857e-02,0.000000e+00,-2.717225e-10,0.000000e+00
0.394318,0.222891,1.107948,-1.107948e+00,0.000000e+00,5.909339e-02,0.000000e+00,-2.546409e-10,0.000000e+00
0.402273,0.227133,1.143610,-1.143610e+00,0.000000e+00,4.694571e-02,0.000000e+00,-2.732908e-10,0.000000e+00
0.410227,0.231365,1.179325,-1.179325e+00,0.000000e+00,3.561472e-02,0.000000e+00,-2.079883e-10,0.000000e+00
0.418182,0.235588,1.214894,-1.214894e+00,0.000000e+00,2.504817e-02,0.000000e+00,-1.991490e-10,0.000000e+00
0.426136,0.239801,1.250110,-1.250110e+00,0.000000e+00,1.519339e-02,0.000000e+00,-1.960971e-10,0.000000e+00
0.434091,0.244006,1.284760,-1.284760e+00,0.000000e+00,5.998111e-03,0.000000e+00,-5.446030e-11,0.000000e+00
0.442045,0.248202,1.318621,-1.318621e+00,0.000000e+00,-2.589000e-03,0.000000e+00,-9.834997e-10,0.000000e+00
0.450000,0.252391,1.351467,-1.351467e+00,0.000000e+00,-1.061791e-02,0.000000e+00,-1.733670e-10,0.000000e+00
