alpha,v,lam_max,lam1_re,lam1_im,lam2_re,lam2_im,lam3_re,lam3_im
0.071282,0.041835,0.959646,9.596460e-01,0.000000e+00,-9.088810e-01,0.000000e+00,-5.799306e-11,0.000000e+00
0.073333,0.043036,0.957321,9.573208e-01,0.000000e+00,-9.097575e-01,0.000000e+00,-5.890166e-11,0.000000e+00
0.075385,0.044236,0.954933,9.549331e-01,0.000000e+00,-9.106608e-01,0.000000e+00,-5.697952e-11,0.000000e+00
0.077436,0.045436,0.952483,9.524834e-01,0.000000e+00,-9.115910e-01,0.000000e+00,-5.918486e-11,0.000000e+00
0.079487,0.046636,0.949972,9.499719e-01,0.000000e+00,-9.125482e-01,0.000000e+00,-5.759872e-11,0.000000e+00
0.081538,0.047835,0.947399,9.473989e-01,0.000000e+00,-9.135326e-01,0.000000e+00,-5.883774e-11,0.000000e+00
0.083590,0.049034,0.944765,9.447648e-01,0.000000e+00,-9.145444e-01,0.000000e+00,-6.411985e-11,0.000000e+00
0.085641,0.050233,0.942070,9.420698e-01,0.000000e+00,-9.155837e-01,0.000000e+00,-6.176687e-11,0.000000e+00
0.087692,0.051431,0.939314,9.393144e-01,0.000000e+00,-9.166508e-01,0.000000e+00,-6.022423e-11,0.000000e+00
0.089744,0.052629,0.936499,9.364989e-01,0.000000e+00,-9.177457e-01,0.000000e+00,-6.220661e-11,0.000000e+00
0.091795,0.053827,0.933624,9.336237e-01,0.000000e+00,-9.188688e-01,0.000000e+00,-6.379482e-11,0.000000e+00
0.093846,0.055024,0.930689,9.306891e-01,0.000000e+00,-9.200201e-01,0.000000e+00,-6.027357e-11,0.000000e+00
0.095897,0.056221,0.927695,9.276955e-01,0.000000e+00,-9.212000e-01,0.000000e+00,-6.533808e-11,0.000000e+00
0.097949,0.057417,0.924643,9.246433e-01,0.000000e+00,-9.224085e-01,0.000000e+00,-6.178058e-11,0.000000e+00
0.100000,0.058614,0.923646,-9.236459e-01,0.000000e+00,9.215329e-01,0.000000e+00,-6.468093e-11,0.000000e+00
0.107955,0.063248,0.928722,-9.287216e-01,0.000000e+00,9.089289e-01,0.000000e+00,-6.782774e-11,0.000000e+00
0.115909,0.067877,0.934248,-9.342479e-01,0.000000e+00,8.954813e-01,0.000000e+00,-6.810081e-11,0.000000e+00
0.123864,0.072499,0.940239,-9.402385e-01,0.000000e+00,8.812178e-01,0.000000e+00,-6.857037e-11,0.000000e+00
0.131818,0.077114,0.946708,-9.467083e-01,0.000000e+00,8.661676e-01,0.000000e+00,-6.881271e-11,0.000000e+00
0.139773,0.081721,0.953673,-9.536730e-01,0.000000e+00,8.503626e-01,0.000000e+00,-7.566540e-11,0.000000e+00
0.147727,0.086321,0.961149,-9.611492e-01,0.000000e+00,8.338364e-01,0.000000e+00,-7.647048e-11,0.000000e+00
0.155682,0.090912,0.969154,-9.691543e-01,0.000000e+00,8.166250e-01,0.000000e+00,-7.691855e-11,0.000000e+00
0.163636,0.095495,0.977707,-9.777066e-01,0.000000e+00,7.987666e-01,0.000000e+00,-7.370103e-11,0.000000e+00
0.171591,0.100069,0.986825,-9.868250e-01,0.000000e+00,7.803014e-01,0.000000e+00,-8.044343e-11,0.000000e+00
0.179545,0.104633,0.996529,-9.965289e-01,0.000000e+00,7.612716e-01,0.000000e+00,-8.394224e-11,0.000000e+00
0.187500,0.109188,1.006838,-1.006838e+00,0.000000e+00,7.417214e-01,0.000000e+00,-8.788861e-11,0.000000e+00
0.195455,0.113733,1.017773,-1.017773e+00,0.000000e+00,7.216972e-01,0.000000e+00,-9.255082e-11,0.000000e+00
0.203409,0.118267,1.029354,-1.029354e+00,0.000000e+00,7.012468e-01,0.000000e+00,-8.902985e-11,0.000000e+00
0.211364,0.122791,1.041601,-1.041601e+00,0.000000e+00,6.804200e-01,0.000000e+00,-9.992023e-11,0.000000e+00
0.219318,0.127304,1.054533,-1.054533e+00,0.000000e+00,6.592678e-01,0.000000e+00,-9.219589e-11,0.000000e+00
0.227273,0.131805,1.068171,-1.068171e+00,0.000000e+00,6.378427e-01,0.000000e+00,-1.058595e-10,0.000000e+00
0.235227,0.136295,1.082531,-1.082531e+00,0.000000e+00,6.161982e-01,0.000000e+00,-1.068972e-10,0.000000e+00
0.243182,0.140774,1.097630,-1.097630e+00,0.000000e+00,5.943885e-01,0.000000e+00,-1.044938e-10,0.000000e+00
0.251136,0.145241,1.113484,-1.113484e+00,0.000000e+00,5.724683e-01,0.000000e+00,-1.066817e-10,0.000000e+00
0.259091,0.149695,1.130106,-1.130106e+00,0.000000e+00,5.504926e-01,0.000000e+00,-1.087925e-10,0.000000e+00
0.267045,0.154138,1.147504,-1.147504e+00,0.000000e+00,5.285161e-01,0.000000e+00,-1.113599e-10,0.000000e+00
0.275000,0.158567,1.165685,-1.165685e+00,0.000000e+00,5.065927e-01,0.000000e+00,-1.070174e-10,0.000000e+00
0.282955,0.162985,1.184654,-1.184654e+00,0.000000e+00,4.847758e-01,0.000000e+00,-1.110359e-10,0.000000e+00
0.290909,0.167389,1.204408,-1.204408e+00,0.000000e+00,4.631169e-01,0.000000e+00,-1.049263e-10,0.000000e+00
0.298864,0.171781,1.224942,-1.224942e+00,0.000000e+00,4.416661e-01,0.000000e+00,-1.103082e-10,0.000000e+00
0.306818,0.176160,1.246243,-1.246243e+00,0.000000e+00,4.204711e-01,0.000000e+00,-1.015669e-10,0.000000e+00
0.314773,0.180526,1.268296,-1.268296e+00,0.000000e+00,3.995770e-01,0.000000e+00,-1.232306e-10,0.000000e+00
0.322727,0.184879,1.291075,-1.291075e+00,0.000000e+00,3.790261e-01,0.000000e+00,-1.206629e-10,0.000000e+00
0.330682,0.189219,1.314551,-1.314551e+00,0.000000e+00,3.588575e-01,0.000000e+00,-1.245606e-10,0.000000e+00
0.338636,0.193546,1.338684,-1.338684e+00,0.000000e+00,3.391065e-01,0.000000e+00,-1.096271e-10,0.000000e+00
0.346591,0.197861,1.363431,-1.363431e+00,0.000000e+00,3.198050e-01,0.000000e+00,-1.231489e-10,0.000000e+00
0.354545,0.202162,1.388735,-1.388735e+00,0.000000e+00,3.009808e-01,0.000000e+00,-1.170235e-10,0.000000e+00
0.362500,0.206451,1.414537,-1.414537e+00,0.000000e+00,2.826577e-01,0.000000e+00,-9.475636e-11,0.000000e+00
0.370455,0.210727,1.440763,-1.440763e+00,0.000000e+00,2.648555e-01,0.000000e+00,-1.041905e-10,0.000000e+00
0.378409,0.214990,1.467335,-1.467335e+00,0.000000e+00,2.475901e-01,0.000000e+00,-9.500694e-11,0.000000e+00
0.386364,0.219241,1.494163,-1.494163e+00,0.000000e+00,2.308731e-01,0.000000e+00,-1.146315e-10,0.000000e+00
0.394318,0.223481,1.521150,-1.521150e+00,0.000000e+00,2.147127e-01,0.000000e+00,-1.047971e-10,0.000000e+00
0.402273,0.227708,1.548188,-1.548188e+00,0.000000e+00,1.991130e-01,0.000000e+00,-9.730728e-11,0.000000e+00
0.410227,0.231924,1.575160,-1.575160e+00,0.000000e+00,1.840750e-01,0.000000e+00,-9.934629e-11,0.000000e+00
0.418182,0.236128,1.601942,-1.601942e+00,0.000000e+00,1.695964e-01,0.000000e+00,-9.749133e-11,0.000000e+00
0.426136,0.240322,1.628397,-1.628397e+00,0.000000e+00,1.556717e-01,0.000000e+00,-7.844370e-11,0.000000e+00
0.434091,0.244505,1.654382,-1.654382e+00,0.000000e+00,1.422928e-01,0.000000e+00,-6.592968e-11,0.000000e+00
0.442045,0.248678,1.679742,-1.679742e+00,0.000000e+00,1.294493e-01,0.000000e+00,-7.405571e-11,0.000000e+00
0.450000,0.252841,1.704314,-1.704314e+00,0.000000e+00,1.171283e-01,0.000000e+00,-7.991798e-11,0.000000e+00
