alpha,v,lam_max,lam1_re,lam1_im,lam2_re,lam2_im,lam3_re,lam3_im
0.054872,0.032615,1.896322,-1.896322e+00,0.000000e+00,9.846091e-01,0.000000e+00,3.672147e-10,0.000000e+00
0.056923,0.033832,1.897147,-1.897147e+00,0.000000e+00,9.834446e-01,0.000000e+00,3.679275e-10,0.000000e+00
0.058974,0.035049,1.898003,-1.898003e+00,0.000000e+00,9.822386e-01,0.000000e+00,3.629479e-10,0.000000e+00
0.061026,0.036265,1.898890,-1.898890e+00,0.000000e+00,9.809911e-01,0.000000e+00,3.664629e-10,0.000000e+00
0.063077,0.037482,1.899806,-1.899806e+00,0.000000e+00,9.797023e-01,0.000000e+00,3.614520e-10,0.000000e+00
0.065128,0.038698,1.900754,-1.900754e+00,0.000000e+00,9.783723e-01,0.000000e+00,3.660818e-10,0.000000e+00
0.067179,0.039913,1.901731,-1.901731e+00,0.000000e+00,9.770013e-01,0.000000e+00,3.629108e-10,0.000000e+00
0.069231,0.041129,1.902740,-1.902740e+00,0.000000e+00,9.755893e-01,0.000000e+00,3.597774e-10,0.000000e+00
0.071282,0.042344,1.903779,-1.903779e+00,0.000000e+00,9.741366e-01,0.000000e+00,3.591826e-10,0.000000e+00
0.073333,0.043559,1.904848,-1.904848e+00,0.000000e+00,9.726432e-01,0.000000e+00,3.585447e-10,0.000000e+00
0.075385,0.044774,1.905948,-1.905948e+00,0.000000e+00,9.711094e-01,0.000000e+00,3.590339e-10,0.000000e+00
0.077436,0.045988,1.907078,-1.907078e+00,0.000000e+00,9.695353e-01,0.000000e+00,3.564148e-10,0.000000e+00
0.079487,0.047202,1.908239,-1.908239e+00,0.000000e+00,9.679211e-01,0.000000e+00,3.544583e-10,0.000000e+00
0.081538,0.048415,1.909431,-1.909431e+00,0.000000e+00,9.662668e-01,0.000000e+00,3.557236e-10,0.000000e+00
0.083590,0.049629,1.910654,-1.910654e+00,0.000000e+00,9.645728e-01,0.000000e+00,3.562105e-10,0.000000e+00
0.085641,0.050841,1.911906,-1.911906e+00,0.000000e+00,9.628392e-01,0.000000e+00,3.557952e-10,0.000000e+00
0.087692,0.052054,1.913190,-1.913190e+00,0.000000e+00,9.610661e-01,0.000000e+00,3.512864e-10,0.000000e+00
0.089744,0.053266,1.914504,-1.914504e+00,0.000000e+00,9.592537e-01,0.000000e+00,3.523766e-10,0.000000e+00
0.091795,0.054478,1.915849,-1.915849e+00,0.000000e+00,9.574023e-01,0.000000e+00,3.534945e-10,0.000000e+00
0.093846,0.055689,1.917225,-1.917225e+00,0.000000e+00,9.555120e-01,0.000000e+00,3.467719e-10,0.000000e+00
0.095897,0.056900,1.918632,-1.918632e+00,0.000000e+00,9.535830e-01,0.000000e+00,3.493546e-10,0.000000e+00
0.097949,0.058111,1.920069,-1.920069e+00,0.000000e+00,9.516155e-01,0.000000e+00,3.462047e-10,0.000000e+00
0.100000,0.059321,1.921537,-1.921537e+00,0.000000e+00,9.496098e-01,0.000000e+00,3.477387e-10,0.000000e+00
0.107955,0.064010,1.927520,-1.927520e+00,0.000000e+00,9.414736e-01,0.000000e+00,3.420784e-10,0.000000e+00
0.115909,0.068692,1.933967,-1.933967e+00,0.000000e+00,9.327777e-01,0.000000e+00,3.391605e-10,0.000000e+00
0.123864,0.073367,1.940878,-1.940878e+00,0.000000e+00,9.235357e-01,0.000000e+00,3.309463e-10,0.000000e+00
0.131818,0.078034,1.948253,-1.948253e+00,0.000000e+00,9.137620e-01,0.000000e+00,3.284798e-10,0.000000e+00
0.139773,0.082693,1.956094,-1.956094e+00,0.000000e+00,9.034719e-01,0.000000e+00,3.188278e-10,0.000000e+00
0.147727,0.087344,1.964399,-1.964399e+00,0.000000e+00,8.926816e-01,0.000000e+00,3.120647e-10,0.000000e+00
0.155682,0.091985,1.973169,-1.973169e+00,0.000000e+00,8.814079e-01,0.000000e+00,3.124145e-10,0.000000e+00
0.163636,0.096617,1.982402,-1.982402e+00,0.000000e+00,8.696686e-01,0.000000e+00,2.946046e-10,0.000000e+00
0.171591,0.101239,1.992098,-1.992098e+00,0.000000e+00,8.574821e-01,0.000000e+00,2.862991e-10,0.000000e+00
0.179545,0.105850,2.002255,-2.002255e+00,0.000000e+00,8.448673e-01,0.000000e+00,2.780381e-10,0.000000e+00
0.187500,0.110451,2.012870,-2.012870e+00,0.000000e+00,8.318442e-01,0.000000e+00,2.834753e-10,0.000000e+00
0.195455,0.115041,2.023940,-2.023940e+00,0.000000e+00,8.184330e-01,0.000000e+00,2.645086e-10,0.000000e+00
0.203409,0.119619,2.035463,-2.035463e+00,0.000000e+00,8.046546e-01,0.000000e+00,2.565013e-10,0.000000e+00
0.211364,0.124185,2.047432,-2.047432e+00,0.000000e+00,7.905303e-01,0.000000e+00,2.604137e-10,0.000000e+00
0.219318,0.128739,2.059842,-2.059842e+00,0.000000e+00,7.760822e-01,0.000000e+00,2.332761e-10,0.000000e+00
0.227273,0.133281,2.072687,-2.072687e+00,0.000000e+00,7.613324e-01,0.000000e+00,2.402162e-10,0.000000e+00
0.235227,0.137809,2.085959,-2.085959e+00,0.000000e+00,7.463035e-01,0.000000e+00,2.260783e-10,0.000000e+00
0.243182,0.142324,2.099648,-2.099648e+00,0.000000e+00,7.310185e-01,0.000000e+00,2.144048e-10,0.000000e+00
0.251136,0.146826,2.113740,-2.113740e+00,0.000000e+00,7.155017e-01,0.000000e+00,2.063950e-10,0.000000e+00
0.259091,0.151313,2.128235,-2.128235e+00,0.000000e+00,6.997727e-01,0.000000e+00,2.064824e-10,0.000000e+00
0.267045,0.155787,2.143107,-2.143107e+00,0.000000e+00,6.838585e-01,0.000000e+00,1.972406e-10,0.000000e+00
0.275000,0.160246,2.158343,-2.158343e+00,0.000000e+00,6.677814e-01,0.000000e+00,1.818783e-10,0.000000e+00
0.282955,0.164690,2.173928,-2.173928e+00,0.000000e+00,6.515646e-01,0.000000e+00,1.777915e-10,0.000000e+00
0.290909,0.169119,2.189841,-2.189841e+00,0.000000e+00,6.352315e-01,0.000000e+00,1.682350e-10,0.000000e+00
0.298864,0.173533,2.206060,-2.206060e+00,0.000000e+00,6.188050e-01,0.000000e+00,1.599113e-10,0.000000e+00
0.306818,0.177932,2.222561,-2.222561e+00,0.000000e+00,6.023081e-01,0.000000e+00,1.499109e-10,0.000000e+00
0.314773,0.182316,2.239317,-2.239317e+00,0.000000e+00,5.857633e-01,0.000000e+00,1.373892e-10,0.000000e+00
0.322727,0.186683,2.256300,-2.256300e+00,0.000000e+00,5.691926e-01,0.000000e+00,1.341380e-10,0.000000e+00
0.330682,0.191035,2.273476,-2.273476e+00,0.000000e+00,5.526178e-01,0.000000e+00,1.138816e-10,0.000000e+00
0.338636,0.195372,2.290811,-2.290811e+00,0.000000e+00,5.360601e-01,0.000000e+00,1.161559e-10,0.000000e+00
0.346591,0.199692,2.308267,-2.308267e+00,0.000000e+00,5.195400e-01,0.000000e+00,9.456092e-11,0.000000e+00
0.354545,0.203996,2.325801,-2.325801e+00,0.000000e+00,5.030775e-01,0.000000e+00,9.315633e-11,0.000000e+00
0.362500,0.208284,2.343369,-2.343369e+00,0.000000e+00,4.866920e-01,0.000000e+00,1.011670e-10,0.000000e+00
0.370455,0.212556,2.360921,-2.360921e+00,0.000000e+00,4.704021e-01,0.000000e+00,7.186009e-11,0.000000e+00
0.378409,0.216812,2.378407,-2.378407e+00,0.000000e+00,4.542255e-01,0.000000e+00,6.408577e-11,0.000000e+00
0.386364,0.221052,2.395768,-2.395768e+00,0.000000e+00,4.381793e-01,0.000000e+00,5.017158e-11,0.000000e+00
0.394318,0.225276,2.412944,-2.412944e+00,0.000000e+00,4.222796e-01,0.000000e+00,4.753242e-11,0.000000e+00
0.402273,0.229484,2.429870,-2.429870e+00,0.000000e+00,4.065418e-01,0.000000e+00,3.974442e-11,0.000000e+00
0.410227,0.233676,2.446477,-2.446477e+00,0.000000e+00,3.909802e-01,0.000000e+00,4.082205e-11,0.000000e+00
0.418182,0.237854,2.462691,-2.462691e+00,0.000000e+00,3.756083e-01,0.000000e+00,2.937790e-11,0.000000e+00
0.426136,0.242015,2.478431,-2.478431e+00,0.000000e+00,3.604386e-01,0.000000e+00,3.534137e-11,0.000000e+00
0.434091,0.246162,2.493615,-2.493615e+00,0.000000e+00,3.454827e-01,0.000000e+00,4.750188e-11,0.000000e+00
0.442045,0.250294,2.508151,-2.508151e+00,0.000000e+00,3.307511e-01,0.000000e+00,1.229267e-11,0.000000e+00
0.450000,0.254412,2.521946,-2.521946e+00,0.000000e+00,3.162535e-01,0.000000e+00,-5.928665e-12,0.000000e+00
