alpha,v,lam_max,lam1_re,lam1_im,lam2_re,lam2_im,lam3_re,lam3_im
0.056923,0.033098,0.948957,9.489566e-01,0.000000e+00,1.598769e-02,0.000000e+00,9.857600e-09,0.000000e+00
0.058974,0.034289,0.945197,9.451966e-01,0.000000e+00,1.645994e-02,0.000000e+00,9.599370e-09,0.000000e+00
0.061026,0.035480,0.941301,9.413011e-01,0.000000e+00,1.695248e-02,0.000000e+00,9.274571e-09,0.000000e+00
0.063077,0.036670,0.937270,9.372698e-01,0.000000e+00,1.746573e-02,0.000000e+00,9.060483e-09,0.000000e+00
0.065128,0.037860,0.933103,9.331025e-01,0.000000e+00,1.800015e-02,0.000000e+00,8.800571e-09,0.000000e+00
0.067179,0.039050,0.928799,9.287988e-01,0.000000e+00,1.855621e-02,0.000000e+00,8.500774e-09,0.000000e+00
0.069231,0.040240,0.924358,9.243582e-01,0.000000e+00,1.913441e-02,0.000000e+00,8.276525e-09,0.000000e+00
0.071282,0.041429,0.919781,9.197805e-01,0.000000e+00,1.973529e-02,0.000000e+00,8.023018e-09,0.000000e+00
0.073333,0.042618,0.915065,9.150653e-01,0.000000e+00,2.035942e-02,0.000000e+00,7.835349e-09,0.000000e+00
0.075385,0.043807,0.910212,9.102120e-01,0.000000e+00,2.100738e-02,0.000000e+00,7.574148e-09,0.000000e+00
0.077436,0.044996,0.905220,9.052202e-01,0.000000e+00,2.167982e-02,0.000000e+00,7.356916e-09,0.000000e+00
0.079487,0.046184,0.900089,9.000894e-01,0.000000e+00,2.237739e-02,0.000000e+00,7.120829e-09,0.000000e+00
0.081538,0.047372,0.894819,8.948192e-01,0.000000e+00,2.310082e-02,0.000000e+00,6.970159e-09,0.000000e+00
0.083590,0.048560,0.889409,8.894088e-01,0.000000e+00,2.385084e-02,0.000000e+00,6.706269e-09,0.000000e+00
0.085641,0.049748,0.883858,8.838578e-01,0.000000e+00,2.462825e-02,0.000000e+00,6.538222e-09,0.000000e+00
0.087692,0.050935,0.878165,8.781653e-01,0.000000e+00,2.543389e-02,0.000000e+00,6.339870e-09,0.000000e+00
0.089744,0.052122,0.872331,8.723309e-01,0.000000e+00,2.626866e-02,0.000000e+00,6.142624e-09,0.000000e+00
0.091795,0.053308,0.866354,8.663536e-01,0.000000e+00,2.713351e-02,0.000000e+00,5.985570e-09,0.000000e+00
0.093846,0.054495,0.860233,8.602328e-01,0.000000e+00,2.802944e-02,0.000000e+00,5.790787e-09,0.000000e+00
0.095897,0.055680,0.853967,8.539675e-01,0.000000e+00,2.895752e-02,0.000000e+00,5.645947e-09,0.000000e+00
0.097949,0.056866,0.847557,8.475568e-01,0.000000e+00,2.991890e-02,0.000000e+00,5.435414e-09,0.000000e+00
0.100000,0.058051,0.841000,8.409998e-01,0.000000e+00,3.091479e-02,0.000000e+00,5.306233e-09,0.000000e+00
0.107955,0.062644,0.814168,8.141675e-01,0.000000e+00,3.512820e-02,0.000000e+00,4.687715e-09,0.000000e+00
0.115909,0.067232,0.785042,7.850418e-01,0.000000e+00,3.997087e-02,0.000000e+00,4.140674e-09,0.000000e+00
0.123864,0.071813,0.753521,7.535212e-01,0.000000e+00,4.555989e-02,0.000000e+00,3.744181e-09,0.000000e+00
0.131818,0.076389,0.719466,7.194660e-01,0.000000e+00,5.205238e-02,0.000000e+00,3.312954e-09,0.000000e+00
0.139773,0.080957,0.682678,6.826778e-01,0.000000e+00,5.966537e-02,0.000000e+00,2.943100e-09,0.000000e+00
0.147727,0.085519,0.642866,6.428655e-01,0.000000e+00,6.871064e-02,0.000000e+00,2.646504e-09,0.000000e+00
0.155682,0.090073,0.599580,5.995796e-01,0.000000e+00,7.965994e-02,0.000000e+00,2.359624e-09,0.000000e+00
0.163636,0.094620,0.552076,5.520763e-01,0.000000e+00,9.328129e-02,0.000000e+00,2.134946e-09,0.000000e+00
0.171591,0.099159,0.498985,4.989852e-01,0.000000e+00,1.109712e-01,0.000000e+00,1.860014e-09,0.000000e+00
0.179545,0.103690,0.437267,4.372674e-01,0.000000e+00,1.357970e-01,0.000000e+00,1.677176e-09,0.000000e+00
0.187500,0.108212,0.356620,3.566198e-01,0.000000e+00,1.780921e-01,0.000000e+00,1.512039e-09,0.000000e+00
0.195455,0.112726,0.260308,2.474659e-01,8.075343e-02,2.474659e-01,-8.075343e-02,1.341815e-09,0.000000e+00
0.203409,0.117231,0.268552,2.268798e-01,1.436859e-01,2.268798e-01,-1.436859e-01,1.194053e-09,0.000000e+00
0.211364,0.121727,0.276735,2.056166e-01,1.852134e-01,2.056166e-01,-1.852134e-01,1.081871e-09,0.000000e+00
0.219318,0.126213,0.284849,1.836966e-01,2.177026e-01,1.836966e-01,-2.177026e-01,9.286852e-10,0.000000e+00
0.227273,0.130690,0.292885,1.611417e-01,2.445715e-01,1.611417e-01,-2.445715e-01,8.129425e-10,0.000000e+00
0.235227,0.135157,0.300837,1.379752e-01,2.673306e-01,1.379752e-01,-2.673306e-01,6.962266e-10,0.000000e+00
0.243182,0.139614,0.308696,1.142223e-01,2.867864e-01,1.142223e-01,-2.867864e-01,6.315325e-10,0.000000e+00
0.251136,0.144061,0.316456,8.990953e-02,3.034146e-01,8.990953e-02,-3.034146e-01,5.672910e-10,0.000000e+00
0.259091,0.148499,0.324109,6.506551e-02,3.175109e-01,6.506551e-02,-3.175109e-01,4.843583e-10,0.000000e+00
0.267045,0.152926,0.331650,3.972066e-02,3.292630e-01,3.972066e-02,-3.292630e-01,3.923379e-10,0.000000e+00
0.275000,0.157342,0.339073,1.390741e-02,3.387873e-01,1.390741e-02,-3.387873e-01,3.469898e-10,0.000000e+00
0.282955,0.161749,0.346371,-1.233972e-02,3.461506e-01,-1.233972e-02,-3.461506e-01,3.115296e-10,0.000000e+00
0.290909,0.166145,0.353538,-3.898401e-02,3.513823e-01,-3.898401e-02,-3.513823e-01,1.953487e-10,0.000000e+00
0.298864,0.170530,0.360570,-6.598642e-02,3.544807e-01,-6.598642e-02,-3.544807e-01,1.839424e-10,0.000000e+00
0.306818,0.174906,0.367461,-9.330548e-02,3.554175e-01,-9.330548e-02,-3.554175e-01,1.371442e-10,0.000000e+00
0.314773,0.179271,0.374205,-1.208972e-01,3.541378e-01,-1.208972e-01,-3.541378e-01,9.099894e-11,0.000000e+00
0.322727,0.183626,0.380799,-1.487150e-01,3.505586e-01,-1.487150e-01,-3.505586e-01,8.424749e-11,0.000000e+00
0.330682,0.187970,0.387235,-1.767095e-01,3.445649e-01,-1.767095e-01,-3.445649e-01,2.364701e-12,0.000000e+00
0.338636,0.192305,0.393511,-2.048284e-01,3.360005e-01,-2.048284e-01,-3.360005e-01,-2.973461e-12,0.000000e+00
0.346591,0.196629,0.399621,-2.330165e-01,3.246542e-01,-2.330165e-01,-3.246542e-01,2.740315e-11,0.000000e+00
0.354545,0.200944,0.405561,-2.612153e-01,3.102357e-01,-2.612153e-01,-3.102357e-01,-5.244720e-11,0.000000e+00
0.362500,0.205249,0.411326,-2.893632e-01,2.923318e-01,-2.893632e-01,-2.923318e-01,-7.237166e-11,0.000000e+00
0.370455,0.209545,0.416912,-3.173951e-01,2.703253e-01,-3.173951e-01,-2.703253e-01,-5.073747e-11,0.000000e+00
0.378409,0.213832,0.422314,-3.452427e-01,2.432220e-01,-3.452427e-01,-2.432220e-01,-9.022721e-11,0.000000e+00
0.386364,0.218110,0.427530,-3.728336e-01,2.092287e-01,-3.728336e-01,-2.092287e-01,-9.650668e-11,0.000000e+00
0.394318,0.222379,0.432553,-4.000921e-01,1.644041e-01,-4.000921e-01,-1.644041e-01,-1.224203e-10,0.000000e+00
0.402273,0.226639,0.437382,-4.269382e-01,9.500753e-02,-4.269382e-01,-9.500753e-02,-1.030338e-10,0.000000e+00
0.410227,0.230892,0.553772,-5.537717e-01,0.000000e+00,-3.528048e-01,0.000000e+00,-1.111067e-10,0.000000e+00
0.418182,0.235137,0.652800,-6.527999e-01,0.000000e+00,-3.053085e-01,0.000000e+00,-1.262715e-10,0.000000e+00
0.426136,0.239375,0.730133,-7.301328e-01,0.000000e+00,-2.781548e-01,0.000000e+00,-1.447513e-10,0.000000e+00
0.434091,0.243606,0.797815,-7.978154e-01,0.000000e+00,-2.591058e-01,0.000000e+00,-1.949462e-10,0.000000e+00
0.442045,0.247830,0.859173,-8.591728e-01,0.000000e+00,-2.446338e-01,0.000000e+00,-1.583905e-10,0.000000e+00
0.450000,0.252048,0.915574,-9.155738e-01,0.000000e+00,-2.331588e-01,0.000000e+00,-1.441586e-10,0.000000e+00
