q,alpha_h,s,v,lam_max,is_complex,dlam_dq_fd,dlam_dq_pert,c_swing,c_reset,c_reset_geom,c_reset_vel,c_reset_push,norm_BA_minus_J,absEigA1,absEigA2,cos2alpha_h,dabslam_dq
0.226,0.1119298998,0.2233926618,0.06461939881,0.7181178603,1,-0.9051791784,-0.9051795249,0.1238595496,-1.029039074,-0.9947952471,-0.4684240233,0.434180381,1.055815316e-10,5.747935764,0.9999999937,0.9750478593,-0.0411683009
0.225,0.1114321834,0.2224034304,0.06433363262,0.7181589255,1,-0.9012745401,-0.9012748843,0.1232344337,-1.024509318,-0.9904559963,-0.4663994721,0.4323463346,9.5554214e-11,5.74909606,0.9999999908,0.9752683571,-0.04096068102
0.224,0.1109344998,0.2214142091,0.06404786471,0.718199782,1,-0.8973672189,-0.8973675607,0.1226116162,-1.019979177,-0.9861158354,-0.4643742453,0.4305110872,1.328959655e-10,5.750250662,0.9999999905,0.975487874,-0.04075119032
0.223,0.1104368488,0.2204249977,0.06376209509,0.7182404282,1,-0.8934570623,-0.8934574018,0.1219912533,-1.015448655,-0.98177477,-0.4623483469,0.4286746444,1.051459041e-10,5.751399541,1,0.9757064102,-0.04054466875
0.222,0.1099392302,0.2194357963,0.06347632374,0.7182808717,1,-0.889548768,-0.8895491061,0.1213686498,-1.010917756,-0.9774328067,-0.4603217808,0.4268370133,8.976971548e-11,5.752542734,1.000000004,0.9759239657,-0.04033950724
0.221,0.1094416439,0.2184466047,0.06319055068,0.7183211075,1,-0.8856364591,-0.8856367946,0.1207496866,-1.006386481,-0.9730899499,-0.4582945502,0.4249981997,1.110024154e-10,5.753680256,1.000000007,0.9761405404,-0.04013084698
0.22,0.1089440898,0.217457423,0.06290477589,0.7183611337,1,-0.881723793,-0.8817241252,0.1201307098,-1.001854835,-0.9687462056,-0.456266659,0.4231582096,8.234220823e-11,5.754812105,0.9999999901,0.9763561346,-0.03992504665
0.219,0.1084465677,0.2164682511,0.06261899938,0.718400958,1,-0.8778095767,-0.8778099083,0.1195129143,-0.9973228227,-0.9644015815,-0.4542381119,0.4213170499,9.823397492e-11,5.755938246,0.9999999988,0.9765707481,-0.03971989078
0.218,0.1079490775,0.215479089,0.06233322115,0.7184405738,1,-0.8738927878,-0.8738931167,0.1188973276,-0.9927904443,-0.9600560807,-0.4522089114,0.4194747261,1.486119853e-10,5.757058741,1.000000002,0.9767843811,-0.03951282444
0.217,0.107451619,0.2144899366,0.06204744119,0.718479984,1,-0.8699765029,-0.8699768296,0.1182808748,-0.9882577044,-0.9557097101,-0.4501790619,0.4176312451,6.407197839e-11,5.758173596,0.9999999981,0.9769970336,-0.03930817633
0.216,0.106954192,0.2135007939,0.0617616595,0.7185191905,1,-0.8660569886,-0.866057313,0.1176672931,-0.9837246061,-0.9513624752,-0.4481485669,0.4157866126,1.123987892e-10,5.759282793,1.000000005,0.9772087055,-0.03910425323
0.215,0.1064567965,0.2125116608,0.06147587609,0.7185581928,1,-0.8621368304,-0.862137153,0.1170539999,-0.9791911529,-0.9470143819,-0.4461174303,0.4139408351,9.910683989e-11,5.760386347,1.000000009,0.977419397,-0.0388995872
0.214,0.1059594322,0.2115225373,0.06119009095,0.71859699,1,-0.8582158484,-0.8582161689,0.1164411783,-0.9746573472,-0.9426654352,-0.4440856556,0.4120939186,9.49959864e-11,5.761484283,0.999999999,0.9776291081,-0.03869558031
0.213,0.1054620991,0.2105334235,0.06090430408,0.7186355843,1,-0.8542914749,-0.8542917926,0.1158313995,-0.9701231921,-0.9383156408,-0.4420532463,0.4102458691,1.205868694e-10,5.762576591,1,0.9778378388,-0.03849125841
0.212,0.1049647969,0.2095443191,0.06061851548,0.7186739729,1,-0.850367364,-0.8503676804,0.1152210115,-0.9655886919,-0.9339650047,-0.4400202066,0.4083966927,1.12354693e-10,5.763663243,1.000000006,0.9780455892,-0.03828614681
0.211,0.1044675256,0.2085552242,0.06033272516,0.7187121569,1,-0.8464424979,-0.8464428118,0.1146110365,-0.9610538483,-0.9296135321,-0.4379865398,0.4065463961,1.748157868e-10,5.764744324,1.000000014,0.9782523592,-0.03808315599
0.21,0.1039702849,0.2075661388,0.0600469331,0.7187501395,1,-0.8425145907,-0.842514903,0.114003762,-0.956518665,-0.9252612287,-0.4359522498,0.4046949851,1.280277402e-10,5.765819798,1.000000004,0.978458149,-0.03788163678
0.209,0.1034730747,0.2065770628,0.05976113932,0.7187879205,1,-0.8385854502,-0.8385857596,0.1133973846,-0.9519831442,-0.9209080994,-0.4339173398,0.4028424657,1.083469346e-10,5.76688968,0.9999999934,0.9786629586,-0.03767859817
0.208,0.1029758949,0.2055879961,0.05947534381,0.718825497,1,-0.8346545802,-0.8346548887,0.1127924019,-0.9474472906,-0.9165541507,-0.431881814,0.400988844,1.493174185e-10,5.76795395,1.000000005,0.9788667879,-0.03747541812
0.207,0.1024787454,0.2045989388,0.05918954657,0.7188628717,1,-0.8307245102,-0.8307248152,0.1121862896,-0.9429111048,-0.9121993864,-0.4298456753,0.399134126,1.695035748e-10,5.769012656,0.9999999887,0.9790696371,-0.03727270408
0.206,0.1019816259,0.2036098908,0.0589037476,0.7189000428,1,-0.8267922807,-0.8267925843,0.1115820082,-0.9383745925,-0.9078438143,-0.4278089284,0.3972783184,1.602150824e-10,5.770065785,0.999999988,0.9792715062,-0.03707150997
0.205,0.1014845364,0.202620852,0.05861794691,0.718937015,1,-0.8228581148,-0.8228584164,0.1109793391,-0.9338377555,-0.9034874383,-0.4257715762,0.3954214264,1.463676148e-10,5.77111331,1.000000006,0.9794723952,-0.0368711418
0.204,0.1009874766,0.2016318224,0.05833214448,0.7189737854,1,-0.8189226467,-0.8189229469,0.1103776494,-0.9293005963,-0.8991302641,-0.4237336224,0.3935634567,1.123973211e-10,5.772155293,0.9999999946,0.9796723041,-0.03666914548
0.203,0.1004904465,0.2006428019,0.05804634034,0.7190103536,1,-0.8149858644,-0.814986161,0.109776956,-0.924763117,-0.894772296,-0.4216950702,0.391704415,4.134142659e-11,5.773191742,0.9999999889,0.979871233,-0.03646903514
0.202,0.09999344593,0.1996537906,0.05776053446,0.7190467238,1,-0.8110475226,-0.8110478193,0.1091775041,-0.9202253234,-0.8904135418,-0.4196559243,0.3898443077,1.271358954e-10,5.77422261,1.000000001,0.9800691819,-0.03626857367
0.201,0.09949647465,0.1986647884,0.05747472686,0.7190828911,1,-0.8071088519,-0.807109145,0.1085780691,-0.9156872141,-0.8860540033,-0.4176161867,0.38798314,1.513636766e-10,5.775247966,0.9999999964,0.9802661509,-0.03606826849
0.2,0.09899953258,0.1976757952,0.05718891754,0.7191188606,1,-0.8031689449,-0.8031692364,0.1079795588,-0.9111487952,-0.8816936887,-0.4155758621,0.3861209188,8.635429074e-11,5.776267781,0.9999999915,0.98046214,-0.03586744593
0.199,0.09850261955,0.196686811,0.0569031065,0.7191546263,1,-0.7992249497,-0.7992252395,0.1073848293,-0.9066100687,-0.8773326022,-0.4135349537,0.3842576496,8.28002362e-11,5.777282054,0.9999999922,0.9806571492,-0.03566701998
0.198,0.09800573542,0.1956978357,0.05661729373,0.719190195,1,-0.7952831861,-0.7952834732,0.1067875637,-0.902071037,-0.8729707487,-0.411493465,0.3823933383,8.763060267e-11,5.778290803,0.9999999956,0.9808511785,-0.03546946047
0.197,0.09750888004,0.1947088694,0.05633147925,0.7192255655,1,-0.7913397609,-0.7913400467,0.1061916573,-0.897531704,-0.8686081348,-0.4094513999,0.3805279915,1.202659487e-10,5.779294046,0.9999999952,0.9810442281,-0.03527066145
0.196,0.09701205326,0.1937199119,0.05604566304,0.7192607366,1,-0.787393446,-0.7873937296,0.1055983418,-0.8929920714,-0.8642447644,-0.4074087616,0.3786616145,8.375035152e-11,5.780291761,1.000000016,0.9812362979,-0.03507085465
0.195,0.09651525494,0.1927309633,0.05575984512,0.7192957076,1,-0.7834472822,-0.7834475644,0.1050045779,-0.8884521423,-0.8598806433,-0.4053655536,0.3767942138,1.055020018e-10,5.781283995,1.000000013,0.9814273879,-0.0348725543
0.194,0.09601848493,0.1917420235,0.05547402549,0.719330482,1,-0.7794989587,-0.7794992386,0.1044126797,-0.8839119183,-0.8555157757,-0.4033217791,0.3749257948,1.102036018e-10,5.782270742,1.000000015,0.9816174982,-0.03467498558
0.193,0.09552174309,0.1907530924,0.05518820414,0.7193650578,1,-0.7755503792,-0.7755506561,0.1038207468,-0.8793714029,-0.8511501672,-0.4012774419,0.3730563636,1.01541588e-10,5.783252008,0.9999999925,0.9818066289,-0.03447704069
0.192,0.09502502925,0.18976417,0.05490238108,0.7193994364,1,-0.7715997666,-0.7716000428,0.1032305578,-0.8748306007,-0.8467838245,-0.3992325461,0.3711859266,1.268797213e-10,5.784227765,1.000000003,0.9819947799,-0.0342794482
0.191,0.09452834328,0.1887752563,0.05461655631,0.719433617,1,-0.7676479073,-0.7676481813,0.1026413305,-0.8702895118,-0.8424167505,-0.3971870942,0.3693144886,1.092008094e-10,5.78519803,1.000000007,0.9821819513,-0.03408111278
0.19,0.09403168504,0.1877863512,0.05433072984,0.7194675989,1,-0.7636947967,-0.7636950694,0.1020530703,-0.8657481397,-0.8380489515,-0.3951410902,0.3674420568,8.260370169e-11,5.786162866,0.9999999981,0.9823681432,-0.03388424031
0.189,0.09353505436,0.1867974547,0.05404490166,0.7195013858,1,-0.7597407955,-0.7597410646,0.1014654211,-0.8612064857,-0.8336804308,-0.3930945368,0.365568636,8.37129302e-11,5.787122235,1.000000006,0.9825533555,-0.03368902115
0.188,0.09303845111,0.1858085667,0.05375907178,0.7195349773,1,-0.7557878842,-0.7557881525,0.1008764032,-0.8566645557,-0.8293111965,-0.3910474388,0.3636942329,1.263487671e-10,5.788076124,1.000000011,0.9827375883,-0.03349140306
0.187,0.09254187513,0.1848196872,0.0534732402,0.7195683689,1,-0.7518310087,-0.7518312755,0.1002910746,-0.8521223501,-0.8249412519,-0.3889997989,0.3618188531,6.049066598e-11,5.789024577,1,0.9829208416,-0.03329485497
0.186,0.09204532629,0.1838308162,0.05318740692,0.7196015673,1,-0.7478735956,-0.7478738596,0.09970601099,-0.8475798706,-0.8205706011,-0.38695162,0.3599425021,8.060225866e-11,5.789967595,1.000000007,0.9831031155,-0.03310037688
0.185,0.09154880442,0.1828419536,0.05290157195,0.71963457,1,-0.7439148799,-0.743915142,0.09912197973,-0.8430371217,-0.8161992507,-0.3849029064,0.3580651862,7.940498608e-11,5.790905172,0.9999999968,0.98328441,-0.03290475385
0.184,0.0910523094,0.1818530993,0.05261573528,0.7196673771,1,-0.739958013,-0.7399582732,0.09853583275,-0.838494106,-0.8118272055,-0.3828536615,0.356186911,1.11889667e-10,5.791837282,1.00000001,0.9834647251,-0.03271372951
0.183,0.09055584106,0.1808642534,0.05232989693,0.7196999977,1,-0.7359981756,-0.7359984348,0.09795239121,-0.833950826,-0.8074544714,-0.3808038891,0.3543076837,1.096498364e-10,5.792764042,0.9999999846,0.9836440609,-0.03251902478
0.182,0.09005939926,0.1798754158,0.05204405689,0.7197324154,1,-0.7320298235,-0.7320300826,0.09737719998,-0.8294072826,-0.8030810498,-0.3787535908,0.3524275062,8.876403257e-11,5.793685182,1.000000157,0.9838224174,-0.03231501668
0.181,0.08956298385,0.1788865864,0.05175821517,0.719764628,1,-0.7280636344,-0.7280638911,0.09679958345,-0.8248634746,-0.7987069454,-0.3767027698,0.3505463881,1.669362442e-10,5.79460119,1.000000007,0.9839997946,-0.03211649372
0.18,0.08906659469,0.1778977652,0.05147237177,0.7197966487,1,-0.7241088798,-0.7241091259,0.0962102798,-0.8203194057,-0.7943321625,-0.3746514292,0.3486643326,1.575322022e-10,5.795511793,0.9999998325,0.9841761926,-0.03193569645
0.179,0.08857023164,0.1769089522,0.05118652669,0.7198284997,1,-0.7201469209,-0.720147176,0.09562791972,-0.8157750958,-0.7899567204,-0.3725995801,0.3467813505,1.123054693e-10,5.79641677,0.9999999962,0.9843516113,-0.03174511916
0.178,0.08807389453,0.1759201473,0.05090067994,0.7198601392,1,-0.7161659803,-0.7161662343,0.09506429127,-0.8112305255,-0.7855806059,-0.3705472163,0.3448974417,1.150370233e-10,5.797316439,0.9999999904,0.9845260509,-0.031531204
0.177,0.08757758323,0.1749313505,0.05061483152,0.7198915624,1,-0.7122020638,-0.7122023043,0.09448339174,-0.8066856961,-0.781203823,-0.3684943406,0.3430126116,1.004415368e-10,5.798210843,0.9999998406,0.9846995113,-0.03134108412
0.176,0.08708129759,0.1739425617,0.05032898143,0.7199228216,1,-0.7082453514,-0.7082456007,0.09389503233,-0.802140633,-0.7768263957,-0.3664409665,0.3411268724,1.473413565e-10,5.799099653,0.9999999908,0.9848719926,-0.03116368976
0.175,0.08658503746,0.1729537809,0.05004312969,0.71995389,1,-0.7042729168,-0.7042731608,0.09332215685,-0.7975953177,-0.7724483112,-0.3643870882,0.3392402243,1.414828157e-10,5.799983151,1.000000007,0.9850434948,-0.03096842653
0.174,0.0860888027,0.1719650081,0.04975727628,0.7199847588,1,-0.7003032616,-0.7003035027,0.09274625669,-0.7930497594,-0.7680695806,-0.3623327122,0.337352675,1.33460078e-10,5.800861318,1.000000001,0.985214018,-0.03077649118
0.173,0.08559259316,0.1709762431,0.04947142122,0.7200154433,1,-0.6963293925,-0.6963296354,0.09217432725,-0.7885039626,-0.7636902101,-0.3602778427,0.335464231,6.813799207e-11,5.801734127,0.9999999871,0.9853835621,-0.03057934646
0.172,0.08509640868,0.169987486,0.04918556451,0.7200459177,1,-0.6923501813,-0.6923504184,0.09160750413,-0.7839579226,-0.7593101978,-0.3582224794,0.3335748947,7.920348351e-11,5.802601546,0.9999999949,0.9855521273,-0.0303793684
0.171,0.08460024913,0.1689987368,0.04889970616,0.7200762023,1,-0.6883809401,-0.6883811792,0.09103047024,-0.7794116495,-0.7549295549,-0.3561666292,0.3316846739,7.661043416e-11,5.803463471,1.000000177,0.9857197135,-0.03019133433
0.17,0.08410411436,0.1680099953,0.04861384616,0.7201063007,1,-0.6844112633,-0.684411495,0.09045364308,-0.7748651381,-0.7505482824,-0.3541102932,0.3297935759,1.022667137e-10,5.80432035,1.000000009,0.9858863207,-0.03000398021
0.169,0.08360800422,0.1670212616,0.04832798452,0.7201362105,1,-0.6804342872,-0.6804345244,0.08988387766,-0.7703184021,-0.7461663911,-0.3520534782,0.3279016049,2.055975946e-10,5.805171611,1.000000173,0.9860519491,-0.0298124268
0.168,0.08311191857,0.1660325355,0.04804212125,0.7201659258,1,-0.6764587326,-0.6764589605,0.08931246863,-0.7657714291,-0.7417838763,-0.3499961823,0.3260087662,1.172998965e-10,5.80601779,1.000000011,0.9862165986,-0.0296249526
0.167,0.08261585725,0.1650438171,0.04775625635,0.7201954607,1,-0.6724826531,-0.6724828863,0.08874135036,-0.7612242366,-0.7374007539,-0.3479384149,0.3241150681,8.764544726e-11,5.806858563,0.9999999905,0.9863802692,-0.02943629269
0.166,0.08211982013,0.1640551063,0.04747038983,0.7202247986,1,-0.6685030061,-0.6685032332,0.08817357959,-0.7566768128,-0.733017016,-0.3458801724,0.3222205107,1.627022921e-10,5.807693929,0.9999999931,0.986542961,-0.02924143301
0.165,0.08162380705,0.1630664031,0.04718452169,0.7202539438,1,-0.6645229075,-0.6645231341,0.08760603429,-0.7521291684,-0.7286326755,-0.3438214627,0.3203251041,1.305413371e-10,5.808523995,0.9999999997,0.9867046741,-0.02905018466
0.164,0.08112781787,0.1620777074,0.04689865193,0.7202828993,1,-0.6605424438,-0.6605426685,0.08703863466,-0.7475813031,-0.7242477347,-0.3417622877,0.3184288527,8.162590836e-11,5.80934876,1,0.9868654084,-0.02886049195
0.163,0.08063185244,0.1610890191,0.04661278056,0.7203116651,1,-0.6565615859,-0.6565618088,0.08647141091,-0.7430332197,-0.7198621986,-0.3397026509,0.3165317623,1.039267851e-10,5.810168221,0.9999999841,0.987025164,-0.02867097155
0.162,0.08013591061,0.1601003383,0.04632690759,0.7203402415,1,-0.6525792686,-0.6525794904,0.0859054299,-0.7384849203,-0.7154760714,-0.3376425554,0.3146338383,1.128681579e-10,5.810982346,1.000000012,0.9871839408,-0.02848064698
0.161,0.07963999225,0.1591116649,0.04604103301,0.7203686266,1,-0.6485976885,-0.6485979075,0.0853384983,-0.7339364058,-0.7110893574,-0.3355820041,0.3127350865,9.937723475e-11,5.811791218,1.000000002,0.987341739,-0.02829202138
0.16,0.0791440972,0.1581229989,0.04575515685,0.7203968257,1,-0.6446136128,-0.6446138312,0.08477384935,-0.7293876805,-0.7067020621,-0.3335210009,0.3108355126,1.381703764e-10,5.812594769,0.9999999974,0.9874985586,-0.02810371285
0.159,0.07864822531,0.1571343401,0.04546927909,0.7204248343,1,-0.6406274874,-0.6406277033,0.08421104107,-0.7248387444,-0.7023141885,-0.3314595483,0.3089351217,9.854825387e-11,5.813393042,1.00000001,0.9876543996,-0.02791400112
0.158,0.07815237644,0.1561456886,0.04518339974,0.720452654,1,-0.6366425906,-0.6366428054,0.08364679565,-0.720289601,-0.6979257423,-0.32939765,0.3070339197,5.502110223e-11,5.814186023,1.000000003,0.987809262,-0.02772588735
0.157,0.07765655045,0.1551570443,0.04489751882,0.7204802863,1,-0.6326560933,-0.632656306,0.08308394554,-0.7157402515,-0.6935367273,-0.3273353088,0.3051319123,9.953199656e-11,5.814973746,1.00000001,0.9879631458,-0.02753743396
0.156,0.07716074718,0.1541684072,0.04461163633,0.7205077291,1,-0.6286688555,-0.6286690666,0.08252163215,-0.7111906988,-0.6891471485,-0.3252725283,0.3032291048,9.844815717e-11,5.815756185,0.999999995,0.9881160511,-0.02734920524
0.155,0.0766649665,0.1531797772,0.04432575226,0.720534985,1,-0.6246809621,-0.6246811718,0.08195977287,-0.7066409447,-0.6847570102,-0.3232093115,0.3013255029,1.108415371e-10,5.816533353,0.9999999982,0.9882679779,-0.02716203919
0.154,0.07616920824,0.1521911544,0.04403986664,0.7205620534,1,-0.6206912942,-0.6206915021,0.08139948853,-0.7020909907,-0.6803663164,-0.3211456614,0.2994211122,4.287432318e-11,5.817305277,0.9999999961,0.9884189263,-0.02697417455
0.153,0.07567347228,0.1512025385,0.04375397945,0.7205889336,1,-0.6167009409,-0.6167011469,0.08083969206,-0.6975408389,-0.6759750714,-0.3190815812,0.2975159379,5.950868862e-11,5.818071929,0.9999999968,0.9885688962,-0.0267872823
0.152,0.07517775846,0.1502139297,0.04346809072,0.7206156282,1,-0.6127106512,-0.6127108553,0.08027963675,-0.6929904921,-0.6715832803,-0.3170170743,0.295609986,1.14170722e-10,5.818833338,1.000000002,0.9887178877,-0.02660073473
0.151,0.07468206664,0.1492253278,0.04318220044,0.7206421353,1,-0.6087184454,-0.6087186486,0.07972130386,-0.6884399525,-0.6671909477,-0.314952144,0.2937032619,1.208902402e-10,5.819589489,1.000000004,0.9888659008,-0.02641311951
0.15,0.07418639666,0.1482367328,0.04289630862,0.7206684547,1,-0.6047266753,-0.6047268763,0.07916234433,-0.6838892206,-0.6627980767,-0.3128867928,0.2917957707,7.985916241e-11,5.820340403,1.000000006,0.9890129355,-0.02622673503
0.149,0.07369074839,0.1472481447,0.04261041527,0.720694589,1,-0.6007337477,-0.6007339477,0.07860435203,-0.6793382997,-0.6584046729,-0.3108210244,0.2898875186,1.287668788e-10,5.821086092,1.000000001,0.9891589919,-0.0260402037
0.148,0.07319512168,0.1462595635,0.04232452039,0.7207205354,1,-0.5967377335,-0.5967379305,0.07804925991,-0.6747871904,-0.6540107392,-0.3087548414,0.2879785104,1.012333258e-10,5.821826561,0.9999999989,0.98930407,-0.02585450441
0.147,0.07269951638,0.145270989,0.04203862399,0.7207462982,1,-0.592745375,-0.5927455729,0.07749032459,-0.6702358975,-0.6496162826,-0.3066882482,0.2860687526,8.323271109e-11,5.822561805,0.9999999899,0.9894481699,-0.0256720331
0.146,0.07220393234,0.1442824212,0.04175272608,0.7207718797,1,-0.5887473659,-0.5887475598,0.0769368579,-0.6656844177,-0.6452213024,-0.3046212452,0.2841582484,5.457514881e-11,5.823291765,1.000000004,0.9895912915,-0.02548218539
0.145,0.07170836943,0.1432938602,0.04146682665,0.7207972628,1,-0.5847513675,-0.5847515599,0.07638119792,-0.6611327578,-0.6408258076,-0.3025538381,0.2822470057,7.551738804e-11,5.824016561,1.000000001,0.9897334348,-0.02529725089
0.144,0.07121282749,0.1423053057,0.04118092573,0.7208224744,1,-0.5807551427,-0.580755337,0.07582558258,-0.6565809195,-0.6364298025,-0.3004860301,0.28033503,1.194012367e-10,5.824736166,0.9999999862,0.9898746,-0.02511181801
0.143,0.07071730637,0.1413167579,0.04089502331,0.7208474867,1,-0.5767534352,-0.576753623,0.07527527483,-0.6520288978,-0.632033285,-0.2984178208,0.2784223241,9.248320823e-11,5.825450635,0.9999998559,0.990014787,-0.0249238602
0.142,0.07022180594,0.1403282167,0.04060911941,0.7208723224,1,-1.476710576,-0.5727565046,0.07472019964,-0.6474767042,-0.6276362673,-0.2963492176,0.276508896,6.017228551e-11,5.826159791,0.9999998582,0.9901539958,-0.02474279553
0.141,0.06972632605,0.139339682,0.04032321402,0.722707148,0,-14.58182692,-217.5670898,-9.952864035,-207.6142258,-210.0702599,-107.5114036,109.9675073,8.047455911e-11,5.826863657,0.9999999975,0.9902922265,-217.5670898
0.14,0.06923086654,0.1383511537,0.04003730715,0.7494921362,0,-19.4268717,-14.47611568,-0.5682055212,-13.90791016,-14.0469199,-7.165718388,7.304732694,8.08649365e-11,5.827562423,1.000000007,0.9904294791,-14.47611568
0.139,0.06873542728,0.1373626319,0.03975139882,0.7615608914,0,-10.7097896,-10.36145185,-0.3784040743,-9.983047773,-10.07524421,-5.132614811,5.224814493,1.36330966e-10,5.828256016,1.000000003,0.9905657537,-10.36145185
0.138,0.06824000812,0.1363741165,0.03946548903,0.7709117155,0,-8.64193875,-8.52369667,-0.2939253613,-8.229771309,-8.301149019,-4.224506501,4.29588687,1.582349734e-10,5.82894442,1.000000004,0.9907010502,-8.52369667
0.137,0.06774460891,0.1353856074,0.03917957779,0.7788447689,0,-7.476785153,-7.420341769,-0.2434254785,-7.17691629,-7.235863334,-3.679263668,3.738213016,1.039206255e-10,5.829627657,0.999999995,0.9908353687,-7.420341769
0.136,0.06724922951,0.1343971046,0.03889366509,0.7858652858,0,-6.694137503,-6.662095653,-0.2089119768,-6.453183677,-6.503643263,-3.304533284,3.354994933,7.923399227e-11,5.830305708,0.9999999973,0.9909687091,-6.662095653
0.135,0.06675386977,0.1334086081,0.03860775096,0.7922330439,0,-6.118653921,-6.098416466,-0.1834185242,-5.914997942,-5.959194195,-3.025934278,3.070132415,9.631889235e-11,5.830978594,1.000000006,0.9911010716,-6.098416466
0.134,0.06625852958,0.1324201179,0.03832183542,0.7981025936,0,-5.670892098,-5.657150018,-0.1635844384,-5.49356558,-5.532898382,-2.80782657,2.847161111,7.71734972e-11,5.831646298,1.000000008,0.9912324562,-5.657150018
0.133,0.06576320873,0.1314316337,0.03803591843,0.8035748281,0,-5.308694188,-5.298859861,-0.1476215173,-5.151238344,-5.186656544,-2.630705373,2.6661252,1.249278248e-10,5.832308872,1.000000004,0.9913628628,-5.298859861
0.132,0.0652679071,0.1304431557,0.03775000002,0.808719982,0,-5.007188216,-4.999862084,-0.1344172258,-4.865444858,-4.897627053,-2.482876841,2.515060567,1.363441797e-10,5.832966273,1.000000006,0.9914922916,-4.999862084
0.131,0.06477262455,0.1294546837,0.0374640802,0.8135892046,0,-4.750601449,-4.744970073,-0.1232461585,-4.621723914,-4.651175234,-2.356848601,2.38630137,8.484556074e-11,5.833618524,0.9999999983,0.9916207424,-4.744970073
0.13,0.06427736093,0.1284662178,0.03717815898,0.8182211849,0,-4.528403385,-4.523963258,-0.1136428785,-4.410320379,-4.437428979,-2.247566455,2.274676433,1.137813549e-10,5.834265628,1.000000001,0.9917482154,-4.523963258
0.129,0.0637821161,0.1274777579,0.03689223636,0.8226460113,0,-4.333258676,-4.329685724,-0.1053023773,-4.224383346,-4.24945521,-2.151480846,2.176554027,1.400187456e-10,5.834907678,0.9999998747,0.9918747106,-4.329685724
0.128,0.06328688991,0.1264893039,0.03660631236,0.8268877022,0,-4.159824888,-4.156896329,-0.097959488,-4.058936841,-4.082218265,-2.066013599,2.089296284,9.055603768e-11,5.835544429,0.9999999896,0.992000228,-4.156896329
0.127,0.06279168221,0.1255008558,0.03632038698,0.8309656611,0,-4.004132957,-4.001698678,-0.09142384015,-3.910274838,-3.93196763,-1.989244501,2.010938505,1.141735112e-10,5.836176097,0.9999999977,0.9921247676,-4.001698678
0.126,0.06229649287,0.1245124135,0.03603446022,0.8348959681,0,-3.863196256,-3.861145763,-0.08558122462,-3.775564538,-3.795836507,-1.919705752,1.939978889,1.440890545e-10,5.836802724,0.9999998923,0.9922483294,-3.861145763
0.125,0.06180132174,0.1235239771,0.0357485321,0.8386920536,0,-3.734650806,-3.732904144,-0.08030083796,-3.652603306,-3.671595813,-1.856256057,1.875249691,1.329250936e-10,5.837424156,0.9999998884,0.9923709135,-3.732904144
0.124,0.06130616866,0.1225355464,0.03546260263,0.8423652698,0,-3.616662229,-3.615160538,-0.07551292412,-3.539647613,-3.557481074,-1.797991984,1.815826534,6.595503575e-11,5.838040472,0.9999998896,0.9924925199,-3.615160538
0.123,0.0608110335,0.1215471215,0.0351766718,0.8459253781,0,-3.507751191,-3.506448209,-0.07115303362,-3.435295175,-3.452073164,-1.744186907,1.760965951,8.349282904e-11,5.838651586,0.9999999911,0.9926131486,-3.506448209
0.122,0.06031591611,0.1205587022,0.03489073964,0.8493807721,0,-3.406706006,-3.405567103,-0.06716105572,-3.338406048,-3.354218431,-1.694250127,1.710063534,1.091587171e-10,5.839257661,0.999999993,0.9927327997,-3.405567103
0.121,0.05982081634,0.1195702886,0.03460480615,0.8527387901,0,-3.312536742,-3.311534094,-0.0634933297,-3.248040765,-3.262966119,-1.647694821,1.662621168,9.844206221e-11,5.839858611,1.000000008,0.992851473,-3.311534094
0.12,0.05932573405,0.1185818805,0.03431887133,0.8560058456,0,-3.22440118,-3.223512874,-0.06009461411,-3.16341826,-3.177525767,-1.604116239,1.618224711,1.204234657e-10,5.840454473,0.9999999987,0.9929691688,-3.223512874
0.119,0.05883066909,0.117593478,0.03403293519,0.8591875924,0,-3.141628648,-3.140837666,-0.05695485698,-3.083882809,-3.097233763,-1.563174576,1.57652647,6.933186734e-11,5.841045233,1.000000002,0.993085887,-3.140837666
0.118,0.05833562133,0.116605081,0.03374699775,0.8622891029,0,-3.063627455,-3.06291894,-0.05404072096,-3.008878219,-3.021527223,-1.5245816,1.537231519,1.366672447e-10,5.841630889,0.9999999977,0.9932016275,-3.06291894
0.117,0.0578405906,0.1156166894,0.03346105901,0.8653148474,0,-2.989880052,-2.989242694,-0.05131167256,-2.937931021,-2.949926978,-1.488091945,1.500088793,7.514388195e-11,5.842211461,1.000000003,0.9933163906,-2.989242694
0.116,0.05734557677,0.1146283033,0.03317511899,0.868268863,0,-2.919982206,-2.919406512,-0.04877269892,-2.870633813,-2.88202072,-1.453494475,1.464882252,9.677560317e-11,5.84278693,1.000000005,0.993430176,-2.919406512
0.115,0.0568505797,0.1136399225,0.03288917768,0.8711548118,0,-2.853554236,-2.853031918,-0.0463978553,-2.806634063,-2.817451673,-1.420606491,1.431424949,8.89182779e-11,5.843357317,1.000000004,0.993542984,-2.853031918
0.114,0.05635559923,0.112651547,0.03260323509,0.8739759715,0,-2.790273022,-2.789797715,-0.04417208236,-2.745625632,-2.755910009,-1.38926933,1.399554536,8.438579583e-11,5.843922628,1.000000001,0.9936548145,-2.789797715
