q,alpha_h,s,v,lam_max,is_complex,dlam_dq_fd,dlam_dq_pert,c_swing,c_reset,c_reset_geom,c_reset_vel,c_reset_push,norm_BA_minus_J,absEigA1,absEigA2,cos2alpha_h,dabslam_dq
0.113,0.05586063522,0.1116631768,0.03231729125,0.8767353578,0,-2.729847065,-2.729412388,-0.04207222647,-2.687340161,-2.697124136,-1.359343905,1.36912869,1.000176407e-10,5.844482934,0.9999998988,0.9937656675,-2.729412388
0.112,0.05536568753,0.1106748118,0.03203134615,0.8794356656,0,-2.672041104,-2.671643402,-0.04010029924,-2.631543102,-2.640856675,-1.330708661,1.340023026,1.191960021e-10,5.845038098,0.9999998888,0.993875543,-2.671643402
0.111,0.05487075601,0.109686452,0.0317453998,0.88207944,0,-2.616634556,-2.616268477,-0.03824326313,-2.578025214,-2.586895868,-1.303255139,1.312126567,5.28415608e-11,5.845588087,1.000000003,0.9939844411,-2.616268477
0.11,0.05437584051,0.1086980973,0.03145945221,0.8846689347,0,-2.563420871,-2.563083845,-0.03648063733,-2.526603208,-2.535056209,-1.276888345,1.285342104,1.144170241e-10,5.846133096,1.000000007,0.9940923618,-2.563083845
0.109,0.0538809409,0.1077097478,0.0311735034,0.8872062818,0,-2.512247192,-2.511935725,-0.03482360683,-2.477112118,-2.485170747,-1.251522771,1.259582142,9.412415318e-11,5.846673054,0.9999999996,0.9941993051,-2.511935725
0.108,0.05338605702,0.1067214032,0.03088755336,0.8896934291,0,-2.4629447,-2.4626562,-0.03325089093,-2.429405309,-2.437091074,-1.227082411,1.234768902,1.073683558e-10,5.84720794,1,0.994305271,-2.4626562
0.107,0.05289118873,0.1057330637,0.03060160212,0.8921321712,0,-2.415382309,-2.415114593,-0.03176343488,-2.383351158,-2.39068398,-1.203499039,1.210832572,8.608549951e-11,5.847737773,0.9999999997,0.9944102596,-2.415114593
0.106,0.05239633589,0.1047447292,0.03031564967,0.8945241937,0,-2.369434635,-2.369185546,-0.03035455548,-2.338830991,-2.345829356,-1.18071114,1.187710203,1.079498616e-10,5.848262553,1,0.9945142709,-2.369185546
0.105,0.05190149835,0.1037563995,0.03002969604,0.8968710404,0,-2.324979197,-2.324747011,-0.02900908181,-2.29573793,-2.302419035,-1.158663311,1.1653451,6.612356609e-11,5.848782279,1.000000004,0.9946173048,-2.324747011
0.104,0.05140667597,0.1027680747,0.02974374122,0.8991741521,0,-2.281919805,-2.281703027,-0.02772790536,-2.253975122,-2.260354995,-1.137305346,1.143685889,5.747139597e-11,5.849296963,1.000000002,0.9947193614,-2.281703027
0.103,0.0509118686,0.1017797547,0.02945778522,0.90143488,0,-2.240168378,-2.239965506,-0.0265109971,-2.213454509,-2.21954811,-1.116591596,1.122685856,7.250504753e-11,5.849806596,1.000000004,0.9948204408,-2.239965506
0.102,0.05041707609,0.1007914395,0.02917182806,0.9036544889,0,-2.199648567,-2.199458744,-0.02536258248,-2.174096162,-2.179917488,-1.096480628,1.102302599,6.287356749e-11,5.850311215,0.9999999927,0.9949205429,-2.199458744
0.101,0.0499222983,0.09980312906,0.02888586975,0.9058341772,0,-2.160260685,-2.160082105,-0.02425567482,-2.13582643,-2.141388589,-1.076934256,1.082497048,6.553290571e-11,5.850810763,1.000000004,0.9950196677,-2.160082105
0.1,0.04942753509,0.09881482327,0.02859991029,0.9079750103,0,-2.121944683,-2.121777162,-0.02319787358,-2.098579289,-2.103894585,-1.057918255,1.063234173,1.226446187e-10,5.8513053,1.000000001,0.9951178154,-2.121777162
0.099,0.04893278631,0.09782652212,0.02831394969,0.9100780665,0,-2.084653856,-2.084496102,-0.02220337599,-2.062292726,-2.067372718,-1.039400473,1.044481075,1.060846353e-10,5.851794793,1.000000004,0.9952149858,-2.084496102
0.098,0.04843805181,0.09683822556,0.02802798797,0.912144318,0,-2.048302233,-2.048153471,-0.02124292803,-2.026910543,-2.031766109,-1.021351774,1.026207939,5.199574204e-11,5.852279287,0.9999999937,0.995311179,-2.048153471
0.097,0.04794333146,0.09584993355,0.02774202513,0.914174671,0,-2.01284334,-2.01270299,-0.02032200689,-1.992380983,-1.997022375,-1.003745324,1.008387303,9.411758277e-11,5.852758728,1.000000001,0.9954063951,-2.01270299
0.096,0.0474486251,0.09486164605,0.02745606119,0.9161700046,0,-1.9782369,-1.978104284,-0.0194482105,-1.958656073,-1.96309296,-0.9865562514,0.9909937158,8.586401419e-11,5.85323316,1.000000001,0.9955006341,-1.978104284
0.095,0.0469539326,0.09387336299,0.02717009615,0.9181311448,0,-1.944427261,-1.944301783,-0.01861022971,-1.925691553,-1.929933072,-0.9697616068,0.9740036923,8.625511717e-11,5.853702583,1.000000001,0.9955938959,-1.944301783
0.094,0.0464592538,0.09288508435,0.02688413002,0.9200588592,0,-1.911372171,-1.911253329,-0.01780684942,-1.89344648,-1.897501269,-0.9533401609,0.9573955068,8.48820283e-11,5.854167034,0.9999999172,0.9956861806,-1.911253329
0.093,0.04596458856,0.09189681008,0.02659816281,0.9219538891,0,-1.879042001,-1.878929427,-0.01704657826,-1.861882849,-1.865759088,-0.9372722088,0.941148995,8.54490454e-11,5.854626305,1.000000084,0.9957774881,-1.878929427
0.092,0.04546993674,0.09090854012,0.02631219453,0.9238169432,0,-1.847379371,-1.847272359,-0.01630720845,-1.830965151,-1.83467059,-0.9215393366,0.9252453126,8.066498343e-11,5.855080767,0.9999999954,0.9958678187,-1.847272359
0.091,0.04497529819,0.08992027444,0.0260262252,0.9256486479,0,-1.816359812,-1.81625828,-0.01559741142,-1.800660868,-1.804202863,-0.9061246849,0.909667207,8.408834078e-11,5.855530141,1.000000002,0.9959571721,-1.81625828
0.09,0.04448067277,0.08893201299,0.02574025482,0.9274496628,0,-1.785966534,-1.785869973,-0.01493085103,-1.770939122,-1.774324653,-0.8910122393,0.8943982892,1.188113916e-10,5.85597452,1.000000003,0.9960455485,-1.785869973
0.089,0.04398606033,0.08794375571,0.0254542834,0.929220581,0,-1.756142763,-1.756050805,-0.01427943573,-1.741771369,-1.745007073,-0.8761871997,0.8794234135,9.861482627e-11,5.856413909,0.9999999937,0.9961329479,-1.756050805
0.088,0.04349146073,0.08695550258,0.02516831095,0.9309619483,0,-1.726875699,-1.726788194,-0.01365718121,-1.713131013,-1.716223204,-0.8616357737,0.8647284651,8.753768012e-11,5.856848282,1.000000008,0.9962193703,-1.726788194
0.087,0.04299687382,0.08596725353,0.02488233749,0.9326743324,0,-1.6981393,-1.698055801,-0.01306291418,-1.684992886,-1.687947573,-0.84734491,0.8503000893,1.23819399e-10,5.857277673,1.000000004,0.9963048157,-1.698055801
0.086,0.04250229946,0.08497900853,0.02459636301,0.9343582269,0,-1.669902525,-1.669822948,-0.0124892209,-1.657333727,-1.660156636,-0.8333025444,0.8361259375,3.597647515e-11,5.857702139,0.9999999237,0.9963892841,-1.669822948
0.085,0.0420077375,0.08399076753,0.02431038754,0.9360141374,0,-1.642150286,-1.642074263,-0.01194287488,-1.630131388,-1.63282798,-0.8194971913,0.8221942584,8.461502395e-11,5.858121507,0.9999999997,0.9964727755,-1.642074263
0.084,0.04151318781,0.08300253049,0.02402441109,0.9376425275,0,-1.614855236,-1.614782624,-0.01141730107,-1.603365323,-1.605940807,-0.8059181952,0.8084941463,6.715680129e-11,5.858535938,0.9999999997,0.99655529,-1.614782624
0.083,0.04101865022,0.08201429735,0.02373843365,0.9392438479,0,-1.587998487,-1.587929057,-0.01091298584,-1.577016071,-1.579475422,-0.7925554636,0.7950152735,6.369007698e-11,5.8589454,0.9999999967,0.9966368275,-1.587929057
0.082,0.04052412461,0.08102606807,0.02345245525,0.9408185245,0,-1.561559135,-1.561492717,-0.01042734812,-1.551065369,-1.55341334,-0.7793995231,0.7817479448,1.198168333e-10,5.859349871,0.9999999954,0.9967173881,-1.561492717
0.081,0.04002961082,0.08003784261,0.0231664759,0.9423669661,0,-1.535518255,-1.535454656,-0.009958682599,-1.525495973,-1.527737108,-0.7664414308,0.7686830086,8.919789516e-11,5.859749366,1.000000002,0.9967969719,-1.535454656
0.08,0.03953510871,0.07904962092,0.0228804956,0.943889561,0,-1.509861849,-1.509800973,-0.009509312914,-1.50029166,-1.502430307,-0.7536727729,0.7558118554,6.566589518e-11,5.860143836,1.000000074,0.9968755787,-1.509800973
0.079,0.03904061814,0.07806140295,0.02259451436,0.9453866898,0,-1.484577456,-1.484519098,-0.009082111797,-1.475436986,-1.477477306,-0.7410855375,0.7431262854,6.278602935e-11,5.860533456,0.9999999968,0.9969532087,-1.484519098
0.078,0.03854613896,0.07707318866,0.0223085322,0.9468587159,0,-1.459645557,-1.459589598,-0.008672134772,-1.450917463,-1.452863441,-0.7286722108,0.7306186098,7.055439434e-11,5.860918044,0.999999994,0.9970298618,-1.459589598
0.077,0.03805167103,0.07608497801,0.02202254913,0.948305981,0,-1.435045075,-1.434991367,-0.0082720215,-1.426719345,-1.428574801,-0.7164256622,0.7182815313,9.904239641e-11,5.861297662,1.000000001,0.9971055381,-1.434991367
0.076,0.0375572142,0.07509677094,0.02173656515,0.949728806,0,-1.410770832,-1.4107193,-0.007889647474,-1.402829652,-1.404598248,-0.7043391596,0.7061081616,9.08322761e-11,5.861672328,0.9999999932,0.9971802375,-1.4107193
0.075,0.03706276832,0.0741085674,0.02145058028,0.9511275226,0,-1.386813218,-1.386763765,-0.007527768326,-1.379235997,-1.380921245,-0.6924062765,0.694091923,1.035568253e-10,5.862042087,0.9999999192,0.9972539601,-1.386763765
0.074,0.03656833326,0.07312036737,0.02116459453,0.9525024325,0,-1.363149432,-1.36310185,-0.00717525789,-1.355926593,-1.357531862,-0.6806208985,0.6822265601,9.477912725e-11,5.862406705,1.000000069,0.9973267059,-1.36310185
0.073,0.03607390887,0.07213217078,0.02087860791,0.9538538215,0,-1.339772278,-1.339726588,-0.006836137351,-1.33289045,-1.334418978,-0.6689773261,0.6705062389,1.044199086e-10,5.862766556,0.9999999988,0.997398475,-1.339726588
0.072,0.035579495,0.07114397759,0.02059262043,0.955181977,0,-1.316671644,-1.316627698,-0.006510798535,-1.310116899,-1.311571794,-0.6574700235,0.6589252956,1.104693264e-10,5.863121387,0.9999999961,0.9974692672,-1.316627698
0.071,0.03508509151,0.07015578776,0.02030663209,0.9564871648,0,-1.293836815,-1.293794547,-0.006198650415,-1.287595896,-1.288980143,-0.6460937799,0.6474783981,7.32730279e-11,5.863471271,0.9999999968,0.9975390827,-1.293794547
0.07,0.03459069826,0.06916760124,0.02002064293,0.9577696507,0,-1.271257137,-1.271216456,-0.005898612294,-1.265317843,-1.266634314,-0.6348436168,0.6361604514,1.03958656e-10,5.863816145,1.000000061,0.9976079215,-1.271216456
0.069,0.0340963151,0.06817941798,0.01973465293,0.959029679,0,-1.248923995,-1.248884843,-0.00561122529,-1.243273618,-1.244525071,-0.623714801,0.6249666123,6.485812631e-11,5.864156194,0.9999999994,0.9976757835,-1.248884843
0.068,0.03360194188,0.06719123794,0.01944866211,0.9602674987,0,-1.226829994,-1.226792292,-0.005337803326,-1.221454488,-1.22264358,-0.6127028026,0.6138922458,1.221124487e-10,5.864491243,0.9999999994,0.9977426688,-1.226792292
0.067,0.03310757847,0.06620306107,0.01916267049,0.961483339,0,-1.204960692,-1.204924367,-0.005072227048,-1.19985214,-1.200981424,-0.601803308,0.6029329377,7.657377159e-11,5.864821353,0.999999994,0.9978085774,-1.204924367
0.066,0.03261322471,0.06521488732,0.01887667808,0.96267742,0,-1.183308728,-1.183273726,-0.004815080252,-1.178458646,-1.179530582,-0.5910122045,0.5920844798,1.137106191e-10,5.86514647,1.000000058,0.9978735092,-1.183273726
0.065,0.03211888047,0.06422671665,0.01859068488,0.9638499565,0,-1.161873345,-1.161839628,-0.004573214505,-1.157266414,-1.15828337,-0.580325553,0.5813428416,9.347870935e-11,5.865466748,0.9999999945,0.9979374644,-1.161839628
0.064,0.03162454559,0.06323854902,0.01830469091,0.9650011667,0,-1.140641346,-1.140608823,-0.004340678123,-1.136268145,-1.1372324,-0.5697395665,0.570704148,1.148193178e-10,5.865782039,0.9999999984,0.998000443,-1.140608823
0.063,0.03113021994,0.06225038437,0.01801869618,0.9661312392,0,-1.119602197,-1.119570839,-0.004113916986,-1.115456922,-1.116370673,-0.5592506561,0.5601647269,1.094498724e-10,5.866092357,1.000000056,0.9980624448,-1.119570839
0.062,0.03063590337,0.06126222266,0.0177327007,0.9672403711,0,-1.098755061,-1.098724818,-0.003898740056,-1.094826078,-1.09569144,-0.5488553619,0.5497210381,1.229143008e-10,5.866397835,0.9999999974,0.99812347,-1.098724818
0.061,0.03014159573,0.06027406385,0.01744670448,0.9683287493,0,-1.078091912,-1.078062741,-0.00369351686,-1.074369224,-1.075188237,-0.5385503702,0.5393696912,7.703698259e-11,5.866698338,0.999999996,0.9981835186,-1.078062741
0.06,0.02964729689,0.05928590788,0.01716070753,0.9693965549,0,-1.05760424,-1.057576086,-0.003495855025,-1.05408023,-1.05485486,-0.5283324992,0.5291074308,6.038630667e-11,5.866993916,0.9999999956,0.9982425906,-1.057576086
0.059,0.02915300669,0.05829775471,0.01687470987,0.9704439578,0,-1.037284222,-1.03725705,-0.003304169401,-1.03395288,-1.034685136,-0.5181985869,0.5189311443,6.687876481e-11,5.867284567,0.9999999967,0.9983006859,-1.03725705
0.058,0.02865872523,0.05730960476,0.01658871163,0.9714711234,0,-1.017132038,-1.017105815,-0.003123569621,-1.013982245,-1.014673846,-0.5081459525,0.5088378371,8.499779066e-11,5.867570299,0.9999999953,0.9983578046,-1.017105815
0.057,0.02816445189,0.05632145705,0.01630271257,0.9724782219,0,-0.9971384678,-0.9971131681,-0.002950282235,-0.9941628859,-0.9948154642,-0.498171762,0.4988246249,8.561700963e-11,5.867851106,0.9999999929,0.9984139467,-0.9971131681
0.056,0.02767018677,0.05533331201,0.01601671282,0.9734654003,0,-0.9772960347,-0.9772715889,-0.002782744465,-0.9744888445,-0.9751042245,-0.4882730635,0.4888887222,7.355524044e-11,5.868126996,0.9999999986,0.9984691123,-0.9772715889
0.055,0.02717592971,0.05434516958,0.01573071241,0.9744328139,0,-0.9576027123,-0.9575791063,-0.002623604811,-0.9549555015,-0.9555353226,-0.4784473919,0.479027486,7.443044538e-11,5.86839797,0.9999999976,0.9985233013,-0.9575791063
0.054,0.02668168059,0.05335702973,0.01544471133,0.9753806057,0,-0.9380508326,-0.9380280638,-0.002470037418,-0.9355580264,-0.9361038711,-0.4686922405,0.4692383524,8.447529724e-11,5.868663993,1.000000041,0.9985765137,-0.9380280638
0.053,0.02618743924,0.05236889239,0.01515870961,0.9763089156,0,-0.9186391333,-0.9186171256,-0.00232541675,-0.9162917089,-0.9168051031,-0.4590051644,0.4595188203,9.889453458e-11,5.868925179,0.9999999931,0.9986287496,-0.9186171256
0.052,0.02569320553,0.05138075753,0.01487270725,0.977217884,0,-0.8993603741,-0.8993391241,-0.002187022633,-0.8971521015,-0.897634518,-0.4493838561,0.4498665287,7.747323227e-11,5.869181408,0.9999999974,0.9986800089,-0.8993391241
0.051,0.02519897931,0.0503926251,0.01458670426,0.9781076363,0,-0.880209419,-0.8801889005,-0.002054036375,-0.8781348642,-0.8785877243,-0.4398260631,0.4402791736,8.031360626e-11,5.869432736,0.9999999943,0.9987302917,-0.8801889005
0.05,0.02470476044,0.04940449506,0.01430070066,0.9789783029,0,-0.8611824723,-0.8611626459,-0.001926837282,-0.8592358087,-0.8596604831,-0.4303296119,0.4307545314,8.687012594e-11,5.869679149,0.9999999964,0.9987795979,-0.8611626459
0.049,0.02421054878,0.04841636735,0.01401469646,0.9798300013,0,-0.8422748388,-0.8422557154,-0.001804798278,-0.8404509172,-0.8408487293,-0.4208924177,0.4212904695,5.894813372e-11,5.86992066,0.9999999928,0.9988279277,-0.8422557154
0.048,0.02371634417,0.04742824193,0.01372869167,0.9806628525,0,-0.823484235,-0.8234657477,-0.001689508619,-0.8217762391,-0.8221484658,-0.4115124296,0.4118848905,1.005475567e-10,5.870157266,0.9999999937,0.9988752809,-0.8234657477
0.047,0.02322214648,0.04644011875,0.0134426863,0.9814769698,0,-0.8048064756,-0.8047886335,-0.001580591628,-0.8032080419,-0.8035559153,-0.4021877109,0.402535813,8.802791188e-11,5.870388968,0.9999999938,0.9989216577,-0.8047886335
0.046,0.02272795556,0.04545199777,0.01315668036,0.9822724655,0,-0.7862367939,-0.7862195618,-0.001476908441,-0.7847426533,-0.7850673616,-0.3929163557,0.3932412874,8.000897328e-11,5.870615768,0.999999994,0.9989670579,-0.7862195618
0.045,0.02223377127,0.04446387894,0.01287067387,0.9830494433,0,-0.7677697053,-0.7677530763,-0.001376528961,-0.7663765473,-0.7666792373,-0.3836965341,0.3839994421,8.812023047e-11,5.870837695,0.9999999527,0.9990114817,-0.7677530763
0.044,0.02173959346,0.04347576222,0.01258466684,0.9838080049,0,-0.7494046073,-0.7493885544,-0.001282271027,-0.7481062834,-0.748388061,-0.3745264603,0.3748084509,8.047792396e-11,5.87105467,0.9999999917,0.999054929,-0.7493885544
0.043,0.02124542199,0.04248764755,0.01229865927,0.9845482526,0,-0.7311361382,-0.7311206355,-0.00119209168,-0.7299285439,-0.7301904761,-0.3654044124,0.3656665523,8.835905765e-11,5.871266777,0.9999999936,0.9990973999,-0.7311206355
0.042,0.02075125672,0.0414995349,0.01201265118,0.9852702772,0,-0.7129614933,-0.7129465456,-0.001106418715,-0.7118401269,-0.7120832427,-0.3563287288,0.356572047,7.365762567e-11,5.87147398,0.9999999954,0.9991388943,-0.7129465456
0.041,0.02025709749,0.04051142421,0.01172664258,0.9859741755,0,-0.6948785312,-0.6948641087,-0.001026225126,-0.6938378835,-0.6940631748,-0.3472977751,0.3475232635,1.00162307e-10,5.871676297,0.9999999924,0.9991794123,-0.6948641087
0.04,0.01976294417,0.03952331543,0.01144063349,0.9866600342,0,-0.676882325,-0.6768684146,-0.0009496316394,-0.675918783,-0.6761272059,-0.3383099781,0.338518593,7.42199276e-11,5.87187372,0.9999999919,0.9992189538,-0.6768684146
0.039,0.01926879662,0.03853520853,0.01115462391,0.9873279402,0,-0.6589710212,-0.6589576101,-0.0008777335624,-0.6580798765,-0.6582723527,-0.3293638075,0.3295564704,9.538211967e-11,5.872066251,0.9999999885,0.9992575189,-0.6589576101
0.038,0.01877465468,0.03754710345,0.01086861386,0.9879779763,0,-0.641141502,-0.6411285776,-0.0008102832662,-0.6403182943,-0.6404957112,-0.3204577737,0.3206353724,8.517227085e-11,5.872253923,0.999999951,0.9992951075,-0.6411285776
0.037,0.01828051822,0.03655900015,0.01058260335,0.9886102232,0,-0.6233882676,-0.6233758103,-0.0007445677814,-0.6226312425,-0.6227944552,-0.3115904265,0.311753816,8.8733867e-11,5.872436632,0.9999999934,0.9993317198,-0.6233758103
0.036,0.01778638708,0.03557089858,0.01029659239,0.9892247528,0,-0.6057119278,-0.6056999362,-0.0006839224592,-0.6050160138,-0.6051658459,-0.3027603609,0.3029103647,6.331880458e-11,5.872614498,0.9999999902,0.9993673556,-0.6056999362
0.035,0.01729226113,0.0345827987,0.01001058099,0.9898216471,0,-0.588108657,-0.5880971088,-0.0006271581423,-0.5874699506,-0.587607194,-0.2939661974,0.2941036075,7.681314741e-11,5.872787469,0.9999999926,0.999402015,-0.5880971088
0.034,0.01679814022,0.03359470045,0.00972456917,0.9904009701,0,-0.5705746829,-0.5705635744,-0.0005730916889,-0.5699904827,-0.5701158999,-0.2852066019,0.2853321808,8.017596687e-11,5.872955562,0.9999999911,0.9994356981,-0.5705635744
0.033,0.01630402421,0.0326066038,0.009438556933,0.9909627964,0,-0.5531085533,-0.5530978742,-0.0005227849344,-0.5525750892,-0.552689413,-0.2764802661,0.2765947464,6.243623764e-11,5.873118771,0.9999999879,0.9994684047,-0.5530978742
0.032,0.01580991296,0.03161850869,0.009152544295,0.9915071872,0,-0.5357071111,-0.5356968401,-0.0004755309467,-0.5352213091,-0.5353252436,-0.2677859124,0.2678899984,1.049169785e-10,5.873277091,0.9999999902,0.999500135,-0.5356968401
0.031,0.01531580631,0.03063041507,0.008866531267,0.9920342106,0,-0.5183676856,-0.5183578246,-0.0004310626243,-0.5179267619,-0.5180209832,-0.2591223053,0.2592166735,7.853919209e-11,5.873430533,0.9999999859,0.9995308888,-0.5183578246
0.03,0.01482170413,0.02964232291,0.008580517862,0.9925439226,0,-0.5010872658,-0.5010778075,-0.0003887095582,-0.5006890979,-0.5007742556,-0.2504882252,0.2505735246,7.921250698e-11,5.87357909,0.9999999849,0.9995606663,-0.5010778075
0.029,0.01432760627,0.02865423215,0.008294504091,0.9930363852,0,-0.4838653667,-0.4838562918,-0.0003502748593,-0.4835060169,-0.4835827332,-0.2418824781,0.2419593312,8.492121092e-11,5.873722742,1.000000015,0.9995894675,-0.4838562918
0.028,0.01383351258,0.02766614275,0.008008489967,0.9935116533,0,-0.4666992787,-0.4666905876,-0.0003152981741,-0.4663752894,-0.4664441608,-0.2333039067,0.2333729102,7.060303125e-11,5.873861571,0.9999999838,0.9996172923,-0.4666905876
0.027,0.01333942293,0.02667805467,0.007722475502,0.9939697837,0,-0.4495854769,-0.4495771568,-0.0002824411804,-0.4492947157,-0.4493563134,-0.2247513692,0.2248130943,9.352017832e-11,5.873995493,0.9999999838,0.9996441407,-0.4495771568
0.026,0.01284533717,0.02568996784,0.007436460708,0.9944108243,0,-0.432521396,-0.4325134425,-0.0002512924257,-0.4322621501,-0.4323170207,-0.216223752,0.2162787451,8.572570723e-11,5.874124538,0.999999983,0.9996700128,-0.4325134425
0.025,0.01235125515,0.02470188224,0.007150445596,0.9948348265,0,-0.4155049645,-0.4154973678,-0.0002226941172,-0.4152746737,-0.415323587,-0.2077196791,0.2077687437,8.141775816e-11,5.874248708,0.9999999802,0.9996949085,-0.4154973678
0.024,0.01185717808,0.02371380048,0.006864430954,0.9952418342,0,-0.3985359771,-0.3985287353,-0.0001968659402,-0.3983318694,-0.3983751121,-0.1992386731,0.1992819951,7.1274845e-11,5.874368002,0.9999999797,0.9997188278,-0.3985287353
0.023,0.01136310313,0.0227257172,0.006578415253,0.9956318985,0,-0.38161172,-0.3816048216,-0.0001731462093,-0.3814316754,-0.3814693857,-0.1907796018,0.19081742,8.900752968e-11,5.874482421,0.9999999784,0.9997417709,-0.3816048216
0.022,0.0108690315,0.021737635,0.006292399272,0.9960050577,0,-0.3647275625,-0.364721004,-0.0001505441837,-0.3645704598,-0.3646033902,-0.1823409297,0.1823739634,7.149116742e-11,5.874591967,0.9999999767,0.9997637376,-0.364721004
0.021,0.01037496304,0.02074955383,0.006006383023,0.9963613536,0,-0.3478842474,-0.347878025,-0.0001309269541,-0.3477470981,-0.3477756786,-0.1739219071,0.1739505858,7.238052669e-11,5.874696645,0.9999999705,0.999784728,-0.347878025
0.02,0.009880897607,0.01976147365,0.005720366519,0.9967008262,0,-0.3310787288,-0.331072833,-0.000113173412,-0.3309596596,-0.3309842973,-0.1655215316,0.165546263,7.720823704e-11,5.874796446,0.9999999688,0.9998047421,-0.331072833
0.019,0.009386835057,0.01877339441,0.005434349772,0.9970235111,0,-0.3143080937,-0.3143025222,-9.627001035e-05,-0.3142062522,-0.314227333,-0.1571388212,0.157159991,7.7113839e-11,5.874891377,0.9999999676,0.9998237798,-0.3143025222
0.018,0.008892775246,0.01778531607,0.005148332795,0.9973294423,0,-0.2975717118,-0.2975664602,-8.14534039e-05,-0.2974850068,-0.2975028952,-0.1487728058,0.1487907784,7.915103304e-11,5.874981454,0.9999999453,0.9998418413,-0.2975664602
0.017,0.008398718031,0.01679723859,0.004862315599,0.9976186545,0,-0.2808680741,-0.2808631372,-6.905663362e-05,-0.2807940805,-0.2808091199,-0.1404225286,0.1404376474,8.018454181e-11,5.875066635,0.9999999585,0.9998589264,-0.2808631372
0.016,0.007904663269,0.0158091619,0.004576298198,0.9978911785,0,-0.2641936585,-0.2641890319,-5.737465163e-05,-0.2641316572,-0.2641441705,-0.1320870469,0.1320996348,7.899566297e-11,5.875146963,0.9999999533,0.9998750352,-0.2641890319
0.015,0.007410610817,0.01482108598,0.004290280605,0.9981470418,0,-0.2475467073,-0.2475423877,-4.644316314e-05,-0.2474959445,-0.2475062337,-0.1237654303,0.1237757895,7.194665954e-11,5.875222425,0.9999999459,0.9998901677,-0.2475423877
0.014,0.006916560533,0.01383301077,0.004004262832,0.9983862719,0,-0.2309262119,-0.2309221958,-3.702502819e-05,-0.2308851708,-0.230893518,-0.1154567593,0.115465172,7.66168223e-11,5.875293023,0.9999999389,0.9999043239,-0.2309221958
0.013,0.006422512273,0.01284493624,0.003718244892,0.9986088942,0,-0.2143309779,-0.2143272622,-2.967748474e-05,-0.2142975847,-0.2143042524,-0.1071601247,0.1071668532,8.007149152e-11,5.87535876,0.9999999288,0.9999175038,-0.2143272622
0.012,0.005928465896,0.01185686234,0.0034322268,0.9988149339,0,-0.1977575645,-0.1977541456,-2.269236871e-05,-0.1977314533,-0.1977366841,-0.098874627,0.09887991385,8.099657843e-11,5.875419637,0.9999999158,0.9999297074,-0.1977541456
0.011,0.005434421262,0.01086878903,0.003146208569,0.9990044094,0,-0.1812043035,-0.181201179,-1.611728673e-05,-0.1811850617,-0.1811890784,-0.09059937606,0.09060344448,8.101208807e-11,5.875475659,0.9999999011,0.9999409347,-0.181201179
