beta,alpha_p,legacy_alpha_rounding,rho_difference,q_over_T_difference,fixed_point_residual
0.1,0.0651282051282051,2.05128205130189e-07,1.89000710082432e-07,-1.80871352561951e-07,5.62812423246927e-13
0.1,0.0671794871794872,4.87179487182465e-07,2.28630265830532e-07,4.5104955172931e-07,6.00010904224226e-13
0.1,0.0692307692307692,2.30769230766259e-07,-3.86779408945159e-07,-1.68787650682567e-07,6.39400067102787e-13
0.1,0.0712820512820513,5.12820512860168e-08,-3.32788737122947e-07,-4.78117463051375e-08,6.80246440688838e-13
0.1,0.0733333333333333,3.33333333338293e-07,-2.75511533476269e-07,-1.9342815784501e-07,7.21540555977579e-13
0.1,0.0753846153846154,3.84615384610432e-07,1.30908901829763e-07,3.86981745668924e-07,7.64026995171997e-13
0.1,0.0774358974358974,1.02564102558156e-07,2.46551013050045e-07,-3.13938639903699e-07,8.08219615723556e-13
0.1,0.0794871794871795,1.79487179480242e-07,4.40988273342491e-07,-3.0352046855725e-07,8.53738680873666e-13
0.1,0.0815384615384615,4.61538461532518e-07,9.58414143603648e-08,4.10931262094516e-07,9.00157566597287e-13
0.1,0.0835897435897436,2.56410256402329e-07,-3.94251310709137e-07,-1.77861589095718e-07,9.50626292006579e-13
0.1,0.0856410256410256,2.56410256499473e-08,3.77203345003352e-07,-7.71496135240635e-08,9.97067046489276e-13
0.1,0.0876923076923077,3.07692307688345e-07,-1.70384484521335e-07,-2.94155187832712e-07,2.0973259246855e-13
0.1,0.0897435897435898,4.10256410246501e-07,3.9507979709974e-07,1.63928406349267e-07,2.19463821506982e-13
0.1,0.0917948717948718,1.28205128194225e-07,-4.81491229997744e-07,2.89937406451612e-07,2.30415287824614e-13
0.1,0.0938461538461538,1.53846153844173e-07,-3.42437065592449e-07,7.67384569569374e-08,2.4146919791925e-13
0.1,0.0958974358974359,4.35897435910326e-07,2.84064990641042e-07,-4.82770734097637e-07,2.51861647406774e-13
0.1,0.097948717948718,2.82051282038398e-07,-1.17345791195156e-07,-3.95660688878863e-07,2.61090852951458e-13
0.1,0.1,0,-4.65267091520616e-08,3.31030538112953e-07,2.74358484930121e-13
0.1,0.107954545454545,4.54545454539601e-07,-3.56993694938801e-07,2.41608099527113e-07,2.23650087611802e-13
0.1,0.115909090909091,9.09090909079202e-08,4.07991812667596e-07,2.24076043650601e-07,2.57178599738242e-13
0.1,0.123863636363636,3.63636363631681e-07,-3.6089500110581e-07,-1.16801029875768e-07,2.93680483691127e-13
0.1,0.131818181818182,1.81818181843596e-07,3.73370464323841e-07,-1.67355923938461e-07,3.3340841208527e-13
0.1,0.139772727272727,2.72727272737638e-07,-4.67466058196031e-07,-3.04395526673495e-07,3.76692033185024e-13
0.1,0.147727272727273,2.72727272737638e-07,1.75289620818475e-07,1.05424397517373e-07,4.25403121421827e-13
0.1,0.155681818181818,1.81818181788085e-07,-2.42533643945997e-07,-2.93773755946636e-07,4.69716158369153e-13
0.1,0.163636363636364,3.63636363631681e-07,3.95841654232676e-07,1.53539333663799e-07,5.22803005243165e-13
0.1,0.171590909090909,9.0909090921798e-08,1.15997135674561e-07,1.14930267428037e-07,5.76220500029043e-13
0.1,0.179545454545455,4.54545454525723e-07,1.15222230090417e-07,2.70634645208045e-07,6.28939132824543e-13
0.1,0.1875,0,-4.75151469281343e-08,3.14189941452714e-07,6.94259401548781e-13
0.1,0.195454545454545,4.54545454553479e-07,-2.68098784950155e-07,-4.69307578354616e-08,7.58656651907369e-13
0.1,0.203409090909091,9.09090908940424e-08,1.92239407947881e-07,-9.06845460113548e-08,8.24799236116845e-13
0.1,0.211363636363636,3.63636363631681e-07,-2.83601722550486e-07,-7.98244027128137e-08,8.93842702851282e-13
0.1,0.219318181818182,1.81818181788085e-07,-1.27677850403352e-07,-2.61265248713283e-07,9.71562558875214e-13
0.1,0.227272727272727,2.72727272737638e-07,-4.76141944205644e-07,1.34548903157894e-07,2.09067400790909e-13
0.1,0.235227272727273,2.72727272737638e-07,-2.77382820934591e-07,-1.0572339340098e-07,2.2331324130102e-13
0.1,0.243181818181818,1.81818181843596e-07,1.25161221498082e-07,-1.77692255465267e-07,2.38994560251158e-13
0.1,0.251136363636364,3.6363636357617e-07,-2.95959894591746e-07,-2.5861020380713e-07,2.56967830007011e-13
0.1,0.259090909090909,9.09090909773091e-08,3.54397126312023e-07,4.93249947525198e-07,2.75268163924117e-13
0.1,0.267045454545455,4.54545454553479e-07,1.95377888867476e-07,-6.0787721856137e-08,2.9332868034272e-13
0.1,0.275,0,-3.816807536694e-07,-3.91909473484997e-08,3.12391469610417e-13
0.1,0.282954545454545,4.54545454553479e-07,7.06550719042909e-08,4.60384843387063e-07,3.3271120466553e-13
0.1,0.290909090909091,9.0909090921798e-08,-2.41565338399141e-07,3.61692283040727e-07,3.50028249247663e-13
0.1,0.298863636363636,3.63636363687192e-07,2.53486939105763e-07,-3.8952196967923e-07,3.72511789935918e-13
0.1,0.306818181818182,1.81818181788085e-07,2.42226175339866e-07,1.75057455753524e-07,3.94315346228293e-13
0.1,0.314772727272727,2.72727272765394e-07,-4.94464467148958e-07,4.68764740357841e-08,4.16280117640298e-13
0.1,0.322727272727273,2.72727272765394e-07,2.57806048287179e-07,2.41058748351453e-07,4.40486714980996e-13
0.1,0.330681818181818,1.81818181788085e-07,5.0966464382185e-10,-2.03063537235204e-07,4.61851537456412e-13
0.1,0.338636363636364,3.63636363631681e-07,-1.02786585354231e-07,-2.21437335218289e-07,4.92132587546326e-13
0.1,0.346590909090909,9.0909090921798e-08,-2.44604591692621e-07,2.75203068084151e-07,5.11396284884827e-13
0.1,0.354545454545454,4.54545454497968e-07,-4.99400725328947e-07,4.01805196642568e-07,5.38511543884999e-13
0.1,0.3625,5.55111512312578e-17,1.17047430969741e-07,2.99442363405067e-07,5.64392930997321e-13
0.1,0.370454545454545,4.54545454497968e-07,-7.52302797835114e-08,1.35730220979235e-07,5.91171131078539e-13
0.1,0.378409090909091,9.0909090921798e-08,3.80645717168449e-08,1.05213155549011e-07,6.1892395631477e-13
0.1,0.386363636363636,3.63636363631681e-07,-1.00957008974945e-07,4.29717962685539e-07,6.47152224822274e-13
