beta,alpha_p,legacy_alpha_rounding,rho_difference,q_over_T_difference,fixed_point_residual
0.1,0.394318181818182,1.81818181788085e-07,-1.87988909328141e-07,3.58671928185617e-07,6.70682572867838e-13
0.1,0.402272727272727,2.72727272765394e-07,3.11099003003079e-07,1.69382516124195e-07,7.08101946645126e-13
0.1,0.410227272727273,2.72727272654372e-07,3.17736116306477e-07,1.67275672979805e-07,7.46379749586367e-13
0.1,0.418181818181818,1.81818181899107e-07,1.09596663300238e-07,-3.13910346189106e-07,7.72342897676359e-13
0.1,0.426136363636364,3.63636363631681e-07,1.49934778592709e-07,8.8021480687539e-08,8.05926782424762e-13
0.1,0.434090909090909,9.0909090921798e-08,-5.20423763195055e-07,-2.36177461032661e-07,8.39736571795314e-13
0.1,0.442045454545455,4.54545454497968e-07,8.33441120562384e-08,1.3284067107433e-07,8.75949970769601e-13
0.1,0.45,5.55111512312578e-17,-8.52418564623036e-08,-3.56994991845827e-07,9.10578477177224e-13
0.15,0.02,0,-7.66126709850212e-08,-3.26329776593332e-07,4.6012397856498e-13
0.15,0.0241025641025641,4.35897435896448e-07,-1.21763447324952e-07,-2.07752510323483e-07,6.11955564409605e-13
0.15,0.0261538461538462,1.53846153847642e-07,-3.54079131792417e-07,-2.87920476101447e-07,6.96584865318219e-13
0.15,0.0282051282051282,1.28205128204634e-07,4.09254763633626e-07,-4.71876157228518e-07,7.87180619252051e-13
0.15,0.0302564102564103,4.1025641025691e-07,2.78175750656473e-07,2.32277622389671e-07,8.83680622916877e-13
0.15,0.0323076923076923,3.07692307695284e-07,3.70508202895969e-07,-1.83553490521599e-07,9.85957810432957e-13
0.15,0.0343589743589744,2.56410256360695e-08,-1.88304093540204e-07,2.72545201566998e-07,2.18762620739888e-13
0.15,0.0364102564102564,2.56410256416206e-07,-2.65635542007203e-07,-4.07501779629144e-07,2.41741423114418e-13
0.15,0.0384615384615385,4.61538461539457e-07,2.79924704194023e-07,-2.31759700160261e-07,2.65664170849455e-13
0.15,0.0405128205128205,1.79487179487181e-07,-4.02249982545122e-07,-2.08282840793994e-07,2.90744998883986e-13
0.15,0.0425641025641026,1.02564102565095e-07,-1.54596764501136e-07,-3.45113922294027e-07,2.09239166178217e-13
0.15,0.0446153846153846,3.84615384610432e-07,1.88425904212863e-07,3.4971656382235e-07,3.88171243660641e-13
0.15,0.0466666666666667,3.33333333331354e-07,-1.99026860325802e-07,-1.31809136438843e-07,2.65970056342274e-13
0.15,0.0487179487179487,5.1282051272139e-08,-1.34475913848853e-07,2.02304698125599e-07,2.89173160341504e-13
0.15,0.0507692307692308,2.30769230766259e-07,-4.28194451451702e-07,3.44067844083862e-07,3.1691964686481e-13
0.15,0.0528205128205128,4.87179487175526e-07,1.20026810934704e-07,2.85504749130555e-07,3.43999607221367e-13
0.15,0.0548717948717949,2.05128205123251e-07,-2.82826138509051e-07,1.86551634279164e-08,3.72713433550716e-13
0.15,0.0569230769230769,7.69230769220863e-08,-4.20767997666438e-07,-4.64425236511301e-07,4.02335277081972e-13
0.15,0.058974358974359,3.58974358974362e-07,-6.91129637964139e-08,-1.7166422198317e-07,4.32969026419199e-13
0.15,0.061025641025641,3.58974358974362e-07,5.41625466699003e-09,-1.10972384684271e-07,4.6514121182563e-13
0.15,0.0630769230769231,7.69230769220863e-08,4.27053609142192e-08,-2.90242510407601e-07,4.98293610452753e-13
0.15,0.0651282051282051,2.05128205130189e-07,2.9516438448951e-07,2.82651049565708e-07,5.34517737667138e-13
0.15,0.0671794871794872,4.87179487182465e-07,1.90249570541923e-08,-4.00146995073458e-07,5.67998304638226e-13
0.15,0.0692307692307692,2.30769230766259e-07,4.83619172930716e-07,-3.46472235866757e-07,6.04980728240186e-13
0.15,0.0712820512820513,5.12820512860168e-08,-3.56961145087098e-08,4.35860054860682e-07,6.42673096230452e-13
0.15,0.0733333333333333,3.33333333338293e-07,-2.54971734725551e-07,-6.09444343185883e-08,6.82111444707454e-13
0.15,0.0753846153846154,3.84615384610432e-07,1.21718199963539e-07,1.55341567199818e-07,7.22542936439704e-13
0.15,0.0774358974358974,1.02564102558156e-07,3.94663884906166e-07,7.69675618864096e-08,7.63556031953747e-13
0.15,0.0794871794871795,1.79487179480242e-07,-1.24843409610165e-07,-3.03794094651255e-07,8.06753000089782e-13
0.15,0.0815384615384615,4.61538461532518e-07,-1.1575679936815e-07,5.35244815830227e-09,8.50493395661945e-13
0.15,0.0835897435897436,2.56410256402329e-07,-2.5108122081452e-07,-3.27282605877555e-09,8.92896668789803e-13
0.15,0.0856410256410256,2.56410256499473e-08,-1.91710076036244e-07,-3.37325166153979e-07,9.41632811684059e-13
0.15,0.0876923076923077,3.07692307688345e-07,4.09470587214855e-07,-4.43440888869828e-09,9.88965573028124e-13
0.15,0.0897435897435898,4.10256410246501e-07,-9.25406458129885e-08,-1.22044039388425e-08,2.08011730045603e-13
0.15,0.0917948717948718,1.28205128194225e-07,-3.32570363692497e-07,-3.68212126136691e-07,2.17327645858089e-13
0.15,0.0938461538461538,1.53846153844173e-07,6.41067462447964e-08,-8.0007392773418e-08,2.30335811270329e-13
0.15,0.0958974358974359,4.35897435910326e-07,4.77474312865489e-07,-1.55111986643863e-07,2.37859121956333e-13
0.15,0.097948717948718,2.82051282038398e-07,3.02270245389202e-07,3.98980938370874e-07,2.48480897686159e-13
0.15,0.1,0,-5.42814981852047e-08,-4.2519250070816e-07,2.59603522821668e-13
0.15,0.107954545454545,4.54545454539601e-07,-3.52397984126895e-07,4.39471997695784e-07,2.15018214052262e-13
0.15,0.115909090909091,9.09090909079202e-08,-1.01386250728197e-07,7.56280524039088e-08,2.47735502833832e-13
0.15,0.123863636363636,3.63636363631681e-07,-4.71299769877476e-07,6.17426714755176e-08,2.84939638802435e-13
0.15,0.131818181818182,1.81818181843596e-07,3.27531057497943e-07,-1.56525091499216e-08,3.1968314328258e-13
0.15,0.139772727272727,2.72727272737638e-07,1.38207765232323e-08,4.38622046419757e-07,3.55944061608117e-13
0.15,0.147727272727273,2.72727272737638e-07,2.03304535872917e-07,2.89826180693842e-08,3.98729323859295e-13
0.15,0.155681818181818,1.81818181788085e-07,3.45258825196204e-07,3.69676850825451e-07,4.44458248022868e-13
0.15,0.163636363636364,3.63636363631681e-07,-3.49149389067271e-07,8.5384406448008e-08,4.97547608945442e-13
0.15,0.171590909090909,9.0909090921798e-08,1.54950076103333e-08,-1.88176210932922e-07,5.48828165211164e-13
0.15,0.179545454545455,4.54545454525723e-07,-9.74246021634428e-08,1.96365473728588e-07,5.98518015809347e-13
0.15,0.1875,0,2.14536558962308e-07,-1.01348556699743e-07,6.5989663983983e-13
0.15,0.195454545454545,4.54545454553479e-07,1.26111166398601e-07,-4.08778800253806e-07,7.2547173054752e-13
0.15,0.203409090909091,9.09090908940424e-08,-9.72905016549674e-08,-3.98558086811551e-08,7.81717555423168e-13
0.15,0.211363636363636,3.63636363631681e-07,-3.24408926388742e-07,-2.94341291909306e-07,8.42114100707396e-13
0.15,0.219318181818182,1.81818181788085e-07,1.86465171525541e-07,-4.57182999652472e-07,9.15579441548811e-13
0.15,0.227272727272727,2.72727272737638e-07,-5.05726408750462e-07,2.02136580557122e-07,9.79133679543421e-13
0.15,0.235227272727273,2.72727272737638e-07,-3.5449979973734e-07,4.30257277417301e-07,2.11433022966751e-13
0.15,0.243181818181818,1.81818181843596e-07,3.08587214448153e-07,-9.39575856007124e-09,2.26962295194503e-13
0.15,0.251136363636364,3.6363636357617e-07,3.6700360017683e-07,-3.35944661894461e-07,2.50092630216016e-13
0.15,0.259090909090909,9.09090909773091e-08,-5.34588065814745e-07,2.49613909930613e-07,2.58924810706292e-13
0.15,0.267045454545455,4.54545454553479e-07,-4.30525691097472e-07,-4.34914727093227e-07,2.84021455385253e-13
0.15,0.275,0,4.2305858838354e-07,4.47756537014232e-07,2.93449322669259e-13
0.15,0.282954545454545,4.54545454553479e-07,5.13405606916706e-08,-2.44920934505677e-07,3.06552541495859e-13
0.15,0.290909090909091,9.0909090921798e-08,1.99500559405763e-07,3.65352411879627e-07,3.31360528553042e-13
0.15,0.298863636363636,3.63636363687192e-07,-1.92511244945237e-07,1.78408851386758e-07,3.51070963888506e-13
0.15,0.306818181818182,1.81818181788085e-07,4.36858474062163e-07,1.16297169061585e-07,3.70948461466445e-13
0.15,0.314772727272727,2.72727272765394e-07,-2.42927928661985e-07,1.23964401188559e-07,3.98730884543217e-13
0.15,0.322727272727273,2.72727272765394e-07,6.30443897087218e-09,1.69933971505554e-07,4.13787285909974e-13
0.15,0.330681818181818,1.81818181788085e-07,-4.76732087584253e-07,2.46978624746097e-07,4.41879403509805e-13
0.15,0.338636363636364,3.63636363631681e-07,3.06534638339073e-07,3.72786113728152e-07,4.57829917639225e-13
0.15,0.346590909090909,9.0909090921798e-08,-4.41225575187332e-07,-4.09384154964609e-07,4.81417386697485e-13
0.15,0.354545454545454,4.54545454497968e-07,3.95762630445162e-07,-3.00560470956057e-08,5.05520558439176e-13
0.15,0.3625,5.55111512312578e-17,-5.07526368487277e-07,-3.92905304097413e-07,5.23450495971411e-13
0.15,0.370454545454545,4.54545454497968e-07,-1.39468046667091e-07,-3.74144814963007e-07,5.55650656687644e-13
0.15,0.378409090909091,9.0909090921798e-08,-3.62513466134473e-07,1.78070902301375e-07,5.88281635662692e-13
0.15,0.386363636363636,3.63636363631681e-07,-9.16723670307817e-08,4.44218710010658e-07,6.08392518160464e-13
0.15,0.394318181818182,1.81818181788085e-07,-3.36943585033112e-07,-3.66045715710639e-07,6.44206070554612e-13
0.15,0.402272727272727,2.72727272765394e-07,-3.74577918238472e-07,-1.33697827253698e-08,6.64957286097407e-13
0.15,0.410227272727273,2.72727272654372e-07,2.9522618860689e-07,-2.28218596159957e-07,6.94071626362048e-13
0.15,0.418181818181818,1.81818181899107e-07,-1.50515400809681e-07,2.89573465761528e-07,7.24835597359375e-13
0.15,0.426136363636364,3.63636363631681e-07,1.48320293602566e-07,-1.28789668679685e-07,7.56105629707433e-13
0.15,0.434090909090909,9.0909090921798e-08,-2.89191130820043e-07,-1.20703423617252e-07,7.87846999399176e-13
0.15,0.442045454545455,4.54545454497968e-07,-3.19461462172654e-07,-2.91850025896379e-07,8.20305865338462e-13
0.15,0.45,5.55111512312578e-17,-2.18780022098741e-07,-2.15940242132007e-07,8.47347852932757e-13
