q,alpha_p,P,alpha_h,s_real,T,v_nom,v_real,lam_max,margin,N_half,eig_type
0.18,0.09012194501459525,0.00846978643401669,0.08906659467194972,0.17789776518476433,3.456179676989008,0.05208062566840111,0.051472371754626836,0.7197966564430983,0.2802033435569017,2.1081982397244317,complex
0.19,0.09514347930589002,0.009442883343904435,0.09403168501335697,0.1877863511280572,3.4563561308338273,0.05497118722952994,0.054330729826372014,0.7194675992947559,0.2805324007052441,2.1052703504238783,complex
0.2,0.1001674211615598,0.010469892796933796,0.09899953255417797,0.19767579514739014,3.4565402475771436,0.05786132539327141,0.057188917526984004,0.7191188574157973,0.2808811425842027,2.1021747181792247,complex
0.21,0.10519390104038849,0.011551025500161946,0.10397028484461122,0.20756613876370836,3.456731727667859,0.06075102627118824,0.06004693309068167,0.7187501390754023,0.2812498609245977,2.098910023320866,complex
0.22,0.11022304998774664,0.012686503861233395,0.10894408981727068,0.21745742293746825,3.456930255304405,0.06364027728428313,0.06290477587848231,0.7183611362625304,0.2816388637374696,2.0954748933513017,complex
0.23,0.1152549996675776,0.013876562127554141,0.1139210958083573,0.22734968804062147,3.457135498303127,0.06652906723294225,0.06576244643931718,0.7179515214568195,0.2820484785431805,2.0918678786066187,complex
0.24,0.12028988239478806,0.015121446533486673,0.11890145157903054,0.23724297382837836,3.4573471079591807,0.06941738636756907,0.06861994657181508,0.7175209650046438,0.2824790349953562,2.0880876092651106,complex
0.25,0.1253278311680654,0.016421415455753444,0.123885306348722,0.24713731943402234,3.457564718902816,0.07230522645989172,0.07147727939347034,0.7170691200505076,0.2829308799494924,2.0841326661825175,complex
0.26,0.1303689797031455,0.01777673957724814,0.12887280977143634,0.25703276324987034,3.457787948945998,0.07519258087508031,0.07433444937773556,0.7165956226346825,0.28340437736531754,2.0800015863723367,complex
0.27,0.13541346246655556,0.019187702059466145,0.13386411202656398,0.26692934303483645,3.458016398929291,0.07807944464450786,0.07719146245734579,0.7161001021194062,0.2838998978805938,2.075692958318773,complex
0.28,0.14046141470985582,0.02065459872377797,0.13885936379636826,0.27682709579623543,3.4582496525564457,0.08096581453944926,0.08004832606332982,0.715582171630517,0.28441782836948304,2.0712053426808996,complex
0.29,0.1455129725044066,0.022177738241782385,0.1438587163005094,0.2867260577840424,3.4584872762262022,0.08385168914556172,0.08290504919737895,0.7150414325682972,0.2849585674317028,2.0665373160813605,complex
0.3,0.15056827277668602,0.023757442334989762,0.14886232131970636,0.2966262644627429,3.4587288188575673,0.08673706893826133,0.08576164249867956,0.7144774768360669,0.2855225231639331,2.06168749455863,complex
0.31,0.15562745334418546,0.025394045984099643,0.15387033121982496,0.306527750483149,3.4589738117092366,0.0896219563590205,0.08861811831170809,0.7138898776522052,0.28611012234779476,2.0566544590384295,complex
0.32,0.1606906529519106,0.02708789764815197,0.15888289897643543,0.3164305496542285,3.4592217681931983,0.09250635589262629,0.09147449075504192,0.7132782160419251,0.2867217839580749,2.0514369865234645,complex
0.33,0.16575801130951626,0.02883935949384596,0.1639001781998547,0.32633469491493117,3.459472183682785,0.09539027414543283,0.09433077579121657,0.7126420375704647,0.28735796242953526,2.0460336843610625,complex
0.34,0.17082966912910452,0.030648807635337044,0.16892232316068637,0.3362402183059961,3.45972453531494,0.09827371992465571,0.0971869912976722,0.7119808913143936,0.28801910868560643,2.040443327973696,complex
0.35,0.17590576816371628,0.032516632384838894,0.1739494888158941,0.3461471509417651,3.4599782817870817,0.1011567043187406,0.10004315713883032,0.7112943153030667,0.28870568469693325,2.034664740316155,complex
0.36,0.1809864512465477,0.034443238514374835,0.17898183083542532,0.3560555229819884,3.46023286314846,0.10403924077885227,0.1028992952393424,0.7105818335546128,0.2894181664453872,2.028696771538279,complex
0.37,0.1860718623309233,0.036429045529041325,0.18401950562940936,0.36596536360362214,3.4604877005861936,0.10692134520152272,0.10575542965855043,0.7098429696335452,0.2901570303664548,2.02253841676323,complex
0.38,0.1911621465310596,0.038474487952165445,0.18906267037596527,0.3758767009726391,3.4607421962060303,0.10980303601250316,0.10861158666620939,0.709077220769606,0.290922779230394,2.0161886042163837,complex
0.39,0.19625745016365348,0.040580015622758044,0.1941114830496316,0.3857895622158229,3.4609957328080565,0.1126843342518588,0.11146779481950271,0.7082840919072859,0.2917159080927141,2.00964648305603,complex
0.4,0.2013579207903308,0.04274609400568546,0.19916610245046154,0.395703973392581,3.461247673657251,0.11556526366035773,0.11432408504141199,0.7074630735199868,0.29253692648001317,2.002911242095453,complex
0.41,0.2064637072609924,0.04497320451500471,0.20422668823379725,0.4056199594667473,3.461497362249288,0.1184458507671897,0.11718049070046803,0.7066136506471101,0.2933863493528899,1.9959821883497466,complex
0.42,0.2115749597580956,0.04726184485093021,0.20929340094076712,0.4155375442784041,3.4617441220714493,0.12132612497906953,0.12003704769194595,0.705735288708958,0.29426471129104204,1.9888586352235906,complex
0.43,0.21669182984191085,0.049612529350924264,0.21436640202952192,0.42545675051569715,3.4619872563589444,0.12420611867076639,0.12289379452053797,0.7048274623348649,0.29517253766513507,1.9815401404215098,complex
0.44,0.22181447049679442,0.05202578935542927,0.21944585390725452,0.4353775996866689,3.4622260478467872,0.12708586727710713,0.12575077238455792,0.7038896295918587,0.29611037040814125,1.9740262991763653,complex
0.45,0.22694303617851996,0.05450217358878648,0.22453191996302227,0.44530011209108716,3.462459758517237,0.12996540938650733,0.12860802526172388,0.7029212481322061,0.29707875186779387,1.9663168776395257,complex
0.46,0.23207768286271319,0.057042248555914346,0.22962476460144068,0.4552243067923363,3.4626876293431823,0.13284478683607243,0.1314655999965799,0.7019217694648007,0.29807823053519933,1.9584117687422498,complex
0.47,0.2372185680944353,0.05964659895534924,0.23472455327722888,0.4651502015892662,3.4629088800274945,0.1357240448083255,0.1343235463895813,0.7008906253351394,0.29910937466486065,1.9503108878353552,complex
0.48,0.24236585103896321,0.062315828109282795,0.23983145253070753,0.475077812988126,3.463122708738479,0.13860323192961618,0.13718191728793344,0.6998272619605611,0.3001727380394389,1.942014444671309,complex
0.49,0.24751969253381592,0.06505055841126325,0.24494563002424383,0.48500715617449885,3.463328291841787,0.14148240037025758,0.14004076867820509,0.6987311098092137,0.3012688901907863,1.9335227064152456,complex
0.5,0.25268025514207865,0.06785143179226268,0.25006725458253903,0.4949382449907733,3.463524783628973,0.1443616059464473,0.14290015978236845,0.6976015942037915,0.30239840579620847,1.9248360832260802,complex
0.51,0.2578477032070788,0.07071911020584937,0.2551964962196627,0.5048710918859393,3.4637113160420565,0.14724090822406388,0.14576015314776572,0.6964381486157772,0.30356185138422276,1.9159552305535155,complex
0.52,0.2630222029084689,0.07365427613324287,0.26033352619579736,0.5148057079209173,3.4638869983969327,0.15012037062428799,0.1486208147549751,0.6952401842522994,0.3047598157477006,1.9068808167060263,complex
0.53,0.26820392231977536,0.07665763310907046,0.2654785170465103,0.5247421027184554,3.4640509171020306,0.15300006053126652,0.1514822141117505,0.6940071311014276,0.30599286889857236,1.8976138358100862,complex
0.54,0.27339303146747324,0.07972990626868735,0.270631642627527,0.5346802844408518,3.464202135375491,0.15588004940175595,0.15434442435700907,0.6927383923315001,0.30726160766849986,1.8881552624639322,complex
0.55,0.2785897023916506,0.0828718429179681,0.27579307815782,0.5446202597620747,3.4643396929597863,0.15876041287686288,0.15720752236532962,0.6914333883303129,0.30856661166968713,1.8785063827152215,complex
0.56,0.28379410920832787,0.08608421312652613,0.28096300026399523,0.5545620338399675,3.4644626058345582,0.1616412308959245,0.16007158885364225,0.6900915330162372,0.30990846698376284,1.8686686140848021,complex
0.57,0.2890064281735013,0.08936781034536811,0.28614158702608217,0.5645056102886459,3.464569865927638,0.16452258781260934,0.16293670849021819,0.688712230838804,0.31128776916119605,1.8586434837901642,complex
0.58,0.29422683774898245,0.09272345205004602,0.2913290180246768,0.5744509911508832,3.4646604408247232,0.16740457251329874,0.16580297000595579,0.6872948904443222,0.31270510955567776,1.8484327274145913,complex
0.59,0.2994555186701077,0.09615198041042505,0.29652547438957155,0.5843981768706348,3.4647332734776946,0.1702872785378347,0.1686704663080891,0.6858389244846546,0.31416107551534544,1.8380382835395832,complex
0.6,0.30469265401539747,0.09965426298824846,0.301731138849817,0.5943471662654841,3.4647872819125203,0.17317080420267744,0.17153929459629388,0.6843437429134156,0.3156562570865844,1.8274622422284779,complex
0.61,0.30993842927824544,0.1032311934637434,0.3069461957854823,0.6042979564994025,3.4648213589366206,0.17605525272656872,0.17440955648139564,0.6828087424783832,0.3171912575216168,1.8167067693181176,complex
0.62,0.31519303244072444,0.10688369239258123,0.3121708312810351,0.6142505430555488,3.464834371846256,0.17894073235876773,0.1772813581066624,0.6812333404874852,0.3187666595125148,1.8057743404466033,complex
0.63,0.3204566540495979,0.11061270799457788,0.3174052331805007,0.6242049197092854,3.4648251621337725,0.18182735650996654,0.18015481027183375,0.6796169422233955,0.3203830577766045,1.7946675073984144,complex
0.64,0.3257294872946302,0.11441921697559708,0.32264959114432973,0.634161078501141,3.464792545195993,0.18471524388592137,0.18303002855983933,0.6779589435859368,0.3220410564140632,1.7833889158842786,complex
0.65,0.3310117280892945,0.11830422538420154,0.3279040967081834,0.6441190097099806,3.46473531004372,0.18760451862390548,0.18590713346638094,0.6762587731891406,0.3237412268108594,1.7719415863365537,complex
0.66,0.33630357515398035,0.12226876950468336,0.3331689433437842,0.6540787018265138,3.4646522190125344,0.1904953104320836,0.18878625053250908,0.6745158245232592,0.3254841754767408,1.7603284481051231,complex
0.67,0.3416052301018077,0.1263139167881984,0.3384443265217946,0.6640401415269169,3.4645420074755022,0.19338775473188938,0.19166751048020375,0.6727295034328726,0.32727049656712737,1.748552658111311,complex
0.68,0.34691689752716176,0.13044076682382696,0.34373044377680917,0.6740033136465715,3.464403383558116,0.1962819928035072,0.19455104935105344,0.6708992290868226,0.32910077091317735,1.7366175975616527,complex
0.69,0.35223878509706474,0.1346504523514884,0.34902749477455336,0.6839682011539265,3.464235027856892,0.19917817193450074,0.19743700864806954,0.6690243904919734,0.3309756095080266,1.72452658280463,complex
0.7,0.35757110364551026,0.13894414031874866,0.3543356813816185,0.6939347851249295,3.4640355931605615,0.20207644557177454,0.20032553548094126,0.6671044137221919,0.33289558627780813,1.7122832968092763,complex
0.71,0.3629140672708885,0.14332303298367782,0.3596552077375578,0.7039030447175098,3.4638037041752057,0.20497697347692623,0.20321678271463187,0.6651386989936109,0.3348613010063891,1.6998913754571263,complex
0.72,0.36826789343663996,0.14778836906604256,0.36498628032962405,0.7138729571464482,3.463537957253731,0.20787992188510448,0.20611090912151694,0.6631266417242803,0.33687335827571974,1.6873545413418523,complex
0.73,0.373632803075281,0.15234142494925257,0.37032910807007113,0.7238444976582854,3.4632369201307847,0.2107854636674503,0.20900807953703335,0.6610676514011858,0.33893234859881416,1.6746767148202415,complex
0.74,0.3790090206959508,0.15698351593562362,0.37568390237648686,0.7338176395069274,3.4628991316628235,0.21369377849728616,0.21190846501918206,0.6589611150280407,0.34103888497195933,1.661861781457397,complex
0.75,0.3843967744956391,0.16171599755767482,0.3810508772550264,0.7437923539294793,3.462523101574068,0.21660505302016583,0.21481224301185176,0.6568064217290411,0.34319357827095887,1.6489137408075958,complex
0.76,0.38979629647426056,0.16654026694834084,0.3864302493868236,0.7537686101225888,3.4621073102087023,0.2195194810279251,0.21771959751217249,0.6546029697676822,0.3453970302323178,1.6358367404477476,complex
0.77,0.3952078225537514,0.1714577642731554,0.3918222382175018,0.7637463752189041,3.46165020829142,0.2224372636367705,0.22063071924181196,0.652350121526636,0.34764987847336404,1.622634803729472,complex
0.78,0.40063159270137194,0.17646997422765004,0.3972270660502833,0.7737256142643143,3.461150216695434,0.22535860946963246,0.22354580582261932,0.6500472474139616,0.3499527525860384,1.609312088798663,complex
0.79,0.4060678510574098,0.18157842760341292,0.40264495814268375,0.7837062901956682,3.460605726218728,0.22828373484291808,0.22646506195665178,0.6476937008166288,0.3523062991833712,1.5958727366841432,complex
0.8,0.41151684606748806,0.18678470292646715,0.408076142807017,0.7936883638190989,3.4600150973689017,0.2312128639578318,0.2293886996107743,0.64528882138324,0.35471117861676005,1.582320889171313,complex
