s_max,n,exponent,coefficient,r_squared
0.03,21,2.0063186549802525,8.665983246201048,0.9999991478505527
0.05,41,2.0134188167310425,8.919082884094095,0.9999925197244576
0.1,92,2.0471945642893488,10.103243214992034,0.9998090115851256
0.15,142,2.151295204990751,14.340783312879427,0.9957518491776048
0.3,294,1.7406953066844406,4.280632270558825,0.9434754158050719
0.8,791,0.9773800746750809,0.6757897840274689,0.7566750177575637
