q,alpha_p,P,alpha_h,s,v,T,cos2alpha_h,lam_max,recovery_margin,N_half,lam1_re,lam1_im,lam2_re,lam2_im,eig_type,stable
0.516,0.2609515461,0.07247206671,0.2582777686,0.5108316486,0.1474764656,3.463818,0.8695255134,0.69572355,0.30427645,1.9105,0.24263531,0.65204245,0.24263531,-0.65204245,complex,1
0.517,0.2614691026,0.07276659872,0.2587915892,0.5118251367,0.147762542,3.463835,0.8690175147,0.69560323,0.30439677,1.9096,0.24073469,0.65261832,0.24073469,-0.65261832,complex,1
0.518,0.2619867308,0.07306181048,0.2593054889,0.5128186427,0.1480486257,3.463853,0.8685085199,0.69548257,0.30451743,1.9087,0.23883150,0.65318873,0.23883150,-0.65318873,complex,1
0.519,0.2625044308,0.07335770272,0.2598194678,0.5138121664,0.1483347166,3.463870,0.8679985288,0.69536155,0.30463845,1.9078,0.23692575,0.65375368,0.23692575,-0.65375368,complex,1
0.520,0.2630222029,0.07365427613,0.2603335262,0.5148057079,0.1486208148,3.463887,0.8674875415,0.69524019,0.30475981,1.9069,0.23501744,0.65431317,0.23501744,-0.65431317,complex,1
0.521,0.2635400472,0.07395153144,0.2608476642,0.5157992672,0.1489069203,3.463904,0.866975558,0.69511847,0.30488153,1.9060,0.23310660,0.65486716,0.23310660,-0.65486716,complex,1
0.522,0.2640579638,0.07424946935,0.261361882,0.5167928443,0.1491930333,3.463921,0.866462578,0.69499640,0.30500360,1.9050,0.23119322,0.65541566,0.23119322,-0.65541566,complex,1
0.523,0.264575953,0.07454809059,0.2618761797,0.5177864392,0.1494791538,3.463937,0.8659486017,0.69487398,0.30512602,1.9041,0.22927733,0.65595865,0.22927733,-0.65595865,complex,1
0.524,0.2650940148,0.07484739588,0.2623905575,0.5187800519,0.149765282,3.463954,0.8654336289,0.69475121,0.30524879,1.9032,0.22735891,0.65649613,0.22735891,-0.65649613,complex,1
0.525,0.2656121496,0.07514738593,0.2629050157,0.5197736824,0.1500514177,3.463970,0.8649176595,0.69462808,0.30537192,1.9023,0.22543800,0.65702807,0.22543800,-0.65702807,complex,1
0.526,0.2661303574,0.07544806147,0.2634195543,0.5207673308,0.1503375612,3.463987,0.8644006936,0.69450460,0.30549540,1.9013,0.22351460,0.65755446,0.22351460,-0.65755446,complex,1
0.527,0.2666486383,0.07574942323,0.2639341736,0.521760997,0.1506237126,3.464003,0.863882731,0.69438073,0.30561927,1.9004,0.22158869,0.65807526,0.22158869,-0.65807526,complex,1
0.528,0.2671669927,0.07605147194,0.2644488737,0.522754681,0.1509098718,3.464019,0.8633637717,0.69425657,0.30574343,1.8995,0.21966035,0.65859056,0.21966035,-0.65859056,complex,1
0.529,0.2676854207,0.07635420832,0.2649636548,0.5237483829,0.1511960389,3.464035,0.8628438157,0.69413203,0.30586797,1.8985,0.21772952,0.65910025,0.21772952,-0.65910025,complex,1
0.530,0.2682039223,0.07665763311,0.265478517,0.5247421027,0.1514822141,3.464051,0.8623228628,0.69400710,0.30599290,1.8976,0.21579623,0.65960431,0.21579623,-0.65960431,complex,1
0.531,0.2687224979,0.07696174704,0.2659934607,0.5257358404,0.1517683974,3.464067,0.8618009131,0.69388184,0.30611816,1.8967,0.21386052,0.66010279,0.21386052,-0.66010279,complex,1
0.532,0.2692411475,0.07726655086,0.2665084858,0.5267295959,0.1520545889,3.464082,0.8612779664,0.69375626,0.30624374,1.8957,0.21192239,0.66059568,0.21192239,-0.66059568,complex,1
0.533,0.2697598714,0.07757204529,0.2670235926,0.5277233693,0.1523407886,3.464098,0.8607540228,0.69363029,0.30636971,1.8948,0.20998182,0.66108291,0.20998182,-0.66108291,complex,1
0.534,0.2702786696,0.07787823108,0.2675387813,0.5287171606,0.1526269967,3.464113,0.8602290821,0.69350395,0.30649605,1.8939,0.20803883,0.66156449,0.20803883,-0.66156449,complex,1
0.535,0.2707975425,0.07818510899,0.2680540521,0.5297109698,0.1529132132,3.464128,0.8597031443,0.69337726,0.30662274,1.8929,0.20609345,0.66204042,0.20609345,-0.66204042,complex,1
0.536,0.2713164901,0.07849267974,0.268569405,0.5307047969,0.1531994381,3.464143,0.8591762093,0.69325021,0.30674979,1.8920,0.20414568,0.66251067,0.20414568,-0.66251067,complex,1
0.537,0.2718355126,0.07880094409,0.2690848404,0.5316986419,0.1534856716,3.464158,0.8586482771,0.69312280,0.30687720,1.8910,0.20219553,0.66297525,0.20219553,-0.66297525,complex,1
0.538,0.2723546102,0.0791099028,0.2696003583,0.5326925048,0.1537719138,3.464173,0.8581193477,0.69299502,0.30700498,1.8901,0.20024300,0.66343413,0.20024300,-0.66343413,complex,1
0.539,0.2728737831,0.0794195566,0.270115959,0.5336863857,0.1540581647,3.464188,0.8575894209,0.69286689,0.30713311,1.8891,0.19828812,0.66388730,0.19828812,-0.66388730,complex,1
0.540,0.2733930315,0.07972990627,0.2706316426,0.5346802844,0.1543444244,3.464202,0.8570584967,0.69273840,0.30726160,1.8882,0.19633089,0.66433475,0.19633089,-0.66433475,complex,1
0.541,0.2739123554,0.08004095255,0.2711474093,0.5356742012,0.1546306929,3.464217,0.8565265751,0.69260954,0.30739046,1.8872,0.19437133,0.66477647,0.19437133,-0.66477647,complex,1
0.542,0.2744317552,0.08035269621,0.2716632593,0.5366681358,0.1549169704,3.464231,0.855993656,0.69248032,0.30751968,1.8862,0.19240943,0.66521245,0.19240943,-0.66521245,complex,1
0.543,0.2749512309,0.080665138,0.2721791927,0.5376620884,0.1552032569,3.464245,0.8554597393,0.69235073,0.30764927,1.8853,0.19044522,0.66564266,0.19044522,-0.66564266,complex,1
0.544,0.2754707827,0.0809782787,0.2726952098,0.538656059,0.1554895526,3.464259,0.854924825,0.69222077,0.30777923,1.8843,0.18847871,0.66606710,0.18847871,-0.66606710,complex,1
0.545,0.2759904109,0.08129211907,0.2732113106,0.5396500475,0.1557758574,3.464273,0.8543889131,0.69209046,0.30790954,1.8834,0.18650990,0.66648576,0.18650990,-0.66648576,complex,1
0.546,0.2765101155,0.08160665987,0.2737274955,0.540644054,0.1560621716,3.464286,0.8538520034,0.69195978,0.30804022,1.8824,0.18453880,0.66689862,0.18453880,-0.66689862,complex,1
0.547,0.2770298968,0.08192190188,0.2742437645,0.5416380785,0.156348495,3.464300,0.853314096,0.69182871,0.30817129,1.8814,0.18256543,0.66730565,0.18256543,-0.66730565,complex,1
0.548,0.2775497549,0.08223784588,0.2747601178,0.5426321209,0.1566348279,3.464313,0.8527751907,0.69169734,0.30830266,1.8805,0.18058982,0.66770692,0.18058982,-0.66770692,complex,1
0.549,0.2780696901,0.08255449263,0.2752765556,0.5436261814,0.1569211703,3.464327,0.8522352875,0.69156554,0.30843446,1.8795,0.17861195,0.66810229,0.17861195,-0.66810229,complex,1
0.550,0.2785897024,0.08287184292,0.2757930782,0.5446202598,0.1572075224,3.464340,0.8516943863,0.69143337,0.30856663,1.8785,0.17663181,0.66849181,0.17663181,-0.66849181,complex,1
0.551,0.2791097921,0.08318989752,0.2763096855,0.5456143562,0.1574938841,3.464353,0.8511524872,0.69130093,0.30869907,1.8775,0.17464953,0.66887556,0.17464953,-0.66887556,complex,1
0.552,0.2796299593,0.08350865723,0.276826378,0.5466084705,0.1577802555,3.464365,0.85060959,0.69116800,0.30883200,1.8766,0.17266494,0.66925333,0.17266494,-0.66925333,complex,1
0.553,0.2801502042,0.08382812281,0.2773431556,0.5476026029,0.1580666368,3.464378,0.8500656946,0.69103479,0.30896521,1.8756,0.17067821,0.66962529,0.17067821,-0.66962529,complex,1
0.554,0.280670527,0.08414829507,0.2778600187,0.5485967533,0.1583530281,3.464391,0.8495208011,0.69090110,0.30909890,1.8746,0.16868921,0.66999126,0.16868921,-0.66999126,complex,1
0.555,0.2811909278,0.08446917479,0.2783769673,0.5495909217,0.1586394294,3.464403,0.8489749094,0.69076710,0.30923290,1.8736,0.16669808,0.67035136,0.16669808,-0.67035136,complex,1
0.556,0.2817114069,0.08479076277,0.2788940017,0.5505851081,0.1589258407,3.464415,0.8484280194,0.69063274,0.30936726,1.8726,0.16470477,0.67070554,0.16470477,-0.67070554,complex,1
0.557,0.2822319644,0.08511305979,0.279411122,0.5515793125,0.1592122623,3.464427,0.847880131,0.69049800,0.30950200,1.8716,0.16270931,0.67105377,0.16270931,-0.67105377,complex,1
0.558,0.2827526005,0.08543606666,0.2799283284,0.5525735349,0.1594986941,3.464439,0.8473312443,0.69036288,0.30963712,1.8707,0.16071170,0.67139605,0.16071170,-0.67139605,complex,1
0.559,0.2832733154,0.08575978417,0.2804456211,0.5535677754,0.1597851362,3.464451,0.846781359,0.69022739,0.30977261,1.8697,0.15871195,0.67173236,0.15871195,-0.67173236,complex,1
0.560,0.2837941092,0.08608421313,0.2809630003,0.5545620338,0.1600715889,3.464463,0.8462304753,0.69009153,0.30990847,1.8687,0.15671009,0.67206270,0.15671009,-0.67206270,complex,1
0.561,0.2843149821,0.08640935434,0.2814804661,0.5555563103,0.160358052,3.464474,0.845678593,0.68995529,0.31004471,1.8677,0.15470611,0.67238703,0.15470611,-0.67238703,complex,1
0.562,0.2848359344,0.0867352086,0.2819980187,0.5565506048,0.1606445257,3.464485,0.8451257121,0.68981869,0.31018131,1.8667,0.15270003,0.67270537,0.15270003,-0.67270537,complex,1
0.563,0.285356966,0.08706177673,0.2825156584,0.5575449174,0.1609310102,3.464496,0.8445718325,0.68968170,0.31031830,1.8657,0.15069187,0.67301769,0.15069187,-0.67301769,complex,1
0.564,0.2858780774,0.08738905954,0.2830333852,0.558539248,0.1612175055,3.464507,0.8440169542,0.68954434,0.31045566,1.8647,0.14868162,0.67332397,0.14868162,-0.67332397,complex,1
0.565,0.2863992686,0.08771705784,0.2835511994,0.5595335966,0.1615040116,3.464518,0.8434610771,0.68940660,0.31059340,1.8637,0.14666932,0.67362420,0.14666932,-0.67362420,complex,1
0.566,0.2869205398,0.08804577244,0.2840691011,0.5605279633,0.1617905287,3.464529,0.8429042012,0.68926848,0.31073152,1.8627,0.14465497,0.67391837,0.14465497,-0.67391837,complex,1
0.567,0.2874418911,0.08837520418,0.2845870906,0.561522348,0.1620770568,3.464539,0.8423463264,0.68912999,0.31087001,1.8617,0.14263858,0.67420648,0.14263858,-0.67420648,complex,1
0.568,0.2879633229,0.08870535385,0.2851051679,0.5625167507,0.1623635961,3.464550,0.8417874526,0.68899111,0.31100889,1.8607,0.14062015,0.67448849,0.14062015,-0.67448849,complex,1
0.569,0.2884848352,0.0890362223,0.2856233333,0.5635111715,0.1626501466,3.464560,0.8412275798,0.68885190,0.31114810,1.8597,0.13859976,0.67476444,0.13859976,-0.67476444,complex,1
0.570,0.2890064282,0.08936781035,0.286141587,0.5645056103,0.1629367085,3.464570,0.840666708,0.68871220,0.31128780,1.8586,0.13657727,0.67503418,0.13657727,-0.67503418,complex,1
0.571,0.2895281021,0.08970011881,0.2866599292,0.5655000672,0.1632232818,3.464580,0.840104837,0.68857222,0.31142778,1.8576,0.13455288,0.67529788,0.13455288,-0.67529788,complex,1
0.572,0.2900498571,0.09003314854,0.2871783599,0.5664945421,0.1635098665,3.464589,0.8395419669,0.68843180,0.31156820,1.8566,0.13252647,0.67555539,0.13252647,-0.67555539,complex,1
0.573,0.2905716934,0.09036690035,0.2876968795,0.567489035,0.1637964629,3.464599,0.8389780976,0.68829101,0.31170899,1.8556,0.13049808,0.67580675,0.13049808,-0.67580675,complex,1
0.574,0.2910936111,0.09070137509,0.288215488,0.568483546,0.164083071,3.464608,0.8384132289,0.68814986,0.31185014,1.8546,0.12846778,0.67605197,0.12846778,-0.67605197,complex,1
0.575,0.2916156104,0.09103657359,0.2887341857,0.5694780751,0.1643696908,3.464617,0.837847361,0.68800835,0.31199165,1.8536,0.12643555,0.67629102,0.12643555,-0.67629102,complex,1
0.576,0.2921376915,0.09137249669,0.2892529728,0.5704726222,0.1646563225,3.464626,0.8372804937,0.68786643,0.31213357,1.8525,0.12440138,0.67652385,0.12440138,-0.67652385,complex,1
0.577,0.2926598547,0.09170914524,0.2897718493,0.5714671874,0.1649429662,3.464635,0.8367126269,0.68772412,0.31227588,1.8515,0.12236529,0.67675047,0.12236529,-0.67675047,complex,1
0.578,0.2931820999,0.09204652009,0.2902908156,0.5724617706,0.165229622,3.464644,0.8361437606,0.68758143,0.31241857,1.8505,0.12032731,0.67697087,0.12032731,-0.67697087,complex,1
0.579,0.2937044276,0.09238462207,0.2908098718,0.5734563718,0.1655162899,3.464652,0.8355738948,0.68743835,0.31256165,1.8495,0.11828744,0.67718504,0.11828744,-0.67718504,complex,1
0.580,0.2942268377,0.09272345205,0.291329018,0.5744509911,0.16580297,3.464660,0.8350030294,0.68729489,0.31270511,1.8484,0.11624569,0.67739294,0.11624569,-0.67739294,complex,1
0.581,0.2947493306,0.09306301087,0.2918482545,0.5754456285,0.1660896625,3.464669,0.8344311643,0.68715104,0.31284896,1.8474,0.11420209,0.67759460,0.11420209,-0.67759460,complex,1
0.582,0.2952719064,0.0934032994,0.2923675814,0.5764402839,0.1663763674,3.464676,0.8338582995,0.68700681,0.31299319,1.8464,0.11215663,0.67778997,0.11215663,-0.67778997,complex,1
0.583,0.2957945652,0.09374431848,0.292886999,0.5774349574,0.1666630849,3.464684,0.833284435,0.68686218,0.31313782,1.8453,0.11010935,0.67797905,0.11010935,-0.67797905,complex,1
0.584,0.2963173074,0.09408606899,0.2934065073,0.5784296489,0.166949815,3.464692,0.8327095706,0.68671718,0.31328282,1.8443,0.10806024,0.67816183,0.10806024,-0.67816183,complex,1
0.585,0.2968401329,0.09442855178,0.2939261067,0.5794243584,0.1672365578,3.464699,0.8321337064,0.68657177,0.31342823,1.8433,0.10600933,0.67833828,0.10600933,-0.67833828,complex,1
0.586,0.2973630421,0.09477176772,0.2944457971,0.580419086,0.1675233135,3.464706,0.8315568423,0.68642599,0.31357401,1.8422,0.10395663,0.67850841,0.10395663,-0.67850841,complex,1
0.587,0.2978860351,0.09511571768,0.294965579,0.5814138317,0.1678100821,3.464713,0.8309789782,0.68627980,0.31372020,1.8412,0.10190214,0.67867218,0.10190214,-0.67867218,complex,1
0.588,0.298409112,0.09546040253,0.2954854523,0.5824085954,0.1680968637,3.464720,0.830400114,0.68613324,0.31386676,1.8401,0.09984590,0.67882959,0.09984590,-0.67882959,complex,1
0.589,0.2989322732,0.09580582315,0.2960054174,0.5834033771,0.1683836584,3.464727,0.8298202498,0.68598632,0.31401368,1.8391,0.09778792,0.67898067,0.09778792,-0.67898067,complex,1
0.590,0.2994555187,0.09615198041,0.2965254744,0.5843981769,0.1686704663,3.464733,0.8292393854,0.68583894,0.31416106,1.8380,0.09572816,0.67912530,0.09572816,-0.67912530,complex,1
0.591,0.2999788487,0.09649887519,0.2970456234,0.5853929947,0.1689572876,3.464740,0.8286575209,0.68569119,0.31430881,1.8370,0.09366669,0.67926354,0.09366669,-0.67926354,complex,1
0.592,0.3005022635,0.09684650837,0.2975658648,0.5863878305,0.1692441222,3.464746,0.8280746561,0.68554303,0.31445697,1.8359,0.09160350,0.67939536,0.09160350,-0.67939536,complex,1
0.593,0.3010257632,0.09719488084,0.2980861985,0.5873826844,0.1695309704,3.464752,0.827490791,0.68539452,0.31460548,1.8349,0.08953864,0.67952077,0.08953864,-0.67952077,complex,1
0.594,0.3015493479,0.09754399348,0.2986066249,0.5883775563,0.1698178322,3.464757,0.8269059256,0.68524559,0.31475441,1.8338,0.08747209,0.67963972,0.08747209,-0.67963972,complex,1
0.595,0.302073018,0.09789384719,0.2991271441,0.5893724462,0.1701047077,3.464763,0.8263200598,0.68509627,0.31490373,1.8328,0.08540385,0.67975222,0.08540385,-0.67975222,complex,1
0.596,0.3025967735,0.09824444285,0.2996477563,0.5903673542,0.170391597,3.464768,0.8257331935,0.68494656,0.31505344,1.8317,0.08333399,0.67985825,0.08333399,-0.67985825,complex,1
0.597,0.3031206147,0.09859578136,0.3001684617,0.5913622802,0.1706785003,3.464773,0.8251453268,0.68479644,0.31520356,1.8307,0.08126247,0.67995778,0.08126247,-0.67995778,complex,1
0.598,0.3036445417,0.09894786362,0.3006892605,0.5923572242,0.1709654176,3.464778,0.8245564595,0.68464595,0.31535405,1.8296,0.07918933,0.68005083,0.07918933,-0.68005083,complex,1
0.599,0.3041685548,0.09930069053,0.3012101528,0.5933521862,0.171252349,3.464783,0.8239665916,0.68449504,0.31550496,1.8285,0.07711458,0.68013734,0.07711458,-0.68013734,complex,1
0.600,0.304692654,0.09965426299,0.3017311388,0.5943471663,0.1715392946,3.464787,0.823375723,0.68434374,0.31565626,1.8275,0.07503823,0.68021733,0.07503823,-0.68021733,complex,1
0.601,0.3052168397,0.1000085819,0.3022522188,0.5953421643,0.1718262546,3.464792,0.8227838537,0.68419205,0.31580795,1.8264,0.07296030,0.68029079,0.07296030,-0.68029079,complex,1
0.602,0.3057411119,0.1003636482,0.3027733929,0.5963371804,0.172113229,3.464796,0.8221909837,0.68403995,0.31596005,1.8253,0.07088080,0.68035767,0.07088080,-0.68035767,complex,1
0.603,0.3062654709,0.1007194627,0.3032946613,0.5973322144,0.1724002179,3.464800,0.8215971128,0.68388745,0.31611255,1.8243,0.06879975,0.68041799,0.06879975,-0.68041799,complex,1
0.604,0.3067899169,0.1010760265,0.3038160241,0.5983272665,0.1726872215,3.464803,0.8210022411,0.68373455,0.31626545,1.8232,0.06671716,0.68047172,0.06671716,-0.68047172,complex,1
0.605,0.30731445,0.1014333403,0.3043374817,0.5993223365,0.1729742398,3.464807,0.8204063685,0.68358126,0.31641874,1.8221,0.06463305,0.68051885,0.06463305,-0.68051885,complex,1
0.606,0.3078390704,0.1017914052,0.304859034,0.6003174246,0.173261273,3.464810,0.8198094949,0.68342756,0.31657244,1.8210,0.06254743,0.68055936,0.06254743,-0.68055936,complex,1
0.607,0.3083637784,0.102150222,0.3053806815,0.6013125306,0.1735483212,3.464813,0.8192116203,0.68327346,0.31672654,1.8200,0.06046032,0.68059325,0.06046032,-0.68059325,complex,1
0.608,0.308888574,0.1025097917,0.3059024241,0.6023076546,0.1738353844,3.464816,0.8186127446,0.68311896,0.31688104,1.8189,0.05837173,0.68062049,0.05837173,-0.68062049,complex,1
0.609,0.3094134576,0.1028701152,0.3064242621,0.6033027966,0.1741224628,3.464819,0.8180128678,0.68296405,0.31703595,1.8178,0.05628168,0.68064107,0.05628168,-0.68064107,complex,1
0.610,0.3099384293,0.1032311935,0.3069461958,0.6042979565,0.1744095565,3.464821,0.8174119899,0.68280872,0.31719128,1.8167,0.05419017,0.68065496,0.05419017,-0.68065496,complex,1
0.611,0.3104634892,0.1035930274,0.3074682252,0.6052931344,0.1746966656,3.464824,0.8168101107,0.68265298,0.31734702,1.8156,0.05209721,0.68066216,0.05209721,-0.68066216,complex,1
0.612,0.3109886376,0.1039556178,0.3079903506,0.6062883303,0.1749837901,3.464826,0.8162072303,0.68249691,0.31750309,1.8145,0.05000290,0.68066272,0.05000290,-0.68066272,complex,1
0.613,0.3115138747,0.1043189659,0.3085125722,0.6072835441,0.1752709303,3.464828,0.8156033485,0.68234042,0.31765958,1.8134,0.04790716,0.68065656,0.04790716,-0.68065656,complex,1
0.614,0.3120392006,0.1046830723,0.3090348901,0.6082787759,0.1755580863,3.464829,0.8149984654,0.68218349,0.31781651,1.8124,0.04581002,0.68064363,0.04581002,-0.68064363,complex,1
0.615,0.3125646155,0.1050479383,0.3095573045,0.6092740256,0.175845258,3.464831,0.8143925809,0.68202618,0.31797382,1.8113,0.04371154,0.68062399,0.04371154,-0.68062399,complex,1
0.616,0.3130901197,0.1054135645,0.3100798157,0.6102692932,0.1761324457,3.464832,0.8137856949,0.68186839,0.31813161,1.8102,0.04161164,0.68059751,0.04161164,-0.68059751,complex,1
0.617,0.3136157133,0.1057799522,0.3106024237,0.6112645788,0.1764196494,3.464833,0.8131778073,0.68171024,0.31828976,1.8091,0.03951044,0.68056431,0.03951044,-0.68056431,complex,1
0.618,0.3141413965,0.106147102,0.3111251289,0.6122598823,0.1767068694,3.464834,0.8125689183,0.68155168,0.31844832,1.8080,0.03740792,0.68052432,0.03740792,-0.68052432,complex,1
0.619,0.3146671695,0.1065150151,0.3116479314,0.6132552037,0.1769941055,3.464834,0.8119590276,0.68139271,0.31860729,1.8069,0.03530410,0.68047752,0.03530410,-0.68047752,complex,1
0.620,0.3151930324,0.1068836924,0.3121708313,0.6142505431,0.1772813581,3.464834,0.8113481352,0.68123334,0.31876666,1.8058,0.03319898,0.68042391,0.03319898,-0.68042391,complex,1
0.621,0.3157189856,0.1072531348,0.3126938289,0.6152459003,0.1775686272,3.464834,0.8107362411,0.68107355,0.31892645,1.8047,0.03109258,0.68036346,0.03109258,-0.68036346,complex,1
0.622,0.3162450291,0.1076233433,0.3132169243,0.6162412754,0.1778559129,3.464834,0.8101233452,0.68091336,0.31908664,1.8036,0.02898493,0.68029617,0.02898493,-0.68029617,complex,1
0.623,0.3167711632,0.1079943189,0.3137401178,0.6172366684,0.1781432153,3.464834,0.8095094476,0.68075275,0.31924725,1.8025,0.02687603,0.68022201,0.02687603,-0.68022201,complex,1
0.624,0.3172973881,0.1083660626,0.3142634095,0.6182320793,0.1784305345,3.464833,0.8088945481,0.68059174,0.31940826,1.8014,0.02476592,0.68014099,0.02476592,-0.68014099,complex,1
0.625,0.3178237039,0.1087385752,0.3147867996,0.6192275081,0.1787178708,3.464833,0.8082786466,0.68043030,0.31956970,1.8002,0.02265458,0.68005306,0.02265458,-0.68005306,complex,1
0.626,0.3183501109,0.1091118579,0.3153102884,0.6202229547,0.1790052241,3.464832,0.8076617432,0.68026846,0.31973154,1.7991,0.02054205,0.67995823,0.02054205,-0.67995823,complex,1
0.627,0.3188766092,0.1094859115,0.3158338759,0.6212184192,0.1792925945,3.464830,0.8070438378,0.68010620,0.31989380,1.7980,0.01842836,0.67985649,0.01842836,-0.67985649,complex,1
0.628,0.319403199,0.1098607371,0.3163575624,0.6222139015,0.1795799823,3.464829,0.8064249304,0.67994353,0.32005647,1.7969,0.01631350,0.67974781,0.01631350,-0.67974781,complex,1
0.629,0.3199298806,0.1102363356,0.3168813481,0.6232094017,0.1798673875,3.464827,0.8058050208,0.67978045,0.32021955,1.7958,0.01419749,0.67963217,0.01419749,-0.67963217,complex,1
0.630,0.320456654,0.110612708,0.3174052332,0.6242049197,0.1801548103,3.464825,0.8051841091,0.67961693,0.32038307,1.7947,0.01208036,0.67950956,0.01208036,-0.67950956,complex,1
0.631,0.3209835196,0.1109898553,0.3179292178,0.6252004555,0.1804422507,3.464823,0.8045621952,0.67945305,0.32054695,1.7935,0.00996215,0.67938001,0.00996215,-0.67938001,complex,1
0.632,0.3215104775,0.1113677786,0.3184533022,0.6261960092,0.1807297089,3.464821,0.803939279,0.67928867,0.32071133,1.7924,0.00784278,0.67924340,0.00784278,-0.67924340,complex,1
0.633,0.3220375279,0.1117464787,0.3189774865,0.6271915806,0.1810171849,3.464818,0.8033153606,0.67912389,0.32087611,1.7913,0.00572236,0.67909979,0.00572236,-0.67909979,complex,1
0.634,0.322564671,0.1121259567,0.319501771,0.6281871699,0.181304679,3.464815,0.8026904398,0.67895875,0.32104125,1.7902,0.00360091,0.67894920,0.00360091,-0.67894920,complex,1
0.635,0.323091907,0.1125062136,0.3200261557,0.6291827769,0.1815921912,3.464812,0.8020645166,0.67879318,0.32120682,1.7890,0.00147841,0.67879157,0.00147841,-0.67879157,complex,1
0.636,0.3236192361,0.1128872505,0.320550641,0.6301784017,0.1818797217,3.464808,0.801437591,0.67862720,0.32137280,1.7879,-0.00064510,0.67862689,-0.00064510,-0.67862689,complex,1
0.637,0.3241466585,0.1132690682,0.321075227,0.6311740443,0.1821672706,3.464805,0.8008096629,0.67846075,0.32153925,1.7868,-0.00276965,0.67845510,-0.00276965,-0.67845510,complex,1
0.638,0.3246741744,0.1136516678,0.3215999139,0.6321697046,0.1824548379,3.464801,0.8001807323,0.67829390,0.32170610,1.7857,-0.00489518,0.67827624,-0.00489518,-0.67827624,complex,1
0.639,0.3252017839,0.1140350504,0.3221247019,0.6331653827,0.1827424239,3.464797,0.7995507991,0.67812664,0.32187336,1.7845,-0.00702167,0.67809028,-0.00702167,-0.67809028,complex,1
0.640,0.3257294873,0.114419217,0.3226495911,0.6341610785,0.1830300286,3.464793,0.7989198633,0.67795895,0.32204105,1.7834,-0.00914913,0.67789721,-0.00914913,-0.67789721,complex,1
0.641,0.3262572848,0.1148041685,0.3231745819,0.635156792,0.1833176521,3.464788,0.7982879248,0.67779084,0.32220916,1.7823,-0.01127751,0.67769702,-0.01127751,-0.67769702,complex,1
0.642,0.3267851765,0.115189906,0.3236996743,0.6361525233,0.1836052947,3.464783,0.7976549836,0.67762231,0.32237769,1.7811,-0.01340681,0.67748967,-0.01340681,-0.67748967,complex,1
0.643,0.3273131628,0.1155764305,0.3242248685,0.6371482722,0.1838929563,3.464778,0.7970210396,0.67745335,0.32254665,1.7800,-0.01553702,0.67727516,-0.01553702,-0.67727516,complex,1
0.644,0.3278412436,0.1159637431,0.3247501649,0.6381440389,0.1841806372,3.464773,0.7963860928,0.67728397,0.32271603,1.7788,-0.01766810,0.67705348,-0.01766810,-0.67705348,complex,1
0.645,0.3283694194,0.1163518447,0.3252755634,0.6391398232,0.1844683375,3.464767,0.7957501432,0.67711417,0.32288583,1.7777,-0.01980005,0.67682462,-0.01980005,-0.67682462,complex,1
0.646,0.3288976902,0.1167407365,0.3258010644,0.6401356252,0.1847560572,3.464761,0.7951131907,0.67694395,0.32305605,1.7765,-0.02193285,0.67658854,-0.02193285,-0.67658854,complex,1
0.647,0.3294260563,0.1171304194,0.3263266681,0.6411314449,0.1850437965,3.464755,0.7944752352,0.67677329,0.32322671,1.7754,-0.02406647,0.67634525,-0.02406647,-0.67634525,complex,1
0.648,0.3299545178,0.1175208944,0.3268523745,0.6421272822,0.1853315556,3.464749,0.7938362767,0.67660221,0.32339779,1.7742,-0.02620091,0.67609472,-0.02620091,-0.67609472,complex,1
0.649,0.330483075,0.1179121628,0.327378184,0.6431231371,0.1856193345,3.464742,0.7931963152,0.67643071,0.32356929,1.7731,-0.02833613,0.67583694,-0.02833613,-0.67583694,complex,1
0.650,0.3310117281,0.1183042254,0.3279040967,0.6441190097,0.1859071335,3.464735,0.7925553507,0.67625877,0.32374123,1.7719,-0.03047212,0.67557189,-0.03047212,-0.67557189,complex,1
0.651,0.3315404772,0.1186970833,0.3284301128,0.6451148999,0.1861949525,3.464728,0.791913383,0.67608641,0.32391359,1.7708,-0.03260887,0.67529956,-0.03260887,-0.67529956,complex,1
0.652,0.3320693226,0.1190907376,0.3289562325,0.6461108077,0.1864827918,3.464721,0.7912704121,0.67591363,0.32408637,1.7696,-0.03474636,0.67501994,-0.03474636,-0.67501994,complex,1
0.653,0.3325982644,0.1194851894,0.329482456,0.647106733,0.1867706515,3.464713,0.790626438,0.67574041,0.32425959,1.7685,-0.03688456,0.67473301,-0.03688456,-0.67473301,complex,1
0.654,0.3331273029,0.1198804397,0.3300087835,0.648102676,0.1870585316,3.464705,0.7899814607,0.67556674,0.32443326,1.7673,-0.03902347,0.67443872,-0.03902347,-0.67443872,complex,1
0.655,0.3336564383,0.1202764895,0.3305352152,0.6490986364,0.1873464324,3.464697,0.7893354801,0.67539271,0.32460729,1.7662,-0.04116302,0.67413716,-0.04116302,-0.67413716,complex,1
0.656,0.3341856707,0.12067334,0.3310617513,0.6500946145,0.187634354,3.464689,0.7886884961,0.67521817,0.32478183,1.7650,-0.04330328,0.67382817,-0.04330328,-0.67382817,complex,1
0.657,0.3347150004,0.1210709921,0.3315883919,0.6510906101,0.1879222965,3.464680,0.7880405087,0.67504322,0.32495678,1.7638,-0.04544416,0.67351183,-0.04544416,-0.67351183,complex,1
