q,k_hip,c,alpha_p,alpha_h,s_real,T,lam_max,margin,N_half
0.024,-0.2,1.04,0.012000288018664,0.011827724676934596,0.0236548978109325,3.3789080124083504,0.9955904242325245,0.004409575767475471,156.84452402937768
0.022,-0.2,1.04,0.011000221845413027,0.010842032729687354,0.021683640636068358,3.3789042789876995,0.9962975851310518,0.0037024148689481784,186.86809894847704
0.02,-0.2,1.04,0.010000166674167114,0.009856353398308367,0.019712387624138475,3.378900869323618,0.996942296309478,0.003057703690522051,226.342049584665
0.018,-0.2,1.04,0.009000121504428887,0.008870685539390842,0.017741138404389185,3.378897783658944,0.9975248238293337,0.0024751761706662823,279.6928169208068
0.016,-0.2,1.04,0.008000085335791027,0.007885028011338361,0.015769892609483454,3.378895022212418,0.9980454064119864,0.0019545935880136422,354.27802147522414
0.014,-0.2,1.04,0.007000057167927228,0.006899379675656639,0.01379864987810482,3.3788925851805507,0.9985042533928792,0.001495746607120818,463.06550966917655
0.012,-0.2,1.04,0.0060000360005832126,0.0059137444420542026,0.011827419945002826,3.378890472744496,0.9989015481366768,0.0010984518633232465,630.6752617488238
0.01,-0.2,1.04,0.005000020833567712,0.0049281118795703694,0.009856183864009856,3.3788886850361424,0.9992374555582186,0.0007625444417813654,908.6458850533484
0.13,-0.16,1.04,0.0650458580746109,0.0642773608752287,0.1284662177014598,3.455421713400186,0.8182211920404009,0.1817788079595991,3.454981013067284
0.12,-0.16,1.04,0.06003605844527842,0.05932573403102908,0.11858188049060257,3.4552966325986305,0.8560058470006546,0.14399415299934537,4.45816680451867
0.1,-0.16,1.04,0.050020856805770016,0.04942753505860238,0.09881482320625967,3.4550745882246443,0.9079750136346547,0.09202498636534528,7.180013815206102
0.08,-0.16,1.04,0.040010674353988925,0.039535108801738564,0.07904962109430798,3.4548911138650102,0.9438895652018765,0.0561104347981235,12.003358013803151
0.06,-0.16,1.04,0.030004501823476935,0.02964729702630422,0.05928590814966629,3.4547472922922053,0.9693965538351648,0.030603446164835235,22.300948985050038
0.058,-0.16,1.04,0.029004066372440036,0.028658725068339053,0.05730960444008874,3.4547351254783956,0.9714711246884572,0.0285288753115428,23.948091989689377
0.056,-0.16,1.04,0.02800365995804695,0.027670186608613548,0.055333311694133226,3.4547233645010555,0.9734654009733009,0.02653459902669908,25.774264395782875
0.054,-0.16,1.04,0.027003281576635237,0.02668168042718744,0.053357029409632294,3.4547120100429596,0.9753806055797035,0.02461939442029648,27.806504441101342
0.052,-0.16,1.04,0.02600293022479526,0.025693205369832266,0.051380757215206095,3.454701062763142,0.9772178849220085,0.02278211507799155,30.077153602209062
0.05,-0.16,1.04,0.02500260489936114,0.024704760282480143,0.04940449473923832,3.454690523296753,0.9789783037300404,0.021021696269959644,32.62514162780002
0.048,-0.16,1.04,0.024002304597401634,0.023716344011222038,0.04742824160989346,3.454680392254806,0.9806628556096921,0.01933714439030787,35.4976729222079
0.046,-0.16,1.04,0.023002028316211114,0.022727955402279183,0.04545199745508038,3.4546706702242274,0.9822724652382975,0.017727534761702524,38.75242547867794
0.044,-0.16,1.04,0.022001775053300456,0.02173959330203675,0.04347576190254032,3.4546613577679164,0.9838080050434015,0.01619199495659851,42.46049955837972
0.042,-0.16,1.04,0.021001543806388006,0.0207512565570053,0.04149953457979059,3.45465245542476,0.9852702782018824,0.014729721798117601,46.71029309856908
0.04,-0.16,1.04,0.02000133357339049,0.01976294401382043,0.03952331511414451,3.4546439637096324,0.9866600349246011,0.013339965075398919,51.612845226154086
0.038,-0.16,1.04,0.019001143352414006,0.018774654519270396,0.03754710313278735,3.4546358831134585,0.9879779767440338,0.012022023255966241,57.309177601500885
0.036,-0.16,1.04,0.018000972141744936,0.01778638750162459,0.03557089942527005,3.4546282141068914,0.9892247523941518,0.010775247605848248,63.980527093665245
0.034,-0.16,1.04,0.01700081893984093,0.016798140656171672,0.03359470131535861,3.4546209571246425,0.9904009710923507,0.009599028907649299,71.86300502796773
0.032,-0.16,1.04,0.01600068274532185,0.015809913401881127,0.031618509573223284,3.454614112590167,0.9915071865942127,0.008492813405787336,81.26866548120388
0.03,-0.16,1.04,0.015000562556960754,0.014821704586354154,0.029642323826148526,3.4546076808977886,0.9925439208334401,0.007456079166559881,92.61702589188113
0.028,-0.16,1.04,0.01400045737367484,0.01383351305736112,0.027666143701427164,3.4546016624188707,0.9935116537375236,0.006488346262476408,106.48261105642331
0.026,-0.16,1.04,0.013000366194516442,0.012845337663010306,0.02568996882671847,3.454596057500325,0.9944108243339679,0.00558917566603212,123.66909750111289
0.024,-0.16,1.04,0.012000288018664,0.011857177251629925,0.023713798829832877,3.454590866464968,0.9952418360882831,0.004758163911716906,145.32849825573447
0.022,-0.16,1.04,0.011000221845413027,0.010869030672196859,0.021737633339610082,3.454586089612161,0.9960050584995946,0.003994941500405358,173.15941061082953
0.02,-0.16,1.04,0.010000166674167114,0.009880896774207984,0.01976147198568236,3.4545817272167665,0.9967008272483993,0.003299172751600743,209.75050315982583
0.018,-0.16,1.04,0.009000121504428887,0.008892774408307325,0.017785314399749466,3.4545777795301427,0.9973294432314271,0.0026705567685728626,259.2048338962539
0.016,-0.16,1.04,0.008000085335791027,0.007904662426911258,0.01580916021684971,3.454574246779164,0.997891178815872,0.002108821184128029,328.3427096118998
0.014,-0.16,1.04,0.007000057167927228,0.006916559685664761,0.01383300907829305,3.454571129167648,0.9983862724504526,0.0016137275495473613,429.1850596852392
