s,v,T,P,alpha,cos2alpha,lam_max,recovery_margin,N_half,lam1_re,lam1_im,lam2_re,lam2_im,eig_type,stable
0.053752,0.015559,3.454711,0.000751574103599703,0.0268792365613926,0.998555361248,0.97561275,0.02438725,28.0745,0.97561275,0,0.53484438,0,real,1
0.054502,0.015776,3.454715,0.000772704267815725,0.0272543739702762,0.998514765998,0.97490702,0.02509298,27.2751,0.97490702,0,0.53522133,0,real,1
0.054877,0.015885,3.454717,0.000783379362240231,0.0274419441100778,0.9984942574355,0.97455003,0.02544997,26.8876,0.97455003,0,0.53541223,0,real,1
0.055253,0.015993,3.454719,0.000794156562777446,0.0276300154065164,0.9984735529955,0.97419028,0.02580972,26.508,0.97419028,0,0.53560474,0,real,1
0.055628,0.016102,3.454721,0.000804978546928478,0.0278175874869846,0.998452762808,0.97382776,0.02617224,26.136,0.97382776,0,0.53579889,0,real,1
0.056003,0.016211,3.454723,0.000815873882715226,0.0280051605464245,0.9984318319955,0.97346247,0.02653753,25.7714,0.97346247,0,0.53599467,0,real,1
0.056378,0.016319,3.454726,0.000826842573208378,0.0281927345914511,0.998410760558,0.97309439,0.02690561,25.414,0.97309439,0,0.53619209,0,real,1
0.056753,0.016428,3.454728,0.00083788462149938,0.0283803096286796,0.9983895484955,0.97272353,0.02727647,25.0637,0.97272353,0,0.53639117,0,real,1
0.057129,0.016536,3.45473,0.000849029769869821,0.0285683858688297,0.9983681386795,0.97234986,0.02765014,24.7203,0.97234986,0,0.53659192,0,real,1
0.057504,0.016645,3.454732,0.000860218738755572,0.0287559629129992,0.998346644992,0.97197339,0.02802661,24.3835,0.97197339,0,0.53679432,0,real,1
0.057879,0.016754,3.454734,0.00087148107484654,0.0289435409692359,0.9983250106795,0.97159411,0.02840589,24.0533,0.97159411,0,0.5369984,0,real,1
0.058254,0.016862,3.454737,0.000882816781317295,0.0291311200441564,0.998303235742,0.971212,0.028788,23.7294,0.971212,0,0.53720417,0,real,1
0.058629,0.016971,3.454739,0.000894225861363182,0.0293187001443776,0.9982813201795,0.97082707,0.02917293,23.4117,0.97082707,0,0.53741163,0,real,1
0.059005,0.017079,3.454741,0.00090573903618472,0.0295067814942543,0.9982592049875,0.97043929,0.02956071,23.0999,0.97043929,0,0.53762079,0,real,1
0.05938,0.017188,3.454743,0.000917295068734432,0.0296943636677068,0.9982370078,0.97004866,0.02995134,22.7941,0.97004866,0,0.53783167,0,real,1
0.059755,0.017296,3.454746,0.000928924484578693,0.02988194688633,0.9982146699875,0.96965518,0.0303448200000001,22.494,0.96965518,0,0.53804426,0,real,1
0.06013,0.017405,3.454748,0.000940627286996025,0.0300695311567421,0.99819219155,0.96925883,0.03074117,22.1995,0.96925883,0,0.53825858,0,real,1
0.060505,0.017514,3.45475,0.000952403479285737,0.0302571164855617,0.9981695724875,0.9688596,0.0311404,21.9104,0.9688596,0,0.53847464,0,real,1
0.06088,0.017622,3.454753,0.000964253064767929,0.0304447028794074,0.9981468128,0.9684575,0.0315425,21.6266,0.9684575,0,0.53869244,0,real,1
0.061256,0.017731,3.454755,0.000976207939528209,0.0306327905795785,0.998123851232,0.9680525,0.0319475,21.348,0.9680525,0,0.538912,0,real,1
0.061631,0.017839,3.454758,0.000988204517176404,0.0308203791262188,0.9981008099195,0.96764459,0.03235541,21.0744,0.96764459,0,0.53913333,0,real,1
0.062006,0.017948,3.45476,0.0010002744981112,0.0310079687577615,0.998077627982,0.96723378,0.03276622,20.8058,0.96723378,0,0.53935643,0,real,1
0.062381,0.018057,3.454762,0.00101241788573593,0.0311955594808269,0.9980543054195,0.96682004,0.03317996,20.542,0.96682004,0,0.53958131,0,real,1
0.062756,0.018165,3.454765,0.00102463468347476,0.0313831513020353,0.998030842232,0.96640337,0.03359663,20.2829,0.96640337,0,0.53980798,0,real,1
0.063132,0.018274,3.454767,0.00103695776681829,0.0315712444772933,0.998007175288,0.96598376,0.03401624,20.0284,0.96598376,0,0.54003647,0,real,1
0.063507,0.018382,3.45477,0.00104932159092436,0.0317588385176236,0.9979834304755,0.9655612,0.0344388,19.7783,0.9655612,0,0.54026676,0,real,1
0.063882,0.018491,3.454772,0.00106175883555116,0.0319464336759784,0.997959545038,0.96513568,0.0348643199999999,19.5327,0.96513568,0,0.54049888,0,real,1
0.054127,0.018552,2.917586,0.00076210251593142,0.0270668047895856,0.9985351339355,1.88341378,-0.88341378,-1.0949,1.88341378,0,0.98630928,0,real,0
0.064257,0.0186,3.454775,0.00107426950420614,0.0321340299589797,0.9979355189755,0.96470719,0.03529281,19.2912,0.96470719,0,0.54073283,0,real,1
0.064632,0.018708,3.454777,0.00108685360041755,0.0323216273732498,0.997911352288,0.96427571,0.03572429,19.054,0.96427571,0,0.54096863,0,real,1
0.065008,0.018817,3.45478,0.0010995449793131,0.0325097261897442,0.997886979968,0.96384124,0.03615876,18.8209,0.96384124,0,0.54120628,0,real,1
0.065383,0.018925,3.454782,0.00111227613713611,0.032697325889481,0.9978625316555,0.96340377,0.03659623,18.5917,0.96340377,0,0.5414458,0,real,1
0.065758,0.019034,3.454785,0.00112508073323492,0.0328849267403734,0.997837942718,0.96296329,0.03703671,18.3664,0.96296329,0,0.54168718,0,real,1
0.066133,0.019142,3.454787,0.00113795877122118,0.033072528749045,0.9978132131555,0.96251978,0.03748022,18.1449,0.96251978,0,0.54193047,0,real,1
0.066508,0.019251,3.45479,0.00115091025472735,0.03326013192212,0.997788342968,0.96207323,0.03792677,17.9271,0.96207323,0,0.54217566,0,real,1
0.066883,0.01936,3.454792,0.00116393518740674,0.0334477362662228,0.9977633321555,0.96162364,0.03837636,17.713,0.96162364,0,0.54242274,0,real,1
0.067259,0.019468,3.454795,0.00117706860016315,0.03363584207095,0.9977381134595,0.96117098,0.03882902,17.5024,0.96117098,0,0.54267176,0,real,1
0.067634,0.019577,3.454797,0.00119024063812132,0.0338234487801505,0.997712821022,0.96071526,0.03928474,17.2953,0.96071526,0,0.5429227,0,real,1
0.068009,0.019685,3.4548,0.00120348613634762,0.0340110566802722,0.9976873879595,0.96025645,0.03974355,17.0916,0.96025645,0,0.5431756,0,real,1
0.068384,0.019794,3.454803,0.00121680509857878,0.0341986657779411,0.997661814272,0.95979455,0.04020545,16.8912,0.95979455,0,0.54343044,0,real,1
0.068759,0.019903,3.454805,0.00123019752857242,0.0343862760797837,0.9976360999595,0.95932955,0.04067045,16.694,0.95932955,0,0.54368726,0,real,1
0.069135,0.020011,3.454808,0.0012436994374044,0.0345743878914182,0.9976101758875,0.95886142,0.04113858,16.5001,0.95886142,0,0.54394606,0,real,1
0.06951,0.02012,3.454811,0.00125723901021851,0.034762000624744,0.99758417995,0.95839016,0.04160984,16.3092,0.95839016,0,0.54420685,0,real,1
0.069885,0.020228,3.454813,0.00127085206220324,0.0349496145821423,0.9975580433875,0.95791576,0.04208424,16.1214,0.95791576,0,0.54446966,0,real,1
0.07026,0.020337,3.454816,0.00128453859719968,0.0351372297702413,0.9975317662,0.95743821,0.04256179,15.9366,0.95743821,0,0.54473447,0,real,1
0.070635,0.020445,3.454819,0.00129829861906979,0.0353248461956692,0.9975053483875,0.95695748,0.04304252,15.7547,0.95695748,0,0.54500133,0,real,1
0.071011,0.020554,3.454822,0.00131216911931588,0.0355129641805087,0.9974787189395,0.95647358,0.04352642,15.5756,0.95647358,0,0.54527023,0,real,1
0.071386,0.020663,3.454824,0.00132607632259374,0.0357005831038247,0.997452019502,0.95598646,0.04401354,15.3993,0.95598646,0,0.54554119,0,real,1
0.071761,0.020771,3.454827,0.0013400570244669,0.0358882032843744,0.9974251794395,0.95549615,0.04450385,15.2258,0.95549615,0,0.54581422,0,real,1
0.072136,0.02088,3.45483,0.00135411122888091,0.036075824728788,0.997398198752,0.95500261,0.04499739,15.0549,0.95500261,0,0.54608934,0,real,1
0.072511,0.020988,3.454833,0.00136823893980218,0.0362634474436956,0.9973710774395,0.95450584,0.04549416,14.8867,0.95450584,0,0.54636656,0,real,1
0.072886,0.021097,3.454835,0.00138244016121801,0.0364510714357279,0.997343815502,0.9540058,0.0459942,14.721,0.9540058,0,0.54664589,0,real,1
0.073262,0.021206,3.454838,0.00139675306138336,0.0366391970473069,0.997316339678,0.95350251,0.04649749,14.5579,0.95350251,0,0.54692736,0,real,1
0.073637,0.021314,3.454841,0.00141110151188863,0.0368268236169322,0.9972887961155,0.95299593,0.04700407,14.3972,0.95299593,0,0.54721097,0,real,1
0.074012,0.021423,3.454844,0.00142552348498657,0.0370144514835945,0.997261111928,0.95248606,0.04751394,14.2389,0.95248606,0,0.54749673,0,real,1
0.074387,0.021531,3.454847,0.00144001898474814,0.037202080653926,0.9972332871155,0.95197288,0.04802712,14.083,0.95197288,0,0.54778467,0,real,1
0.074762,0.02164,3.45485,0.0014545880152652,0.0373897111345596,0.997205321678,0.95145638,0.04854362,13.9294,0.95145638,0,0.5480748,0,real,1
0.075138,0.021748,3.454852,0.00146926972580316,0.037577843285355,0.997177140478,0.95093652,0.04906348,13.7781,0.95093652,0,0.54836714,0,real,1
0.075513,0.021857,3.454855,0.00148398602629995,0.0377654764100308,0.9971488934155,0.95041332,0.04958668,13.629,0.95041332,0,0.5486617,0,real,1
0.075888,0.021966,3.454858,0.00149877586996438,0.037953110864927,0.997120505728,0.94988674,0.05011326,13.4821,0.94988674,0,0.54895849,0,real,1
0.076263,0.022074,3.454861,0.00151363926097202,0.0381407466566781,0.9970919774155,0.94935677,0.05064323,13.3373,0.94935677,0,0.54925754,0,real,1
0.076638,0.022183,3.454864,0.00152857620351936,0.0383283837919189,0.997063308478,0.9488234,0.0511766,13.1946,0.9488234,0,0.54955885,0,real,1
0.077014,0.022291,3.454867,0.00154362682815897,0.0385165226483898,0.997034421902,0.9482866,0.0517134,13.054,0.9482866,0,0.54986246,0,real,1
0.077389,0.0224,3.45487,0.0015587110826246,0.0387041624941431,0.9970054713395,0.94774636,0.05225364,12.9154,0.94774636,0,0.55016837,0,real,1
0.077764,0.022508,3.454873,0.0015738689013564,0.0388918037033109,0.996976380152,0.94720266,0.05279734,12.7787,0.94720266,0,0.5504766,0,real,1
0.078139,0.022617,3.454876,0.00158910028863465,0.0390794462825298,0.9969471483395,0.94665549,0.05334451,12.644,0.94665549,0,0.55078716,0,real,1
0.078514,0.022726,3.454879,0.00160440524876056,0.0392670902384367,0.996917775902,0.94610483,0.05389517,12.5113,0.94610483,0,0.55110008,0,real,1
0.078889,0.022834,3.454882,0.00161978378605633,0.0394547355776691,0.9968882628395,0.94555066,0.05444934,12.3803,0.94555066,0,0.55141538,0,real,1
0.079265,0.022943,3.454885,0.00163527720888941,0.0396428827000069,0.9968585298875,0.94499296,0.05500704,12.2512,0.94499296,0,0.55173307,0,real,1
0.07964,0.023051,3.454888,0.00165080310981003,0.0398305308295375,0.9968287352,0.94443171,0.05556829,12.1239,0.94443171,0,0.55205317,0,real,1
0.080015,0.02316,3.454891,0.00166640260100444,0.0400181803623263,0.9967987998875,0.9438669,0.0561331,11.9984,0.9438669,0,0.5523757,0,real,1
0.08039,0.023268,3.454894,0.00168207568687869,0.0402058313050125,0.99676872395,0.9432985,0.0567015,11.8745,0.9432985,0,0.55270068,0,real,1
0.080765,0.023377,3.454897,0.00169782237185977,0.0403934836642357,0.9967385073875,0.9427265,0.0572735,11.7524,0.9427265,0,0.55302813,0,real,1
0.081141,0.023486,3.454901,0.00171368494623554,0.040581637858631,0.9967080690595,0.94215087,0.05784913,11.632,0.94215087,0,0.55335806,0,real,1
0.081516,0.023594,3.454904,0.00172957903908927,0.0407692930746708,0.996677570872,0.94157159,0.05842841,11.5131,0.94157159,0,0.55369052,0,real,1
0.081891,0.023703,3.454907,0.0017455467444687,0.040956949727187,0.9966469320595,0.94098865,0.05901135,11.3959,0.94098865,0,0.55402549,0,real,1
0.082266,0.023811,3.45491,0.00176158806688479,0.0411446078228212,0.996616152622,0.94040203,0.05959797,11.2803,0.94040203,0,0.55436302,0,real,1
0.082641,0.02392,3.454913,0.00177770301086947,0.0413322673682151,0.9965852325595,0.93981169,0.06018831,11.1662,0.93981169,0,0.55470312,0,real,1
0.083017,0.024029,3.454916,0.00179393484892998,0.0415204288013024,0.9965540888555,0.93921763,0.06078237,11.0536,0.93921763,0,0.55504582,0,real,1
0.083392,0.024137,3.454919,0.00181019724608629,0.041708091270054,0.996522887168,0.93861982,0.06138018,10.9425,0.93861982,0,0.55539113,0,real,1
0.083767,0.024246,3.454923,0.00182653327854524,0.0418957552085118,0.9964915448555,0.93801823,0.06198177,10.8328,0.93801823,0,0.55573908,0,real,1
0.084142,0.024354,3.454926,0.0018429429509228,0.0420834206233194,0.996460061918,0.93741284,0.06258716,10.7246,0.93741284,0,0.55608969,0,real,1
0.084517,0.024463,3.454929,0.00185942626785593,0.0422710875211213,0.9964284383555,0.93680364,0.06319636,10.6178,0.93680364,0,0.55644298,0,real,1
0.084892,0.024571,3.454932,0.00187598323400263,0.042458755908562,0.996396674168,0.93619059,0.06380941,10.5124,0.93619059,0,0.55679898,0,real,1
0.085268,0.02468,3.454936,0.00189265830083324,0.0426469262473164,0.996364684088,0.93557368,0.06442632,10.4083,0.93557368,0,0.55715771,0,real,1
0.085643,0.024789,3.454939,0.00190936277589424,0.0428345976379877,0.9963326382755,0.93495288,0.06504712,10.3056,0.93495288,0,0.55751919,0,real,1
0.086018,0.024897,3.454942,0.00192614091428144,0.0430222705382527,0.996300451838,0.93432815,0.06567185,10.2042,0.93432815,0,0.55788347,0,real,1
0.086393,0.025006,3.454945,0.00194299272073691,0.0432099449547579,0.9962681247755,0.93369949,0.06630051,10.1041,0.93369949,0,0.55825055,0,real,1
0.086768,0.025114,3.454949,0.0019599182000238,0.0433976208941506,0.996235657088,0.93306686,0.0669331399999999,10.0052,0.93306686,0,0.55862045,0,real,1
0.087144,0.025223,3.454952,0.00197696278651439,0.0435857988383796,0.996202961632,0.93243025,0.06756975,9.9076,0.93243025,0,0.55899321,0,real,1
0.087519,0.025331,3.454955,0.00199403582233049,0.0437734778475958,0.9961702123195,0.9317896,0.0682104,9.8112,0.9317896,0,0.55936886,0,real,1
0.087894,0.02544,3.454959,0.00201118254540647,0.0439611583996615,0.996137322382,0.93114492,0.06885508,9.7161,0.93114492,0,0.55974741,0,real,1
0.088269,0.025549,3.454962,0.00202840296058967,0.0441488405012256,0.9961042918195,0.93049616,0.06950384,9.6221,0.93049616,0,0.56012891,0,real,1
0.088644,0.025657,3.454966,0.00204569707274844,0.0443365241589379,0.996071120632,0.9298433,0.0701567,9.5292,0.9298433,0,0.56051337,0,real,1
0.08902,0.025766,3.454969,0.00206311129947853,0.0445247098754648,0.9960377198,0.92918631,0.07081369,9.4375,0.92918631,0,0.56090083,0,real,1
0.089395,0.025874,3.454972,0.00208055301683578,0.0447123966696179,0.9960042669875,0.92852516,0.07147484,9.3469,0.92852516,0,0.56129131,0,real,1
0.08977,0.025983,3.454976,0.00209806844591323,0.0449000850398885,0.99597067355,0.92785983,0.0721401699999999,9.2574,0.92785983,0,0.56168484,0,real,1
0.090145,0.026091,3.454979,0.00211565759166355,0.0450877749929281,0.9959369394875,0.92719027,0.07280973,9.169,0.92719027,0,0.56208147,0,real,1
0.09052,0.0262,3.454983,0.00213332045906046,0.0452754665353889,0.9959030648,0.92651647,0.07348353,9.0817,0.92651647,0,0.5624812,0,real,1
0.090895,0.026308,3.454986,0.00215105705309875,0.0454631596739233,0.9958690494875,0.92583838,0.07416162,8.9954,0.92583838,0,0.56288408,0,real,1
0.091271,0.026417,3.45499,0.00216891497157168,0.045651354936643,0.9958348022795,0.92515598,0.07484402,8.9102,0.92515598,0,0.56329013,0,real,1
0.091646,0.026526,3.454993,0.00218679923059939,0.045839051291585,0.995800505342,0.92446924,0.07553076,8.8259,0.92446924,0,0.5636994,0,real,1
0.092021,0.026634,3.454997,0.00220475723139287,0.0460267492625792,0.9957660677795,0.92377812,0.07622188,8.7427,0.92377812,0,0.56411191,0,real,1
0.092396,0.026743,3.455,0.0022227889790313,0.0462144488562802,0.995731489592,0.92308259,0.07691741,8.6604,0.92308259,0,0.56452769,0,real,1
0.092771,0.026851,3.455004,0.00224089447861497,0.0464021500793431,0.9956967707795,0.92238261,0.07761739,8.5791,0.92238261,0,0.5649468,0,real,1
0.093147,0.02696,3.455007,0.00225912231189257,0.0465903534815741,0.9956618181955,0.92167815,0.07832185,8.4987,0.92167815,0,0.56536925,0,real,1
0.093522,0.027068,3.455011,0.00227737552745806,0.0467780579877177,0.995626817758,0.92096917,0.07903083,8.4193,0.92096917,0,0.56579507,0,real,1
0.093897,0.027177,3.455014,0.00229570251041001,0.0469657641432093,0.9955916766955,0.92025565,0.07974435,8.3407,0.92025565,0,0.56622431,0,real,1
0.094272,0.027286,3.455018,0.00231410326593318,0.0471534719547064,0.995556395008,0.91953752,0.08046248,8.2631,0.91953752,0,0.56665704,0,real,1
0.094647,0.027394,3.455022,0.00233257779923344,0.0473411814288666,0.9955209726955,0.91881478,0.0811852199999999,8.1864,0.91881478,0,0.56709322,0,real,1
0.095023,0.027503,3.455025,0.00235117567635894,0.0475293931376351,0.9954853147355,0.91808737,0.08191263,8.1105,0.91808737,0,0.56753295,0,real,1
0.095398,0.027611,3.455029,0.00236979797769116,0.0477171059615751,0.995449610798,0.91735525,0.08264475,8.0355,0.91735525,0,0.56797625,0,real,1
0.095773,0.02772,3.455033,0.00238849407255889,0.0479048204681724,0.9954137662355,0.91661838,0.08338162,7.9613,0.91661838,0,0.56842316,0,real,1
0.096148,0.027828,3.455036,0.00240726396625253,0.0480925366640869,0.995377781048,0.91587673,0.08412327,7.888,0.91587673,0,0.56887373,0,real,1
0.096523,0.027937,3.45504,0.00242610766408368,0.0482802545559789,0.9953416552355,0.91513024,0.08486976,7.8155,0.91513024,0,0.569328,0,real,1
0.096898,0.028046,3.455044,0.00244502517138502,0.0484679741505096,0.995305388798,0.91437888,0.08562112,7.7438,0.91437888,0,0.569786,0,real,1
0.097274,0.028154,3.455047,0.0024640672357231,0.0486561960467748,0.995268884462,0.91362261,0.08637739,7.6728,0.91362261,0,0.57024779,0,real,1
0.097649,0.028263,3.455051,0.00248313257490863,0.0488439190711524,0.9952323363995,0.91286137,0.08713863,7.6027,0.91286137,0,0.5707134,0,real,1
0.098024,0.028371,3.455055,0.0025022717397038,0.0490316438181724,0.995195647712,0.91209512,0.08790488,7.5333,0.91209512,0,0.57118289,0,real,1
0.098399,0.02848,3.455058,0.00252148473552599,0.0492193702944979,0.9951588183995,0.91132382,0.08867618,7.4647,0.91132382,0,0.5716563,0,real,1
0.098774,0.028588,3.455062,0.00254077156781374,0.0494070985067927,0.995121848462,0.91054742,0.08945258,7.3968,0.91054742,0,0.57213368,0,real,1
0.09915,0.028697,3.455066,0.00256018396921467,0.0495953290772698,0.99508463875,0.90976587,0.09023413,7.3296,0.90976587,0,0.57261508,0,real,1
0.099525,0.028805,3.45507,0.00257961868776762,0.0497830607861702,0.9950473871875,0.90897911,0.09102089,7.2632,0.90897911,0,0.57310055,0,real,1
0.0999,0.028914,3.455074,0.00259912725924349,0.0499707942510519,0.995009995,0.90818711,0.09181289,7.1974,0.90818711,0,0.57359013,0,real,1
0.100275,0.029023,3.455077,0.0026187096891656,0.0501585294785809,0.9949724621875,0.9073898,0.0926102,7.1324,0.9073898,0,0.57408388,0,real,1
0.10065,0.029131,3.455081,0.00263836598307844,0.0503462664754238,0.99493478875,0.90658712,0.09341288,7.068,0.90658712,0,0.57458186,0,real,1
0.101026,0.02924,3.455085,0.00265814885907731,0.0505345058873553,0.994896873662,0.90577905,0.09422095,7.0043,0.90577905,0,0.57508411,0,real,1
0.101401,0.029348,3.455089,0.00267795309469773,0.0507222464475901,0.9948589185995,0.90496549,0.09503451,6.9413,0.90496549,0,0.57559072,0,real,1
0.101776,0.029457,3.455093,0.00269783121108453,0.0509099887971593,0.994820822912,0.90414642,0.09585358,6.8789,0.90414642,0,0.57610168,0,real,1
0.102151,0.029565,3.455097,0.00271778321386704,0.0510977329427316,0.9947825865995,0.90332175,0.09667825,6.8172,0.90332175,0,0.57661716,0,real,1
0.102526,0.029674,3.455101,0.00273780910869585,0.0512854788909764,0.994744209662,0.90249145,0.09750855,6.7561,0.90249145,0,0.57713708,0,real,1
0.102901,0.029782,3.455104,0.00275790890124272,0.0514732266485636,0.9947056920995,0.90165543,0.09834457,6.6956,0.90165543,0,0.57766161,0,real,1
0.103277,0.029891,3.455108,0.00277813649252896,0.0516614768901269,0.9946669306355,0.90081364,0.09918636,6.6357,0.90081364,0,0.57819078,0,real,1
0.103652,0.03,3.455112,0.00279838429471086,0.0518492282912801,0.994628131448,0.89996602,0.10003398,6.5765,0.89996602,0,0.57872465,0,real,1
0.104027,0.030108,3.455116,0.00281870601176885,0.0520369815218066,0.9945891916355,0.8991125,0.1008875,6.5178,0.8991125,0,0.57926329,0,real,1
0.104402,0.030217,3.45512,0.00283910164945967,0.0522247365883786,0.994550111198,0.898253,0.101747,6.4597,0.898253,0,0.57980676,0,real,1
0.104777,0.030325,3.455124,0.00285957121356133,0.0524124934976689,0.9945108901355,0.89738747,0.10261253,6.4022,0.89738747,0,0.58035514,0,real,1
0.105153,0.030434,3.455128,0.00288016959137424,0.0526007529488523,0.9944714232955,0.89651583,0.10348417,6.3452,0.89651583,0,0.5809085,0,real,1
0.105528,0.030542,3.455132,0.00290078722289242,0.0527885135685583,0.994431920608,0.895638,0.104362,6.2888,0.895638,0,0.58146691,0,real,1
0.105903,0.030651,3.455136,0.00292147879829853,0.0529762760510223,0.9943922772955,0.89475391,0.10524609,6.233,0.89475391,0,0.58203045,0,real,1
0.106278,0.030759,3.45514,0.00294224432345563,0.0531640404029194,0.994352493358,0.89386348,0.10613652,6.1777,0.89386348,0,0.58259919,0,real,1
0.106653,0.030868,3.455144,0.00296308380424805,0.0533518066309255,0.9943125687955,0.89296664,0.10703336,6.1229,0.89296664,0,0.58317321,0,real,1
0.107029,0.030977,3.455148,0.00298405311464461,0.0535400754592019,0.9942723965795,0.8920633,0.1079367,6.0686,0.8920633,0,0.58375261,0,real,1
0.107404,0.031085,3.455152,0.0030050407217003,0.0537278454645029,0.994232190392,0.89115337,0.10884663,6.0149,0.89115337,0,0.58433745,0,real,1
0.107779,0.031194,3.455156,0.00302610230218785,0.0539156173659615,0.9941918435795,0.89023677,0.10976323,5.9616,0.89023677,0,0.58492784,0,real,1
0.108154,0.031302,3.455161,0.00304723786207677,0.0541033911702559,0.994151356142,0.88931342,0.11068658,5.9089,0.88931342,0,0.58552385,0,real,1
0.108529,0.031411,3.455165,0.00306844740735785,0.0542911668840647,0.9941107280795,0.88838322,0.11161678,5.8567,0.88838322,0,0.58612557,0,real,1
0.108904,0.031519,3.455169,0.00308973094404319,0.0544789445140674,0.994069959392,0.88744607,0.11255393,5.8049,0.88744607,0,0.58673311,0,real,1
0.10928,0.031628,3.455173,0.00311114553052226,0.054667224814995,0.9940289408,0.88650188,0.11349812,5.7536,0.88650188,0,0.58734655,0,real,1
0.109655,0.031736,3.455177,0.00313257726548837,0.0548550063025805,0.9939878904875,0.88555055,0.11444945,5.7028,0.88555055,0,0.58796601,0,real,1
0.11003,0.031845,3.455181,0.00315408301003909,0.0550427897264195,0.99394669955,0.88459199,0.11540801,5.6524,0.88459199,0,0.58859157,0,real,1
0.110405,0.031953,3.455185,0.00317566277027179,0.0552305750931938,0.9939053679875,0.88362607,0.11637393,5.6025,0.88362607,0,0.58922335,0,real,1
0.11078,0.032062,3.45519,0.00319731655230519,0.055418362409586,0.9938638958,0.88265269,0.11734731,5.553,0.88265269,0,0.58986144,0,real,1
0.111156,0.032171,3.455194,0.00321910240207855,0.0556066524562942,0.993822171832,0.88167174,0.11832826,5.504,0.88167174,0,0.59050601,0,real,1
0.111531,0.032279,3.455198,0.00324090444358733,0.0557944436972153,0.9937804180195,0.88068311,0.11931689,5.4554,0.88068311,0,0.5911571,0,real,1
0.111906,0.032388,3.455202,0.00326278052539745,0.0559822369078233,0.993738523582,0.87968668,0.12031332,5.4072,0.87968668,0,0.59181487,0,real,1
0.112281,0.032496,3.455206,0.00328473065371301,0.0561700320948028,0.9936964885195,0.87868232,0.12131768,5.3594,0.87868232,0,0.59247942,0,real,1
0.112656,0.032605,3.455211,0.00330675483475948,0.0563578292648397,0.993654312832,0.8776699,0.1223301,5.3121,0.8776699,0,0.59315092,0,real,1
0.113032,0.032713,3.455215,0.00332891210243794,0.0565461292250456,0.993611883488,0.8766493,0.1233507,5.2651,0.8766493,0,0.59382947,0,real,1
0.113407,0.032822,3.455219,0.00335108460522374,0.0567339303865891,0.9935694261755,0.87562038,0.12437962,5.2186,0.87562038,0,0.59451518,0,real,1
0.113782,0.03293,3.455224,0.00337333117956177,0.0569217335512682,0.993526828238,0.87458299,0.12541701,5.1724,0.87458299,0,0.59520825,0,real,1
0.114157,0.033039,3.455228,0.003395651831763,0.0571095387257713,0.9934840896755,0.87353701,0.12646299,5.1266,0.87353701,0,0.59590877,0,real,1
0.114532,0.033147,3.455232,0.00341804656815976,0.0572973459167869,0.993441210488,0.87248225,0.12751775,5.0812,0.87248225,0,0.59661695,0,real,1
0.114907,0.033256,3.455237,0.00344051539510577,0.0574851551310045,0.9933981906755,0.87141857,0.12858143,5.0362,0.87141857,0,0.59733291,0,real,1
0.115283,0.033365,3.455241,0.00346311853250486,0.0576734672078182,0.9933549149555,0.87034583,0.12965417,4.9915,0.87034583,0,0.59805681,0,real,1
0.115658,0.033473,3.455245,0.00348573575731353,0.0578612804939506,0.993311613518,0.86926385,0.13073615,4.9472,0.86926385,0,0.59878881,0,real,1
0.116033,0.033582,3.45525,0.0035084270918781,0.0580490958233749,0.9932681714555,0.86817244,0.13182756,4.9032,0.86817244,0,0.59952911,0,real,1
0.116408,0.03369,3.455254,0.00353119254263793,0.0582369132027833,0.993224588768,0.86707145,0.13292855,4.8596,0.86707145,0,0.60027786,0,real,1
0.116783,0.033799,3.455258,0.00355403211605379,0.0584247326388684,0.9931808654555,0.86596066,0.13403934,4.8163,0.86596066,0,0.60103528,0,real,1
0.117159,0.033907,3.455263,0.00357700702092289,0.0586130549984198,0.9931368843595,0.8648399,0.1351601,4.7734,0.8648399,0,0.60180153,0,real,1
0.117534,0.034016,3.455267,0.00359999505682252,0.0588008785734681,0.993092879422,0.86370897,0.13629103,4.7308,0.86370897,0,0.60257683,0,real,1
0.117909,0.034124,3.455272,0.0036230572349064,0.0589887042252928,0.9930487338595,0.86256765,0.13743235,4.6884,0.86256765,0,0.60336139,0,real,1
0.118284,0.034233,3.455276,0.00364619356172106,0.0591765319605894,0.993004447672,0.86141572,0.13858428,4.6464,0.86141572,0,0.60415542,0,real,1
0.118659,0.034341,3.455281,0.00366940404383443,0.0593643617860537,0.9929600208595,0.86025297,0.13974703,4.6047,0.86025297,0,0.60495916,0,real,1
0.119035,0.03445,3.455285,0.00369275087937201,0.059552694596318,0.9929153343875,0.85907914,0.14092086,4.5634,0.85907914,0,0.60577283,0,real,1
0.11941,0.034559,3.45529,0.00371610988966395,0.0597405286278271,0.99287062595,0.857894,0.142106,4.5223,0.857894,0,0.60659668,0,real,1
0.119785,0.034667,3.455294,0.00373954307510484,0.0599283647696138,0.9928257768875,0.85669728,0.14330272,4.4814,0.85669728,0,0.60743098,0,real,1
0.12016,0.034776,3.455299,0.00376305044234849,0.0601162030283767,0.9927807872,0.85548873,0.14451127,4.4409,0.85548873,0,0.60827599,0,real,1
0.120535,0.034884,3.455303,0.00378663199807016,0.0603040434108153,0.9927356568875,0.85426804,0.14573196,4.4006,0.85426804,0,0.609132,0,real,1
0.12091,0.034993,3.455308,0.0038102877489666,0.0604918859236295,0.99269038595,0.85303496,0.14696504,4.3607,0.85303496,0,0.60999927,0,real,1
